index,tollbooth_name,way,highway,km,coords,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
238-03,apaxco,jilotepec-apaxco,mex-m40d,99.5,"19.998913,-99.139612",33,2.6,63.7,0.3,0.5,2.3,7.7,2.8,9.6,7.9,0.5,0.0,1.0,1.1,12255,9.6,8.9,9.5,8.1,7.6,7.0,7.6,7.0,7.2,8.7,9.4,9.4
238-04,apaxco,querétaro-apaxco,mex-m40d,99.5,"19.998913,-99.139612",164,0.4,38.1,0.2,0.2,2.6,8.8,8.0,17.1,13.3,1.1,0.2,9.6,0.4,60177,7.8,8.4,9.2,7.4,6.6,6.0,6.2,6.8,6.1,10.3,12.9,12.3
238-05,apaxco,tula ii-apaxco,mex-m40d,99.5,"19.998913,-99.139612",21,0.4,54.9,0.3,0.0,1.5,4.0,0.1,3.0,29.3,0.1,0.0,0.1,6.3,7727,10.2,12.7,13.0,7.8,6.5,5.9,5.7,5.3,5.8,9.1,9.5,8.5
238-06,apaxco,tula i-apaxco,mex-m40d,99.5,"19.998913,-99.139612",263,1.4,83.4,0.2,0.1,4.0,3.8,0.7,2.8,2.4,0.1,0.0,0.7,0.4,96436,8.2,8.2,8.8,8.0,8.2,7.8,7.9,8.1,7.4,9.6,8.8,9.0
238-07,apaxco,atitalaquia-apaxco,mex-m40d,99.5,"19.998913,-99.139612",115,1.2,91.6,0.3,0.0,2.0,1.2,0.4,0.8,0.7,0.0,0.0,0.5,1.3,42013,9.4,8.1,9.3,7.4,7.1,6.4,6.9,9.1,8.8,9.5,8.4,9.6
238-08,apaxco,ajoloapan-apaxco,mex-m40d,99.5,"19.998913,-99.139612",91,1.8,89.2,0.5,0.1,1.5,2.3,0.6,1.2,0.5,0.0,0.0,0.0,2.3,33222,8.1,7.8,7.3,6.8,8.5,8.9,9.8,9.0,8.2,9.4,8.6,7.6
238-09,apaxco,pachuca-apaxco,mex-m40d,99.5,"19.998913,-99.139612",550,0.9,81.8,0.2,0.3,2.5,4.6,2.1,3.9,2.1,0.0,0.0,0.7,0.9,201195,7.8,7.6,7.6,8.0,8.4,8.0,8.1,8.5,8.7,9.6,8.9,8.8
238-10,apaxco,tulancingo-apaxco,mex-m40d,99.5,"19.998913,-99.139612",112,0.6,50.2,0.2,0.1,3.3,9.7,8.1,10.1,14.2,0.2,0.0,2.9,0.4,41027,7.8,7.5,9.0,8.6,8.0,6.7,7.1,9.0,6.3,9.9,9.9,10.2
238-11,apaxco,sahagún-apaxco,mex-m40d,99.5,"19.998913,-99.139612",8,1.0,49.9,0.2,0.0,1.7,10.3,5.2,11.6,5.6,0.1,0.0,13.2,1.2,2864,13.2,8.4,5.0,5.5,5.1,5.4,6.6,9.4,9.7,15.9,9.5,6.3
238-12,apaxco,calpulalpan-apaxco,mex-m40d,99.5,"19.998913,-99.139612",11,1.2,67.1,0.5,0.0,2.3,6.9,6.8,11.0,1.9,0.0,0.0,1.9,0.4,4166,7.6,7.0,6.2,7.2,7.4,7.1,8.2,7.6,6.5,11.9,11.9,11.4
238-13,apaxco,sanctórum-apaxco,mex-m40d,99.5,"19.998913,-99.139612",46,0.3,38.4,0.2,0.2,1.1,8.4,11.4,11.4,8.9,0.2,0.1,19.3,0.1,16930,8.2,7.1,7.0,8.3,7.1,6.1,8.5,8.1,7.2,10.4,10.3,11.7
238-14,apaxco,san martín texmelucan-apaxco,mex-m40d,99.5,"19.998913,-99.139612",92,0.5,34.0,0.1,0.2,2.0,12.1,10.2,12.7,6.3,0.7,0.2,17.3,3.7,33579,7.4,7.3,8.1,8.3,7.9,7.5,7.6,7.3,6.4,10.6,10.4,11.2
239-01,ajoloapan,atlacomulco-ajoloapan,mex-m40d,110.0,"19.955851,-99.055385",27,0.9,59.9,0.4,0.9,5.8,2.7,0.5,2.9,0.7,0.0,0.0,0.4,24.9,9890,7.1,8.0,8.7,7.9,7.5,9.3,9.1,7.4,7.7,7.8,8.7,10.8
239-02,ajoloapan,acambay-ajoloapan,mex-m40d,110.0,"19.955853,-99.055382",5,0.1,92.6,0.6,0.3,3.5,1.2,0.1,0.9,0.1,0.0,0.0,0.3,0.3,1938,8.8,8.3,7.6,7.9,9.6,9.2,8.6,7.8,7.1,7.4,7.6,10.1
239-03,ajoloapan,jilotepec-ajoloapan,mex-m40d,110.0,"19.955853,-99.055382",19,1.5,87.9,0.5,0.6,5.1,3.1,0.1,0.9,0.1,0.0,0.0,0.0,0.2,7024,7.8,9.1,8.6,8.3,8.2,8.5,8.1,7.5,7.2,8.2,8.6,9.9
239-04,ajoloapan,querétaro-ajoloapan,mex-m40d,110.0,"19.955850,-99.055382",74,0.5,74.6,0.7,1.6,5.2,3.9,1.5,9.7,1.1,0.0,0.0,0.6,0.6,27160,6.6,9.0,8.0,7.7,7.9,8.8,8.6,7.3,7.3,8.0,9.8,11.0
239-05,ajoloapan,tula ii-ajoloapan,mex-m40d,110.0,"19.955848,-99.055385",10,2.1,68.5,0.5,0.1,10.4,1.6,0.0,4.6,7.7,0.0,0.0,0.0,4.5,3748,7.6,7.2,10.5,10.0,8.9,8.9,7.9,7.3,7.3,8.0,7.5,8.9
239-06,ajoloapan,tula i-ajoloapan,mex-m40d,110.0,"19.955845,-99.055385",148,1.4,84.4,0.4,0.5,7.2,3.8,0.1,0.7,0.1,0.0,0.0,0.1,1.3,54159,7.4,7.9,9.4,8.9,8.4,8.1,8.5,8.8,7.7,8.4,7.9,8.6
239-07,ajoloapan,atitalaquia-ajoloapan,mex-m40d,110.0,"19.955843,-99.055383",108,3.0,85.5,0.6,0.4,4.2,1.9,0.1,0.6,0.1,0.0,0.0,0.0,3.6,39530,8.2,7.9,8.6,8.0,8.1,7.6,8.7,9.3,7.9,9.0,7.9,8.8
239-08,ajoloapan,apaxco-ajoloapan,mex-m40d,110.0,"19.955843,-99.055383",80,1.6,87.3,0.4,0.1,2.6,2.9,0.2,0.5,1.1,0.0,0.0,0.1,3.2,29428,7.9,7.7,7.7,8.2,8.9,8.2,8.8,8.5,8.5,9.0,8.1,8.5
239-09,ajoloapan,pachuca-ajoloapan,mex-m40d,110.0,"19.956086,-99.053291",452,1.3,87.9,0.4,0.3,3.3,2.8,0.5,1.3,0.5,0.0,0.0,0.1,1.6,165390,8.1,7.6,8.7,7.9,8.4,7.8,8.1,8.7,9.1,9.0,8.0,8.6
239-10,ajoloapan,tulancingo-ajoloapan,mex-m40d,110.0,"19.956083,-99.053292",74,0.5,79.5,0.4,0.4,5.3,6.3,1.8,2.7,0.8,0.0,0.0,0.1,2.2,27136,9.4,8.2,9.7,8.6,8.9,7.7,7.9,9.0,6.5,7.9,8.0,8.2
239-11,ajoloapan,sahagún-ajoloapan,mex-m40d,110.0,"19.956086,-99.053291",5,0.8,67.6,0.2,0.1,2.7,5.4,1.1,10.4,9.4,0.0,0.0,0.5,1.8,1889,8.3,14.8,6.5,7.1,6.9,8.0,7.1,7.6,11.9,8.4,7.0,6.4
239-12,ajoloapan,calpulalpan-ajoloapan,mex-m40d,110.0,"19.956083,-99.053292",7,0.8,69.5,0.6,0.3,5.6,7.6,7.7,6.8,0.3,0.0,0.0,0.0,0.8,2390,10.1,7.6,9.2,8.8,7.7,6.7,8.7,8.0,6.2,7.1,9.5,10.4
239-13,ajoloapan,sanctórum-ajoloapan,mex-m40d,110.0,"19.956080,-99.053292",23,0.3,63.1,0.2,0.7,3.0,9.3,4.4,16.3,2.1,0.1,0.0,0.3,0.2,8424,10.4,8.3,9.5,9.3,9.1,8.0,8.5,7.9,7.2,6.7,6.7,8.4
239-14,ajoloapan,san martín texmelucan-ajoloapan,mex-m40d,110.0,"19.956083,-99.053295",50,0.5,52.2,0.4,1.2,3.2,5.5,4.4,17.1,0.9,0.1,0.0,1.6,12.9,18475,9.1,8.2,9.4,8.5,8.4,8.0,8.1,8.2,6.8,8.2,7.9,9.2
240-01,pachuca,atlacomulco-pachuca,mex-m40d,129.0,"19.927508,-98.891426",360,0.7,55.9,0.4,0.9,5.1,7.5,1.4,13.5,2.6,0.4,0.1,6.9,4.6,131892,7.1,7.1,8.0,7.9,8.1,8.6,9.7,9.0,8.6,8.0,8.2,9.7
240-02,pachuca,acambay-pachuca,mex-m40d,129.0,"19.927504,-98.891422",24,0.4,84.5,0.5,0.6,4.4,3.7,1.0,4.1,0.5,0.0,0.0,0.1,0.2,8745,7.5,9.3,8.5,7.8,7.4,9.2,8.5,8.6,8.2,7.0,7.5,10.5
240-03,pachuca,jilotepec-pachuca,mex-m40d,129.0,"19.927508,-98.891426",107,0.7,83.9,0.4,0.9,6.1,3.8,0.4,2.8,0.3,0.0,0.0,0.5,0.2,39221,7.7,8.3,8.7,7.9,8.4,7.8,8.6,9.0,8.8,8.0,7.6,9.2
240-04,pachuca,querétaro-pachuca,mex-m40d,129.0,"19.927503,-98.891422",963,0.4,63.0,0.5,1.6,5.4,5.3,1.1,13.9,3.4,0.1,0.0,4.9,0.4,352495,7.5,7.4,8.5,7.6,8.0,8.1,9.3,9.5,9.4,7.9,7.8,9.0
240-05,pachuca,tula ii-pachuca,mex-m40d,129.0,"19.927508,-98.891426",86,0.8,89.5,0.7,0.2,3.8,0.6,0.1,0.6,0.9,0.0,0.0,0.0,2.8,31306,9.1,7.9,9.1,8.3,8.7,7.9,8.1,8.7,8.2,9.0,7.2,7.8
240-06,pachuca,tula i-pachuca,mex-m40d,129.0,"19.927507,-98.891426",1091,0.8,87.5,0.2,0.9,3.6,1.8,0.2,1.8,0.6,0.0,0.0,1.7,0.9,399212,8.8,8.0,8.8,8.3,8.4,8.0,7.9,9.0,8.3,8.9,7.4,8.2
240-07,pachuca,atitalaquia-pachuca,mex-m40d,129.0,"19.927507,-98.891423",505,0.8,87.5,0.2,1.6,3.5,2.8,0.1,1.3,0.7,0.0,0.0,0.1,1.4,184751,8.9,8.1,8.6,8.2,8.6,8.1,8.6,9.1,8.6,8.4,7.0,7.8
240-08,pachuca,apaxco-pachuca,mex-m40d,129.0,"19.927507,-98.891423",550,0.8,82.4,0.2,0.4,2.6,4.0,0.6,2.2,5.2,0.0,0.0,0.8,0.8,201341,7.9,7.5,8.0,8.1,8.5,7.7,8.4,9.1,9.1,9.6,7.7,8.4
240-09,pachuca,ajoloapan-pachuca,mex-m40d,129.0,"19.927506,-98.891423",429,1.5,88.2,0.4,0.4,3.1,2.2,0.2,1.5,0.7,0.0,0.0,0.1,1.7,157180,8.6,7.5,9.1,7.9,8.2,7.6,8.0,8.8,9.2,9.3,8.1,7.7
240-10,pachuca,tulancingo-pachuca,mex-m40d,129.0,"19.927506,-98.891423",775,1.0,80.7,0.3,0.5,4.0,3.2,0.7,3.8,1.4,0.1,0.0,3.5,0.8,283629,8.3,7.7,9.7,8.6,8.6,7.2,7.8,8.7,7.2,8.4,8.6,9.2
240-11,pachuca,sahagún-pachuca,mex-m40d,129.0,"19.927503,-98.891423",72,0.6,55.9,0.2,0.4,5.3,10.6,2.1,15.6,2.3,0.1,0.0,6.3,0.6,26178,9.5,8.1,7.5,8.6,8.5,7.3,7.5,9.5,9.3,8.9,7.9,7.4
240-12,pachuca,calpulalpan-pachuca,mex-m40d,129.0,"19.927503,-98.891420",77,0.8,71.1,0.5,0.2,4.3,3.5,1.6,12.6,2.7,0.0,0.0,1.4,1.3,28226,8.7,7.3,8.9,8.1,8.6,7.6,8.7,8.6,8.4,8.4,8.0,8.7
240-13,pachuca,sanctórum-pachuca,mex-m40d,129.0,"19.927501,-98.891423",315,0.5,65.4,0.5,0.6,5.1,4.7,2.1,12.3,4.2,0.2,0.1,3.9,0.4,115333,9.2,7.3,9.5,8.7,8.4,7.2,8.2,8.2,7.4,8.1,8.5,9.3
240-14,pachuca,san martín texmelucan-pachuca,mex-m40d,129.0,"19.927503,-98.891421",656,0.5,61.6,0.3,1.5,4.7,7.5,1.0,13.5,2.7,0.1,0.0,5.6,1.0,240045,9.2,7.6,9.1,8.6,8.6,7.0,8.2,7.8,7.2,8.8,8.4,9.5
241-01,tulancingo,atlacomulco-tulancingo,mex-m40d,153.0,"19.832525,-98.700135",213,0.6,51.9,0.5,1.6,4.5,5.3,1.9,9.5,3.1,1.0,0.2,13.6,6.3,77950,8.3,8.2,9.4,8.9,8.5,7.4,8.8,7.8,6.5,7.8,8.0,10.4
241-02,tulancingo,acambay-tulancingo,mex-m40d,153.0,"19.832529,-98.700135",16,0.5,77.9,0.8,0.5,5.2,7.8,1.2,4.8,0.5,0.2,0.1,0.5,0.0,5733,8.4,8.7,11.3,8.9,8.7,6.3,8.9,7.4,5.9,7.5,6.9,11.1
241-03,tulancingo,jilotepec-tulancingo,mex-m40d,153.0,"19.832529,-98.700137",51,0.6,78.8,0.5,1.2,7.2,2.7,1.0,4.6,0.6,0.2,0.0,2.5,0.1,18651,8.6,7.4,10.6,8.9,9.3,7.4,8.9,8.0,6.8,7.4,7.7,9.0
241-04,tulancingo,querétaro-tulancingo,mex-m40d,153.0,"19.832528,-98.700135",567,0.5,59.9,0.6,1.7,3.6,5.2,2.4,11.8,5.1,0.6,0.1,8.3,0.2,207568,8.1,7.4,9.9,8.5,8.9,6.7,8.7,8.8,6.8,7.6,7.9,10.7
241-05,tulancingo,tula ii-tulancingo,mex-m40d,153.0,"19.833679,-98.698716",13,1.3,86.2,1.0,0.3,4.6,1.3,0.5,1.3,1.8,0.0,0.0,0.2,1.5,4606,8.4,7.6,9.5,9.4,8.1,7.3,8.1,9.0,6.9,9.3,7.0,9.4
241-06,tulancingo,tula i-tulancingo,mex-m40d,153.0,"19.833675,-98.698709",205,0.8,64.3,0.4,0.9,4.1,3.1,1.0,4.6,1.7,4.0,0.3,14.2,0.6,74848,8.9,7.6,9.5,8.4,8.9,7.2,8.3,8.9,7.0,8.5,7.8,9.0
241-07,tulancingo,atitalaquia-tulancingo,mex-m40d,153.0,"19.832527,-98.700135",77,1.3,82.7,0.5,0.4,5.0,3.4,1.2,1.8,2.6,0.0,0.0,0.5,0.6,28205,9.1,7.9,9.7,8.6,8.9,7.6,9.2,9.8,7.2,7.2,6.8,8.0
241-08,tulancingo,apaxco-tulancingo,mex-m40d,153.0,"19.832527,-98.700135",112,0.7,48.9,0.2,0.1,3.7,9.2,4.8,10.2,16.7,0.5,0.1,4.5,0.4,40959,8.0,7.2,9.4,8.4,8.3,6.5,7.8,8.3,6.7,9.6,9.3,10.5
241-09,tulancingo,ajoloapan-tulancingo,mex-m40d,153.0,"19.832526,-98.700136",66,0.6,80.9,0.4,0.3,4.9,4.1,1.7,2.3,1.8,0.0,0.0,0.1,2.9,24224,9.0,7.9,10.4,8.8,9.2,6.8,8.2,8.6,7.2,7.7,8.2,8.0
241-10,tulancingo,pachuca-tulancingo,mex-m40d,153.0,"19.832530,-98.700137",758,1.0,80.2,0.3,0.6,4.1,3.3,0.7,4.6,1.0,0.2,0.0,3.4,0.6,277365,7.8,7.5,10.2,8.7,9.4,6.9,8.1,8.5,7.2,7.9,8.3,9.5
241-11,tulancingo,sahagún-tulancingo,mex-m40d,153.0,"19.833667,-98.698717",182,0.5,54.1,0.3,0.9,4.3,4.1,1.0,14.1,4.2,0.1,0.1,12.5,3.8,66433,9.7,8.5,8.3,8.8,8.2,7.0,7.9,8.3,8.8,8.1,8.1,8.3
241-12,tulancingo,calpulalpan-tulancingo,mex-m40d,153.0,"19.833662,-98.698713",157,0.6,67.7,0.4,0.2,4.7,6.3,1.1,9.3,3.1,0.1,0.0,5.0,1.5,57397,8.2,7.4,8.7,8.5,8.4,6.9,9.1,8.6,9.1,8.1,8.0,9.0
241-13,tulancingo,sanctórum-tulancingo,mex-m40d,153.0,"19.833661,-98.698706",1054,0.4,59.2,0.2,0.4,4.5,4.0,1.9,14.5,5.9,0.1,0.0,8.6,0.3,385791,8.8,7.2,8.6,8.4,8.5,6.9,8.4,8.4,8.3,8.2,8.5,9.8
241-14,tulancingo,san martín texmelucan-tulancingo,mex-m40d,153.0,"19.833667,-98.698711",1887,0.4,56.0,0.2,2.2,5.3,4.7,1.2,18.2,4.1,0.4,0.1,6.5,0.7,690704,8.4,7.4,8.5,8.3,8.9,6.9,8.9,8.4,8.2,8.5,8.4,9.2
242-01,sahagún,atlacomulco-sahagún,mex-m40d,165.0,"19.756050,-98.630507",32,0.5,20.0,0.2,0.2,1.5,2.1,0.9,21.1,5.1,0.3,0.2,42.4,5.5,11571,11.1,10.5,7.8,8.5,7.3,8.5,8.0,7.9,8.4,6.1,6.9,9.0
242-02,sahagún,acambay-sahagún,mex-m40d,165.0,"19.756052,-98.630506",1,0.2,53.4,1.4,0.2,1.4,2.8,0.2,31.8,0.5,0.0,0.0,6.7,1.4,434,8.5,8.3,9.4,10.4,10.8,8.8,9.7,5.5,6.7,6.2,6.2,9.5
242-03,sahagún,jilotepec-sahagún,mex-m40d,165.0,"19.756052,-98.630506",3,0.8,59.7,0.3,1.0,3.3,4.0,1.9,9.4,5.3,0.0,0.0,13.3,1.0,1236,11.7,9.3,6.6,7.2,6.6,5.3,9.1,10.8,10.6,7.8,6.6,8.4
242-04,sahagún,querétaro-sahagún,mex-m40d,165.0,"19.756052,-98.630507",90,0.1,20.6,0.2,0.5,2.0,3.2,3.0,39.0,10.1,0.2,0.1,20.9,0.1,32842,9.8,8.8,8.2,9.0,9.0,6.5,8.7,8.8,7.7,8.2,8.2,7.1
242-05,sahagún,tula ii-sahagún,mex-m40d,165.0,"19.756047,-98.630506",1,0.6,91.3,0.3,0.3,0.6,0.3,0.9,2.7,0.0,0.0,0.0,2.7,0.3,336,10.1,6.3,8.3,8.9,7.4,6.8,8.3,8.9,8.6,9.2,8.3,8.9
242-06,sahagún,tula i-sahagún,mex-m40d,165.0,"19.756053,-98.630507",10,0.4,67.0,0.4,0.2,3.0,3.5,0.5,12.8,4.8,0.1,0.0,6.4,0.9,3612,9.2,9.1,8.1,9.2,8.2,6.5,7.3,9.6,10.1,8.3,7.1,7.3
242-07,sahagún,atitalaquia-sahagún,mex-m40d,165.0,"19.756050,-98.630507",5,0.6,76.7,0.6,0.0,3.5,6.2,0.8,6.4,3.9,0.0,0.0,0.9,0.4,1917,14.1,8.9,7.8,7.5,7.7,5.9,9.7,7.9,9.9,7.3,6.2,7.1
242-08,sahagún,apaxco-sahagún,mex-m40d,165.0,"19.756050,-98.630507",9,1.3,50.5,0.4,0.0,2.0,13.3,0.4,5.5,14.4,0.1,0.0,10.8,1.3,3356,11.7,7.3,6.7,6.2,6.2,5.5,7.7,8.0,9.1,16.5,8.9,6.2
242-09,sahagún,ajoloapan-sahagún,mex-m40d,165.0,"19.756052,-98.630508",5,0.9,52.4,0.1,0.2,17.7,5.6,1.1,11.8,8.2,0.0,0.0,0.2,1.8,1930,10.2,8.6,8.2,7.4,8.5,5.9,7.3,7.7,11.7,8.5,8.8,7.2
242-10,sahagún,pachuca-sahagún,mex-m40d,165.0,"19.756054,-98.630507",67,0.8,63.2,0.2,0.3,6.1,9.1,1.0,10.3,1.5,0.1,0.0,6.8,0.6,24420,9.1,7.9,8.2,8.6,8.9,7.6,8.2,8.6,9.0,8.4,8.0,7.5
242-11,sahagún,tulancingo-sahagún,mex-m40d,165.0,"19.756053,-98.630508",172,0.5,51.6,0.3,0.9,4.5,5.0,1.0,16.3,3.4,0.1,0.1,12.7,3.6,62991,9.4,8.6,8.1,8.4,8.3,7.7,8.2,7.9,9.4,7.8,8.4,7.8
242-12,sahagún,calpulalpan-sahagún,mex-m40d,165.0,"19.755963,-98.628080",92,1.2,77.4,0.4,0.2,2.9,10.3,0.3,2.6,0.6,0.0,0.0,1.7,2.4,33811,8.0,8.0,8.2,7.5,7.9,7.1,8.9,7.4,9.6,9.2,8.9,9.3
242-13,sahagún,sanctórum-sahagún,mex-m40d,165.0,"19.755963,-98.628079",100,0.8,71.1,0.3,0.3,4.0,3.1,0.9,9.3,4.4,0.1,0.0,4.6,1.1,36656,7.7,6.6,7.8,8.3,7.7,7.0,7.5,8.3,14.5,8.0,8.5,8.1
242-14,sahagún,san martín texmelucan-sahagún,mex-m40d,165.0,"19.755962,-98.628080",150,0.9,61.1,0.5,2.4,3.5,3.6,0.7,9.7,3.1,0.1,0.0,8.0,6.4,54911,7.8,7.2,7.5,8.0,6.8,8.0,7.9,7.1,15.2,8.9,8.0,7.6
243-01,calpulalpan,atlacomulco-calpulalpan,mex-m40d,182.345,"19.619447,-98.549587",34,0.7,44.3,0.4,0.4,4.1,5.0,2.8,17.0,2.4,0.3,0.1,9.7,12.8,12427,7.9,8.2,7.8,7.5,8.0,9.3,9.7,8.7,6.6,7.0,8.0,11.3
243-02,calpulalpan,acambay-calpulalpan,mex-m40d,182.345,"19.619448,-98.549587",2,0.2,77.2,0.6,0.1,2.8,2.8,2.9,10.0,1.8,0.0,0.0,1.6,0.0,867,5.9,8.8,9.2,8.0,8.7,8.1,10.0,8.7,6.8,9.3,7.7,8.8
243-03,calpulalpan,jilotepec-calpulalpan,mex-m40d,182.345,"19.619448,-98.549587",7,0.5,72.9,0.4,0.4,5.0,2.8,0.4,8.6,5.5,0.0,0.0,3.5,0.0,2545,7.4,7.8,7.7,7.9,9.2,9.1,9.6,7.9,8.2,7.3,8.0,9.9
243-04,calpulalpan,querétaro-calpulalpan,mex-m40d,182.345,"19.619448,-98.549588",125,0.3,42.7,0.5,0.7,3.7,5.5,4.1,23.9,5.1,0.3,0.1,12.8,0.3,45747,8.1,6.8,8.7,7.9,9.3,7.3,10.4,9.0,6.8,7.6,8.5,9.6
243-05,calpulalpan,tula ii-calpulalpan,mex-m40d,182.345,"19.619447,-98.549587",2,0.9,77.4,0.9,0.0,2.1,7.5,4.3,3.7,0.0,0.0,0.0,0.4,2.8,562,6.4,6.8,6.4,7.7,8.2,9.6,10.9,10.3,6.6,8.7,7.3,11.1
243-06,calpulalpan,tula i-calpulalpan,mex-m40d,182.345,"19.619448,-98.549587",18,0.6,61.9,0.5,0.4,4.6,5.2,1.1,9.2,2.2,0.1,0.0,11.7,2.5,6729,8.7,6.9,9.2,7.8,8.0,7.4,9.5,8.3,6.9,8.6,9.4,9.3
243-07,calpulalpan,atitalaquia-calpulalpan,mex-m40d,182.345,"19.619447,-98.549588",8,0.8,82.8,0.5,0.1,2.8,3.7,1.7,4.1,1.9,0.0,0.0,0.8,0.8,2751,8.8,7.6,9.2,8.1,8.3,7.3,8.5,9.1,7.3,8.0,9.1,8.7
243-08,calpulalpan,apaxco-calpulalpan,mex-m40d,182.345,"19.619447,-98.549588",8,1.3,63.1,0.2,0.0,4.8,11.6,3.1,7.6,3.6,0.1,0.0,3.2,1.4,2926,7.8,6.5,6.2,7.2,7.6,6.4,11.1,9.9,6.6,10.3,10.9,9.5
243-09,calpulalpan,ajoloapan-calpulalpan,mex-m40d,182.345,"19.619445,-98.549591",5,0.5,77.2,0.8,0.3,5.6,8.9,0.5,4.2,0.6,0.1,0.0,0.2,1.1,1987,10.0,8.0,8.5,8.1,7.1,6.3,9.0,8.2,6.9,7.4,10.8,9.7
243-10,calpulalpan,pachuca-calpulalpan,mex-m40d,182.345,"19.619446,-98.549589",88,1.1,66.4,0.5,0.2,3.5,3.7,1.3,14.4,3.9,0.0,0.1,3.4,1.5,32028,8.0,7.3,8.8,7.9,8.6,7.8,9.4,8.8,7.8,8.1,8.6,8.9
243-11,calpulalpan,tulancingo-calpulalpan,mex-m40d,182.345,"19.619447,-98.549589",171,0.5,64.5,0.4,0.3,4.8,6.5,0.9,10.3,3.6,0.1,0.1,5.9,2.1,62439,7.6,7.4,8.6,8.0,8.2,7.8,10.5,8.8,8.5,7.5,8.6,8.5
243-12,calpulalpan,sahagún-calpulalpan,mex-m40d,182.345,"19.619444,-98.549591",83,1.2,79.2,0.4,0.3,4.3,2.8,0.3,3.1,0.5,0.0,0.0,1.2,6.7,30284,7.7,7.8,8.6,7.7,8.2,8.9,9.3,7.9,8.8,8.4,7.7,9.0
243-13,calpulalpan,sanctórum-calpulalpan,mex-m40d,182.345,"19.621382,-98.548058",500,0.5,70.7,0.2,1.4,3.6,3.1,1.4,7.3,5.6,0.1,0.0,2.1,4.0,182840,9.7,7.1,8.5,7.5,7.6,8.1,7.1,8.1,8.8,7.8,8.6,11.1
243-14,calpulalpan,san martín texmelucan-calpulalpan,mex-m40d,182.345,"19.621380,-98.548055",751,0.4,69.0,0.2,1.0,4.9,4.0,0.9,8.6,2.1,0.1,0.0,4.6,4.2,274943,8.9,7.8,7.8,7.7,8.1,9.1,8.0,7.7,8.4,8.3,8.4,9.8
244-01,sanctórum,atlacomulco-sanctórum,mex-m40d,196.5,"19.518577,-98.471678",240,0.4,40.3,0.4,0.9,6.2,5.4,3.1,22.3,5.5,1.4,0.2,10.0,3.9,87958,8.2,8.2,8.7,8.1,8.1,8.0,8.7,8.3,7.0,7.8,7.9,11.0
244-02,sanctórum,acambay-sanctórum,mex-m40d,196.5,"19.518582,-98.471681",10,0.3,61.9,0.6,1.2,7.1,7.4,3.9,14.7,2.0,0.0,0.0,0.8,0.1,3792,8.2,9.3,10.5,8.7,9.3,8.9,7.1,6.9,5.2,7.5,6.3,12.1
244-03,sanctórum,jilotepec-sanctórum,mex-m40d,196.5,"19.518579,-98.471681",25,0.3,72.6,0.7,1.9,6.3,3.9,0.5,4.7,2.4,0.1,0.1,6.4,0.1,8971,8.9,7.2,10.5,8.6,8.7,7.4,7.9,7.8,6.7,8.3,6.7,11.3
244-04,sanctórum,querétaro-sanctórum,mex-m40d,196.5,"19.518578,-98.471679",838,0.3,39.5,0.4,1.2,4.9,7.1,3.2,23.9,7.3,1.7,0.1,10.2,0.2,306630,8.4,7.3,9.3,8.6,9.3,7.6,8.4,8.0,7.0,8.1,8.0,10.0
244-05,sanctórum,tula ii-sanctórum,mex-m40d,196.5,"19.518578,-98.471681",5,0.6,78.2,0.6,0.5,1.5,6.0,4.4,6.6,0.7,0.0,0.1,0.7,0.1,1999,7.3,6.9,11.5,9.7,7.5,9.9,7.5,8.0,5.8,9.2,5.9,10.8
244-06,sanctórum,tula i-sanctórum,mex-m40d,196.5,"19.518576,-98.471679",64,0.3,57.6,0.3,0.8,3.2,4.4,2.7,9.6,8.0,0.8,0.2,11.9,0.2,23520,9.2,7.3,8.4,8.7,8.8,7.8,8.1,8.3,6.8,8.7,8.0,9.9
244-07,sanctórum,atitalaquia-sanctórum,mex-m40d,196.5,"19.518576,-98.471677",24,0.4,72.8,0.7,0.2,3.9,8.1,2.8,4.5,4.7,0.0,0.0,1.6,0.3,8605,8.6,7.7,9.6,9.5,8.0,9.0,9.4,8.8,7.8,6.8,6.9,7.9
244-08,sanctórum,apaxco-sanctórum,mex-m40d,196.5,"19.518576,-98.471677",46,0.3,40.1,0.2,0.2,1.1,11.6,3.3,7.1,19.4,0.7,0.1,15.8,0.1,16776,7.5,6.7,7.2,8.1,7.5,6.7,9.0,8.4,6.9,11.2,9.4,11.4
244-09,sanctórum,ajoloapan-sanctórum,mex-m40d,196.5,"19.518576,-98.471679",19,0.2,62.3,0.2,0.7,4.7,8.6,1.3,7.8,13.5,0.0,0.0,0.6,0.1,6857,9.7,7.9,11.0,8.8,8.3,7.9,8.9,7.8,7.3,6.7,8.5,7.2
244-10,sanctórum,pachuca-sanctórum,mex-m40d,196.5,"19.518580,-98.471683",283,0.4,65.7,0.5,0.6,4.0,3.9,2.1,12.4,5.2,0.3,0.1,4.4,0.4,103668,8.3,7.6,9.7,8.6,8.8,7.6,8.1,7.8,7.1,8.2,8.5,9.7
