strech_id,tollbooth_id,tollbooth_name,motorbike,car,car-axle,bus-2axle,bus-3axle,bus-4axle,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,load-axle,toll_ref,motorbike-axle,car-rush-hour,car-evening-hour,pedestrian,valid_from
57,990,AMOZOC-PEROTE (CUAPIAXTLA),27,55,27,108,109,112,108,109,112,142,142,192,192,192,54,pase,,,,,
58,990,AMOZOC-PEROTE (CANTONA),78,156,76,233,237,242,233,237,242,304,304,431,431,431,118,pase,,,,,
59,990,AMOZOC-PEROTE (CANTONA),25,50,26,81,84,86,81,84,86,116,116,157,157,157,41,pase,,,,,
60,990,AMOZOC-PEROTE (CANTONA),53,106,50,152,153,156,152,153,156,188,188,274,274,274,77,pase,,,,,
61,990,AMOZOC-PEROTE (PEROTE),28,57,28,72,74,79,72,74,79,105,105,133,133,133,35,pase,,,,,
62,990,AMOZOC-PEROTE (AUDI),14,28,14,35,37,40,35,37,40,46,46,71,71,71,16,pase,,,,,
64,990,AMOZOC-PEROTE (AUDI CUAPIAXTLA A1 Y A2),7,14,7,15,16,17,15,16,17,19,19,28,28,28,10,pase,,,,,
63,990,AMOZOC-PEROTE (AUDI CUAPIAXTLA),34,69,34,123,125,129,123,125,129,161,161,220,220,220,65,pase,,,,,
65,460,LAS VIGAS,82,165,83,203,203,203,207,207,207,280,388,550,550,550,,pase,,,,,
66,461,MIRADORES,82,165,83,196,196,196,315,315,315,399,512,558,558,558,,pase,,,,,
67,457,ANTIGUA,32,65,32,100,100,100,100,100,100,240,240,344,344,344,49,pase,,,,,
68,458,SAN JULIAN,10,21,10,49,49,49,49,49,49,95,95,114,114,114,25,pase,,,,,
69,459,PLAN DEL RIO,27,54,28,89,89,89,89,89,89,171,171,222,222,222,45,pase,,,,,
70,33,NAUTLA,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,pase,,,,,
71,179,LAS CHOAPAS,42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,pase,,,,,
74,181,MALPASITO,42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,pase,,,,,
75,181,MALPASITO,19,39,20,75,75,75,73,73,73,97,97,119,119,119,37,pase,,,,,
77,182,OCOZOCOAUTLA (OCUILAPA),42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,pase,,,,,
78,929,CHIAPA DE CORZO VIAPASS,37,75,37,152,152,152,136,136,136,210,210,295,295,295,68,pase,,,,,
79,930,ARRIAGA VIAPASS,26,52,26,92,92,92,70,70,70,120,120,165,165,165,52,pase,,,,,
80,931,COITA VIAPASS,27,54,27,100,100,100,78,78,78,130,130,170,170,170,39,pase,,,,,
,932,JIQUIPILAS,52,105,52,212,212,212,175,175,175,295,295,405,405,405,87,pase,,,,,
83,176,SANCHEZ MAGALLANES,42,85,43,162,162,162,136,136,136,222,222,278,278,278,68,pase,,,,,
85,176,SANCHEZ MAGALLANES,21,42,21,83,83,83,82,82,82,113,113,119,119,119,41,pase,,,,,
84,176,SANCHEZ MAGALLANES,20,40,20,83,83,83,82,82,82,113,113,119,119,119,41,pase,,,,,
86,324,NACAJUCA,32,64,32,136,136,136,154,154,154,178,178,178,178,178,77,pase,,,,,
87,324,NACAJUCA,17,34,17,73,73,73,83,83,83,96,96,96,96,96,42,pase,,,,,
88,324,NACAJUCA,14,29,15,62,62,62,71,71,71,82,82,82,82,82,35,pase,,,,,
89,38,GRIJALVA,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,pase,,,,,
90,39,USUMACINTA,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,pase,,,,,
91,164,ZACATAL,46,93,47,196,196,196,195,195,195,314,314,392,392,392,98,pase,,,,,
92,132,LA SEYBA,40,80,40,126,126,126,124,124,124,214,214,259,259,259,62,pase,,,,,
93,132,LA SEYBA,24,49,25,85,85,85,82,82,82,140,140,154,154,154,41,pase,,,,,
95,316,CTO. EXT. MEXIQUENSE -T0 JOROBAS,68,137,70,287,287,287,286,286,392,457,551,653,653,653,55,pase,,,,,
96,316,CTO. EXT. MEXIQUENSE -T1 TULTEPEC,47,95,49,220,220,220,220,220,220,302,302,429,429,429,,pase,,,,,
97,316,CTO. EXT. MEXIQUENSE -T2 CONMEX,34,68,35,157,157,157,157,157,157,215,215,305,305,305,,pase,,,,,
98,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (PUE),21,42,22,98,98,98,98,98,98,134,134,191,191,191,,pase,,,,,
99,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (BORD,15,30,15,69,69,69,69,69,69,94,94,134,134,134,,pase,,,,,
100,316,CTO. EXT. MEXIQUENSE -T4 CHALCO,49,98,50,226,226,226,226,226,226,311,311,441,441,441,,pase,,,,,
101,316,CTO. EXT. MEXIQUENSE A-1A - A-1B HUEHUETOCA,37,74,38,170,170,170,170,170,170,233,233,331,331,331,,pase,,,,,
102,316,CTO. EXT. MEXIQUENSE A-5 HANK GLEZ.,9,18,9,41,41,41,41,41,41,56,56,80,80,80,,pase,,,,,
103,316,"CTO. EXT. MEXIQUENSE A-6, A-7 PERIFÉRICO",11,23,12,53,53,53,53,53,53,72,72,103,103,103,,pase,,,,,
104,316,CTO. EXT. MEXIQUENSE A-8 ECATEPEC,11,22,12,,,,,,,,,,,,,pase,,,,,
105,316,CTO. EXT. MEXIQUENSE A-9 CTM,5,10,5,,,,,,,,,,,,,pase,,,,,
106,316,CTO. EXT. MEXIQUENSE T1 JALTENCO,24,49,25,114,114,114,114,114,114,156,156,222,222,222,,pase,,,,,
107,316,CTO. EXT. MEXIQUENSE A-3 A Y B/A-4 (AUXILIARES),3,7,3,16,16,16,16,16,16,22,22,31,31,31,,pase,,,,,
109,316,CTO. EXT. MEXIQUENSE A-21 - A-22 B. XOCHIACA,14,28,14,65,65,65,65,65,65,89,89,126,126,126,,pase,,,,,
110,316,CTO. EXT. MEXIQUENSE T-7 - TEXCOCO,21,42,21,96,96,96,96,96,96,131,131,187,187,187,,pase,,,,,
111,316,CTO. EXT. MEXIQUENSE A-27 SAN BUENA VENTURA,45,91,47,211,211,211,211,211,211,289,289,411,411,411,,pase,,,,,
112,316,CTO. EXT. MEXIQUENSE A-28 SAN BUENA VENTURA,2,5,6,23,23,23,23,23,23,32,32,45,45,45,,pase,,,,,
113,316,CTO. EXT. MEXIQUENSE A-31 - A-32 ENT. TULTEPEC,39,79,41,183,183,183,183,183,183,251,251,357,357,357,,pase,,,,,
114,316,CTO. EXT. MEXIQUENSE A-34 - A-36 V. MEXIQUENSE,10,21,12,48,48,48,48,48,48,66,66,94,94,94,,pase,,,,,
115,316,CTO. EXT. MEXIQUENSE A-33 Y A-35 (AUXILIARES),7,14,7,33,33,33,33,33,33,45,45,63,63,63,,pase,,,,,
116,316,CTO. EXT. MEXIQUENSE T-5 TULTITLÁN,17,35,18,81,81,81,81,81,81,111,111,157,157,157,,pase,,,,,
117,316,CTO. EXT. MEXIQUENSE T6 CUAUTITLÁN-(SAN MIGU,12,25,12,58,58,58,58,58,58,80,80,113,113,113,,pase,,,,,
120,23,ECATEPEC (SAN CRISTOBAL),11,23,12,40,40,40,40,40,83,83,113,113,113,113,20,pase,,,,,
122,91,REVOLUCIÓN,18,37,18,67,67,67,67,67,122,128,163,172,172,172,26,pase,,,,,
121,91,REVOLUCIÓN,15,30,15,51,51,51,51,51,106,106,141,141,141,141,26,pase,,,,,
123,21,TIZAYUCA (OJO DE AGUA),29,58,29,116,116,116,116,116,235,235,355,355,355,355,58,pase,,,,,
124,329,ENTRONQUE OJO DE AGUA,17,34,17,69,69,69,69,69,140,140,211,211,211,211,35,pase,,,,,
125,904,ECATEPEC VIAPASS,45,91,38,173,254,342,173,254,342,425,515,598,684,768,,pase,,,,,
126,905,TEPEXPAN VIAPASS,13,35,13,63,97,126,63,97,126,160,191,221,254,288,,pase,,,,,
128,928,TEZOYUCA VIAPASS,9,18,8,34,52,69,34,52,58,86,104,120,137,155,,pase,,,,,
132,913,PEÑON,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,pase,,,,,
133,914,TEXCOCO,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,pase,,,,,
134,915,ENT. PEÑON,20,40,20,81,81,81,81,81,81,120,120,161,161,161,,pase,,,,,
135,84,TEJOCOTAL,47,95,48,137,137,137,137,137,163,163,222,222,222,222,69,pase,,,,,
136,84,TEJOCOTAL,32,64,32,88,88,88,88,88,105,105,138,138,138,138,44,pase,,,,,
137,84,TEJOCOTAL,16,32,16,44,44,44,44,44,55,55,69,69,69,69,22,pase,,,,,
138,92,NUEVO NECAXA,16,32,16,44,44,44,44,44,50,50,69,69,69,69,22,pase,,,,,
139,477,EL PIÑAL,42,85,42,175,175,175,260,260,260,500,500,590,590,590,127,pase,,,,,
140,472,MIAHUAPAN,42,85,42,175,175,175,260,260,260,500,500,590,590,590,127,pase,,,,,
141,13,PUENTE TUXPAN,23,46,25,107,107,107,107,107,211,211,312,312,312,312,54,pase,,,,,
142,13,PUENTE TUXPAN,3,6,3,13,13,13,13,13,25,25,37,37,37,37,7,pase,,,,,
144,556,NARANJOS,158,315,157,696,696,696,696,696,696,1044,1044,1200,1200,1200,347,pase,,,,,
145,556,NARANJOS,83,165,82,365,365,365,365,365,365,547,547,629,629,629,182,pase,,,,,
143,556,NARANJOS,75,150,75,331,331,331,331,331,331,497,497,571,571,571,165,pase,,,,,
146,464,LOS GIL,19,38,19,84,84,84,84,84,84,126,126,145,145,145,42,pase,,,,,
147,177,TOTOMOXTLE,24,48,24,98,98,98,83,83,83,141,141,187,187,187,42,pase,,,,,
150,555,TOTOMOXTLE II,108,217,108,469,469,469,454,454,454,697,697,828,828,828,227,pase,,,,,
149,555,TOTOMOXTLE II,84,169,84,371,371,371,371,371,371,556,556,641,641,641,185,pase,,,,,
152,569,VEGA DE ALATORRE,134,267,132,586,586,586,586,586,586,878,878,1012,1012,1012,293,pase,,,,,
153,569,VEGA DE ALATORRE,80,160,79,350,350,350,350,350,350,525,525,605,605,605,175,pase,,,,,
151,569,VEGA DE ALATORRE,54,107,53,236,236,236,236,236,236,407,407,605,605,605,118,pase,,,,,
154,43,TECOLUTLA,12,24,12,42,42,42,42,42,89,89,135,135,135,135,21,pase,,,,,
155,112,LIB. PNTE. TAMPICO,15,31,16,64,64,64,55,55,55,99,99,119,119,119,28,pase,,,,,
156,112,LIB. PNTE. TAMPICO,7,15,8,32,32,32,30,30,30,49,49,58,58,58,15,pase,,,,,
157,112,LIB. PNTE. TAMPICO,8,16,8,33,33,33,32,32,32,49,49,60,60,60,16,pase,,,,,
159,14,PANUCO,11,22,11,41,41,41,41,41,83,83,113,113,113,113,21,pase,,,,,
158,49,TAMPICO,17,35,18,76,76,76,76,76,140,140,195,195,195,195,38,pase,,,,,
160,4,TEPOTZOTLAN,46,92,46,208,208,208,199,199,399,399,575,575,575,575,100,pase,,,,,
161,69,JOROBAS,30,61,31,110,110,110,109,109,215,215,309,309,309,309,55,pase,,,,,
162,5,PALMILLAS,46,92,46,195,195,195,186,186,374,374,544,544,544,544,93,pase,,,,,
163,207,PALMILLAS BIS,46,92,46,195,195,195,186,186,374,374,544,544,544,544,93,pase,,,,,
164,70,POLOTITLAN,41,83,42,166,166,166,162,162,322,322,452,452,452,452,81,pase,,,,,
165,6,QUERÉTARO,43,86,43,173,173,173,166,166,329,329,462,462,462,462,83,pase,,,,,
166,61,LIB. SUR PTE. QRO.,40,81,41,153,153,153,152,152,293,293,413,413,413,413,76,pase,,,,,
170,562,CRESPO,21,21,11,42,42,42,46,46,46,73,73,111,111,111,23,pase,,,,,
169,561,LAJA,17,17,8,33,33,33,37,37,37,58,58,88,88,88,18,pase,,,,,
168,560,SAN MIGUEL,16,16,8,31,31,31,34,34,34,63,63,79,79,79,17,pase,,,,,
171,183,VILLAGRAN,16,33,17,64,64,64,62,62,121,121,173,173,173,173,31,pase,,,,,
172,185,CERRO GORDO,24,49,25,103,103,103,104,104,180,180,264,264,264,264,52,pase,,,,,
173,185,CERRO GORDO,22,44,22,86,86,86,85,85,153,153,234,234,234,234,43,pase,,,,,
174,185,CERRO GORDO,6,13,7,33,33,33,32,32,80,80,93,93,93,93,16,pase,,,,,
175,41,SALAMANCA,43,86,43,186,186,186,179,179,331,331,485,485,485,485,90,pase,,,,,
176,41,SALAMANCA,30,60,30,134,134,134,132,132,255,255,344,344,344,344,66,pase,,,,,
177,41,SALAMANCA,15,30,15,64,64,64,62,62,99,99,146,146,146,146,31,pase,,,,,
178,564,ARANDAS,27,53,27,108,108,108,93,93,93,140,140,189,189,189,,pase,,,,,
179,563,YOSTIRTO,13,27,13,53,53,53,50,50,50,75,75,95,95,95,,pase,,,,,
182,550,MENDOZA,27,54,27,110,110,110,110,110,110,151,151,201,201,201,,pase,,,,,
183,551,PUERTO INTERIOR,41,83,41,168,168,168,168,168,168,230,230,307,307,307,,pase,,,,,
184,312,SILAO,20,34,7,60,60,60,60,60,102,102,161,161,161,161,20,pase,,,,,
185,313,CERVERA,20,34,7,60,60,60,60,60,102,102,161,161,161,161,20,pase,,,,,
186,314,AGUAS BUENAS,11,22,11,44,229,229,44,249,249,60,451,71,470,470,22,pase,,,,,
188,120,LEON,81,163,85,267,267,267,259,259,259,348,348,404,404,404,120,pase,,,,,
189,120,LEON,31,62,32,101,101,101,96,96,96,133,133,154,154,154,45,pase,,,,,
190,120,LEON,26,53,27,82,82,82,76,76,76,111,111,137,137,137,35,pase,,,,,
192,120,LEON,21,42,23,68,68,68,67,67,67,91,91,103,103,103,31,pase,,,,,
191,120,LEON,20,41,17,65,65,65,61,61,61,83,83,98,98,98,28,pase,,,,,
193,120,LEON,17,34,14,54,54,54,52,52,52,72,72,88,88,88,25,pase,,,,,
194,120,LEON,9,19,8,31,31,31,30,30,30,42,42,48,48,48,13,pase,,,,,
195,123,ENCARNACIÓN DE DIAZ,79,158,82,283,283,283,269,269,269,373,373,433,433,433,128,pase,,,,,
196,123,ENCARNACIÓN DE DIAZ,33,66,34,129,129,129,119,119,119,161,161,181,181,181,55,pase,,,,,
200,87,ZACATECAS,21,41,21,59,59,59,59,59,83,83,107,107,107,107,30,pase,,,,,
201,114,JALOSTOTITLAN,93,187,99,308,308,308,295,295,295,438,438,589,589,589,140,pase,,,,,
202,114,JALOSTOTITLAN,54,109,59,173,173,173,162,162,162,274,274,347,347,347,75,pase,,,,,
203,114,JALOSTOTITLAN,39,78,40,135,135,135,133,133,133,164,164,242,242,242,65,pase,,,,,
204,114,JALOSTOTITLAN,32,64,34,102,102,102,99,99,99,153,153,193,193,193,45,pase,,,,,
205,114,JALOSTOTITLAN,16,32,21,53,53,53,48,48,48,78,78,89,89,89,25,pase,,,,,
206,113,TEPATITLAN,113,226,120,345,345,345,325,325,325,561,561,706,706,706,152,pase,,,,,
207,113,TEPATITLAN,92,184,101,287,287,287,267,267,267,491,491,619,619,619,125,pase,,,,,
208,113,TEPATITLAN,88,177,91,320,320,320,301,301,301,441,441,528,528,528,144,pase,,,,,
209,113,TEPATITLAN,79,158,82,249,249,249,235,235,235,370,370,447,447,447,110,pase,,,,,
213,113,TEPATITLAN,45,90,44,153,153,153,145,145,145,179,179,188,188,188,68,pase,,,,,
212,113,TEPATITLAN,58,116,63,191,191,191,177,177,177,300,300,360,360,360,83,pase,,,,,
214,113,TEPATITLAN,24,48,25,95,95,95,87,87,87,109,109,101,101,101,41,pase,,,,,
211,113,TEPATITLAN,33,66,34,117,117,117,111,111,111,185,185,218,218,218,53,pase,,,,,
210,113,TEPATITLAN,65,131,68,237,237,237,224,224,224,335,335,393,393,393,106,pase,,,,,
215,113,TEPATITLAN,21,42,19,58,58,58,58,58,58,70,70,87,87,87,27,pase,,,,,
216,199,LAGOS DE MORENO,59,118,59,240,240,240,232,232,232,342,342,479,479,479,116,pase,,,,,
218,426,LIB. ARCO NORTE S.L.P.,42,85,42,139,139,139,139,139,139,227,227,354,354,354,42,pase,,,,,
219,427,LIB. PTE. S.L.P.,35,69,35,119,119,119,119,119,119,193,193,299,299,299,35,pase,,,,,
220,427,LIB. PTE. S.L.P.,24,47,24,82,82,82,82,82,82,133,133,203,203,203,24,pase,,,,,
221,427,LIB. PTE. S.L.P.,12,24,12,41,41,41,41,41,41,65,65,101,101,101,12,pase,,,,,
222,425,LIB. OTE. S.L.P.,44,89,44,151,151,151,151,151,151,242,242,378,378,378,44,pase,,,,,
223,425,LIB. OTE. S.L.P.,14,28,14,47,47,47,47,47,47,75,75,117,117,117,14,pase,,,,,
224,127,CHICHIMEQUILLAS,26,53,27,92,92,92,86,86,86,94,94,128,128,128,43,pase,,,,,
225,486,CERRITOS,87,173,59,296,380,380,296,380,380,380,380,675,675,675,59,pase,,,,,
227,486,CERRITOS,61,122,59,205,263,263,205,263,263,263,263,470,470,470,59,pase,,,,,
226,486,CERRITOS,64,128,59,222,285,285,222,285,285,285,285,507,507,507,59,pase,,,,,
228,486,CERRITOS,59,118,59,201,254,254,201,254,254,254,254,460,460,460,59,pase,,,,,
,486,CERRITOS,44,87,59,148,189,189,148,189,189,189,189,339,339,339,59,pase,,,,,
,486,CERRITOS,43,86,59,149,190,190,149,190,190,190,190,336,336,336,59,pase,,,,,
229,486,CERRITOS,28,55,59,96,125,125,96,125,125,125,125,216,216,216,59,pase,,,,,
230,486,CERRITOS,25,50,59,91,117,117,91,117,117,117,117,205,205,205,59,pase,,,,,
,486,CERRITOS,23,45,59,74,94,94,74,94,94,94,94,169,169,169,59,pase,,,,,
231,486,CERRITOS,6,12,4,20,26,26,20,26,26,26,26,46,46,46,4,pase,,,,,
232,486,CERRITOS,4,8,3,14,18,18,14,18,18,18,18,33,33,33,3,pase,,,,,
233,486,CERRITOS,2,3,1,6,7,7,6,7,7,7,7,13,13,13,1,pase,,,,,
234,498,CEMOSA,64,128,59,222,285,285,222,285,285,285,285,507,507,507,59,pase,,,,,
235,498,CEMOSA,23,45,59,74,94,94,74,94,94,94,94,169,169,169,59,pase,,,,,
236,498,CEMOSA,6,12,4,20,26,26,20,26,26,26,26,46,46,46,4,pase,,,,,
237,498,CEMOSA,4,8,3,14,18,18,14,18,18,18,18,33,33,33,3,pase,,,,,
238,493,LA CALERA,52,104,52,188,188,188,188,188,188,291,291,353,353,353,94,pase,,,,,
239,493,LA CALERA,30,61,31,110,110,110,110,110,110,171,171,207,207,207,55,pase,,,,,
240,493,LA CALERA,21,43,21,78,78,78,78,78,78,120,120,146,146,146,39,pase,,,,,
,424,LA HINCADA,33,66,33,192,192,192,192,192,240,240,240,360,360,360,54,pase,,,,,
241,909,SANTA FE,5,10,5,,,,,,,,,,,,,pase,,,,,
242,908,MARQUESA VIAPASS,48,97,49,194,194,194,194,194,194,292,292,389,389,389,,pase,,,,,
243,908,MARQUESA VIAPASS,24,49,25,97,97,97,97,97,97,146,146,195,195,195,,pase,,,,,
247,934,MARQUESA T2,31,63,31,126,126,126,126,126,126,189,189,252,252,252,,pase,,,,,
248,835,LA FINCA,27,55,28,70,104,149,70,104,149,175,205,233,269,287,,pase,,,,,
249,835,LA FINCA,14,28,13,36,55,77,36,55,77,91,107,120,140,150,,pase,,,,,
250,836,VILLA GUERRERO,17,34,15,48,72,99,48,72,99,126,157,186,210,242,,pase,,,,,
251,837,TENANGO,14,27,12,39,56,78,39,56,78,101,127,150,169,192,,pase,,,,,
252,470,CHAPULTEPEC,24,48,24,95,143,190,95,143,190,190,190,190,190,190,,pase,,,,,
254,471,RAYÓN,22,44,22,88,131,175,88,131,175,175,175,175,175,175,,pase,,,,,
253,471,RAYÓN,21,42,21,83,125,166,83,125,166,166,166,166,166,166,,pase,,,,,
255,471,RAYÓN,18,36,18,71,107,143,71,107,143,143,143,143,143,143,,pase,,,,,
256,416,XONACATLAN,45,91,46,182,182,182,182,182,182,365,365,365,365,365,,pase,,,,,
257,416,XONACATLAN,28,57,29,114,114,229,114,114,229,229,229,229,229,229,,pase,,,,,
258,416,XONACATLAN,17,34,17,68,68,136,68,68,136,136,136,136,136,136,,pase,,,,,
259,484,LA HORTALIZA,68,137,69,274,274,274,274,274,274,412,412,549,549,549,,pase,,,,,
260,484,LA HORTALIZA,50,101,51,202,202,202,202,202,202,304,304,405,405,405,,pase,,,,,
261,484,LA HORTALIZA,18,36,18,72,72,72,72,72,72,108,108,144,144,144,,pase,,,,,
262,485,VALLE DE BRAVO,51,103,51,205,205,205,205,205,205,308,308,410,410,410,,pase,,,,,
266,489,MONUMENTO,25,51,26,102,102,102,102,102,102,153,153,204,204,204,,pase,,,,,
268,444,EL DORADO,23,47,24,69,119,162,69,119,162,210,260,291,323,381,47,pase,,,,,
269,445,ATLACOMULCO SUR,23,47,24,69,119,162,69,119,162,210,260,291,323,381,47,pase,,,,,
270,448,ATLACOMULCO BANOBRAS,26,52,26,112,112,112,112,112,112,173,173,219,219,219,56,pase,,,,,
271,449,CONTEPEC,26,52,26,112,112,112,112,112,112,173,173,219,219,219,56,pase,,,,,
272,144,ZINAPECUARO,86,173,88,330,330,330,309,309,309,393,393,458,458,458,145,pase,,,,,
273,144,ZINAPECUARO,44,89,44,165,165,165,156,156,156,200,200,230,230,230,73,pase,,,,,
274,144,ZINAPECUARO,42,84,44,165,165,165,153,153,153,193,193,228,228,228,72,pase,,,,,
275,144,ZINAPECUARO,24,49,26,96,96,96,86,86,86,114,114,136,136,136,41,pase,,,,,
276,144,ZINAPECUARO,8,16,8,30,30,30,29,29,29,39,39,44,44,44,13,pase,,,,,
277,145,PANINDICUARO,111,223,119,423,423,423,404,404,404,551,551,623,623,623,190,pase,,,,,
278,145,PANINDICUARO,73,146,78,271,271,271,260,260,260,351,351,389,389,389,120,pase,,,,,
279,145,PANINDICUARO,43,87,47,164,164,164,157,157,157,203,203,218,218,218,74,pase,,,,,
280,145,PANINDICUARO,38,77,41,152,152,152,144,144,144,200,200,234,234,234,70,pase,,,,,
281,146,ECUANDUREO,60,120,64,222,222,222,213,213,213,290,290,337,337,337,101,pase,,,,,
