stretch_id,tollbooth_id_in,tollbooth_id_out,distance
638,126,287,42.3159
639,127,409,38.967699999999994
640,126,394,19.190099999999997
641,127,407,29.2533
641,127,408,29.8104
642,127,386,21.8055
643,126,131,54.2155
643,127,131,11.384799999999998
644,393,134,117.9649
645,393,683,92.93730000000001
646,393,1453,117.1811
647,393,1443,81.55260000000001
648,393,231,79.4939
649,393,1452,74.92460000000001
649,393,257,75.45360000000001
650,393,842,67.6633
651,393,409,59.3335
652,393,390,52.9688
653,393,407,49.619099999999996
653,393,408,50.176199999999994
654,393,277,35.1263
655,393,386,42.1713
656,393,131,31.7506
657,393,125,20.1422
658,393,941,23.8528
658,393,287,23.6018
659,291,134,140.2371
659,292,134,140.4811
660,291,1453,139.45329999999998
660,292,1453,139.69729999999998
661,291,1443,103.8249
661,292,1443,104.0688
662,291,231,101.76610000000001
662,292,231,102.01010000000001
663,291,1452,97.1968
663,292,1452,97.4408
663,291,257,97.7258
663,292,257,97.9698
664,288,683,71.5042
664,942,683,69.19069999999999
665,291,409,81.6057
665,292,409,81.8497
666,291,407,71.8913
666,292,408,72.69239999999999
667,291,386,64.4435
667,292,386,64.6875
668,288,131,56.822300000000006
668,291,131,54.022800000000004
668,292,131,54.2667
668,942,131,78.02380000000001
669,288,842,46.230199999999996
669,942,842,43.9168
670,291,125,42.4144
670,292,125,42.658300000000004
671,288,390,31.535700000000002
671,942,390,29.2222
672,291,394,23.7287
672,292,394,23.9727
673,288,277,13.693200000000001
673,942,277,11.379700000000001
674,275,134,151.7809
675,275,1453,150.99720000000002
676,275,1443,115.3687
676,216,277,114.3694
677,275,231,113.3099
678,275,1452,108.7406
678,275,257,109.26960000000001
679,275,409,93.1495
679,412,277,93.0089
680,275,407,83.4352
680,275,408,83.9922
680,403,277,83.6238
680,405,277,83.9589
681,276,683,57.7692
682,275,386,75.9873
683,275,131,65.56660000000001
683,276,131,101.989
683,130,277,64.507
684,275,125,53.9582
685,275,394,35.2725
686,276,842,32.495200000000004
687,276,390,17.8007
688,275,289,11.634
688,275,290,11.3933
689,388,134,169.484
689,837,134,169.7819
690,388,1453,168.70020000000002
690,837,1453,168.9981
691,388,1443,133.07170000000002
691,837,1443,133.36970000000002
692,388,231,131.013
692,837,231,131.3109
693,388,1452,126.44369999999999
693,837,1452,126.7416
693,388,257,126.9727
693,837,257,127.2706
694,388,409,110.85260000000001
694,837,409,111.1505
695,388,407,101.1382
695,837,407,101.4362
695,388,408,101.6953
695,837,408,101.9932
696,388,386,93.6904
696,837,386,93.98830000000001
697,388,131,83.26960000000001
697,835,131,113.5588
697,837,131,83.5676
698,388,125,71.6612
698,837,125,71.9592
699,835,683,40.0786
700,388,394,52.9756
700,837,394,53.2735
701,388,290,29.096400000000003
701,837,290,29.394299999999998
701,388,289,29.337
701,837,289,29.635
702,835,842,14.8047
703,388,278,17.683
703,837,278,17.981
704,841,134,184.3609
704,844,134,183.78289999999998
705,841,1453,183.5771
705,844,1453,182.9991
706,841,1443,147.9486
706,844,1443,147.3706
707,841,231,145.88989999999998
707,844,231,145.31179999999998
708,841,1452,141.3206
708,844,1452,140.7425
708,841,257,141.8496
708,844,257,141.2715
709,841,409,125.7295
709,844,409,125.1514
710,841,407,116.0151
710,844,407,115.4371
710,841,408,116.5722
710,844,408,115.9941
711,841,386,108.5673
711,844,386,107.9892
712,839,131,99.2194
712,841,131,98.1466
712,843,131,150.6011
712,844,131,97.5685
713,841,125,86.5382
713,844,125,85.96010000000001
714,841,394,67.8525
714,844,394,67.2744
715,841,290,43.9733
715,844,290,43.395300000000006
715,841,289,44.214
715,844,289,43.6359
716,839,683,25.7392
716,843,683,25.3839
717,841,278,32.56
717,844,278,31.981900000000003
718,841,389,15.0763
718,844,389,14.498299999999999
718,841,836,14.7555
718,844,836,14.1775
719,682,134,209.5779
720,682,1453,208.79410000000001
721,682,1443,173.1656
722,682,231,171.1069
723,254,683,167.0394
723,256,683,166.587
723,682,1452,166.5375
723,682,257,167.0666
724,682,409,150.94639999999998
724,412,683,150.8199
725,682,407,141.2321
725,682,408,141.78920000000002
726,682,385,134.3502
727,682,125,111.7551
728,682,131,123.3635
729,682,394,93.06939999999999
730,682,290,69.19030000000001
730,682,289,69.4309
731,276,683,57.7692
731,682,278,57.776900000000005
732,682,389,40.2933
732,682,836,39.9725
733,839,683,25.7392
733,843,683,25.3839
733,682,840,25.3747
733,682,845,25.6925
735,130,683,122.318
736,130,842,97.0441
737,130,134,88.90639999999999
738,130,1453,88.1226
739,130,390,82.3495
740,130,277,64.507
741,130,941,53.2335
741,130,287,52.9826
742,130,1443,52.494099999999996
743,130,231,50.4354
744,253,131,56.923199999999994
744,259,131,53.191300000000005
744,130,1452,45.866
744,130,257,46.3951
745,130,394,29.8567
746,130,409,30.274900000000002
747,130,407,20.560599999999997
747,130,408,21.1177
748,130,124,10.388
749,130,386,13.1127
754,1109,5,18.4825
756,144,274,12.9389
757,144,139,26.9743
757,137,144,20.0085
758,144,1500,39.2958
758,152,144,32.3157
759,137,1080,15.1132
759,1080,137,16.3703
760,152,1080,27.4204
760,273,1500,27.4007
761,271,144,5.091399999999999
761,271,145,12.0602
761,144,274,12.9389
762,140,1500,12.706100000000001
763,273,139,15.0792
763,137,272,15.1135
764,137,145,26.9773
765,139,1500,12.706100000000001
765,152,138,12.4555
766,152,272,27.4207
767,152,145,39.2844
768,29,27,13.2449
768,1113,29,14.7806
768,1113,1114,13.29
769,30,27,34.045199999999994
769,1113,1115,34.1409
770,30,29,30.6078
770,29,1115,30.2823
771,28,29,33.647
771,29,1116,33.5183
772,28,1115,14.0751
772,30,1116,15.0556
775,28,27,37.084300000000006
775,1113,1116,37.3768
779,28,1116,0.0013
780,30,1115,0.0035
786,738,725,27.6967
786,1245,739,27.6385
787,1244,739,16.2561
787,738,740,15.925
788,740,725,11.94
788,1245,741,11.444700000000001
789,670,1582,14.0172
790,667,666,3.7503
791,665,1582,3.2499000000000002
792,667,1583,13.7434
793,670,672,9.7629
794,667,669,7.8327
795,668,1582,7.5074
796,668,672,3.2531
797,671,1583,9.1463
798,671,669,3.2356
801,692,694,75.6911
802,696,694,55.5619
804,1438,694,12.4939
805,308,694,81.5382
806,1438,693,66.43660000000001
807,1436,693,41.653800000000004
808,696,693,22.590799999999998
809,308,1431,6.165
809,692,1431,0.0002
811,1438,1431,64.6401
812,1436,1431,39.8573
813,692,693,3.0176999999999996
814,696,1431,20.7943
816,696,694,55.5619
818,1438,1433,86.0361
819,308,1433,27.3504
820,692,1433,21.503400000000003
821,1436,1433,61.2534
822,308,697,44.873400000000004
823,1438,697,25.989900000000002
824,308,697,44.873400000000004
825,1436,694,37.0054
826,692,697,39.0264
827,696,697,18.8972
828,308,691,69.6532
829,308,691,69.6532
830,692,691,63.8061
831,696,691,43.6769
832,1436,691,25.1205
835,42,252,5.5385
836,297,252,4.7973
836,298,252,4.8546000000000005
837,147,239,7.922899999999999
838,147,43,1.9972999999999999
838,42,146,1.9082000000000001
839,295,43,0.5281
839,42,296,0.5149
840,295,239,6.4536999999999995
841,41,239,5.4992
843,295,239,6.4536999999999995
844,147,239,7.922899999999999
848,1238,735,25.0009
848,1242,1237,24.8429
851,1238,747,5.7623
852,1088,735,8.5776
852,1242,1560,0.785
856,1242,1239,18.9015
867,746,1237,5.6722
868,1240,735,19.0679
874,910,908,38.088699999999996
875,909,911,33.6059
880,915,913,39.820800000000006
881,918,914,39.5075
881,918,921,39.6918
882,915,913,39.820800000000006
885,915,921,0.5303
886,920,917,2.1538000000000004
887,915,921,0.5303
888,920,913,39.6917
889,918,921,39.6918
890,920,914,1.4254
891,44,132,28.234599999999997
891,47,132,28.6165
892,211,132,23.336
893,142,132,20.721
893,208,132,21.3023
894,208,132,21.3023
895,153,132,17.8496
895,156,132,23.8513
895,133,154,17.712799999999998
896,194,132,10.5319
897,232,132,7.783
898,244,132,12.2951
898,245,132,24.284
898,247,132,23.8708
899,195,132,9.746799999999999
900,226,132,13.7828
900,229,132,5.8028
901,234,132,4.2764
901,235,132,13.2774
902,44,196,36.1475
902,47,196,36.5294
903,211,196,31.248900000000003
904,194,196,9.3148
905,142,196,28.6339
906,208,196,29.2151
907,153,196,25.762400000000003
907,156,196,31.7641
908,195,196,8.5494
909,232,196,15.6959
910,244,196,20.207900000000002
910,245,196,32.196799999999996
910,247,196,31.7836
911,234,196,12.1893
912,133,196,9.554200000000002
913,226,196,3.5621
913,229,196,13.7157
914,44,227,40.237300000000005
914,47,227,40.6192
914,44,228,32.4478
914,47,228,32.829699999999995
915,211,227,35.338699999999996
915,211,228,27.5492
916,208,227,33.305
916,142,228,24.9342
916,208,228,25.5155
917,208,227,33.305
917,208,228,25.5155
918,195,196,8.5494
919,195,196,8.5494
920,153,227,29.8522
920,156,227,35.8539
920,153,228,22.0628
920,156,228,28.064400000000003
921,244,227,24.2977
921,245,227,36.286699999999996
921,247,227,35.873400000000004
921,244,228,16.5083
921,245,228,28.4972
921,247,228,28.0839
922,232,227,19.785700000000002
922,232,228,11.9962
923,194,227,4.381399999999999
924,234,227,16.2791
924,235,227,25.280099999999997
924,234,228,8.489600000000001
924,235,228,17.490599999999997
925,133,227,13.644
925,133,228,5.8545
926,195,227,3.6159
926,195,228,13.96
927,44,270,42.039199999999994
927,47,270,42.421099999999996
928,211,270,37.1406
929,142,270,34.5256
930,208,270,35.1069
931,153,270,31.6541
932,232,270,21.5876
933,244,270,26.0996
934,234,270,18.081
935,133,270,15.4459
936,226,270,9.4538
936,229,270,19.607400000000002
938,235,46,24.0077
938,44,236,34.1233
938,47,236,34.505199999999995
938,44,237,23.607599999999998
938,47,237,23.9895
939,211,236,29.224700000000002
939,211,237,18.7089
940,208,236,27.190900000000003
940,142,237,16.094
940,208,237,16.6752
941,208,236,27.190900000000003
941,208,237,16.6752
942,194,1512,12.8444
942,194,236,13.1012
943,234,154,23.6673
943,235,154,13.2464
943,153,236,23.7382
943,156,236,29.739900000000002
943,153,237,13.2225
943,156,237,19.2242
944,195,1512,12.059299999999999
944,235,196,21.1903
944,195,236,12.3161
944,195,237,21.2222
945,229,1512,8.1153
945,226,236,16.3521
945,229,236,8.3721
945,226,237,25.2581
945,229,237,17.278200000000002
946,244,236,18.1837
946,245,236,30.1727
946,247,236,29.759400000000003
946,244,237,7.668
946,245,237,19.6569
946,247,237,19.2437
947,232,236,13.671700000000001
947,232,237,3.156
948,133,1512,3.9538
948,133,236,4.2106
948,133,237,13.116700000000002
949,232,46,21.1341
949,44,233,20.6633
949,47,233,21.0452
950,211,233,15.7646
951,194,233,17.210900000000002
952,142,233,13.149700000000001
953,142,233,13.149700000000001
953,208,233,13.7309
954,195,233,16.4258
955,226,233,20.4617
955,229,233,12.4818
956,153,233,10.2782
956,156,233,16.2799
957,133,233,8.3203
958,244,233,4.7237
958,245,233,16.7126
958,247,233,16.2994
959,234,233,14.274799999999999
959,235,233,3.854
960,44,246,26.8948
960,47,246,27.2767
960,44,248,16.1598
960,47,248,16.5416
961,194,246,20.8217
962,211,246,21.9962
962,211,248,11.2611
963,195,246,20.0366
963,195,248,32.0235
964,226,246,24.0725
964,229,246,16.0926
964,226,248,36.059400000000004
964,229,248,28.0795
965,142,248,8.6461
966,208,246,19.9625
966,208,248,9.2274
967,133,246,11.9311
967,133,248,23.918
968,232,246,4.5911
968,232,248,16.578
969,234,246,17.8856
969,235,246,7.4648
969,234,248,29.8725
969,235,248,19.451700000000002
970,244,154,16.736900000000002
970,245,154,6.0039
970,247,154,5.5906
970,153,246,16.509700000000002
970,156,246,22.511400000000002
970,153,248,5.7747
970,156,248,11.776399999999999
971,194,159,23.0532
972,195,159,22.268099999999997
973,226,159,26.3041
973,229,159,18.324099999999998
974,133,159,14.162600000000001
975,232,159,6.8227
976,234,159,20.117099999999997
976,235,159,9.696299999999999
977,244,159,13.1868
977,245,159,2.4537
977,247,159,2.0405
978,194,154,26.6034
979,195,154,25.8182
980,226,154,29.854200000000002
980,229,154,21.874299999999998
980,226,155,36.679
980,229,155,28.699099999999998
981,133,155,24.537599999999998
982,232,154,10.3728
982,232,155,17.197599999999998
983,234,155,30.492099999999997
983,235,155,20.0713
984,244,155,23.561799999999998
984,245,155,12.828700000000001
984,247,155,12.4155
985,159,154,3.6283000000000003
985,159,155,10.453100000000001
986,44,155,10.2644
986,47,155,10.6463
987,211,155,5.3658
988,142,155,2.7508000000000004
989,142,155,2.7508000000000004
989,208,155,3.3321
990,194,142,30.8402
991,195,1105,28.1114
992,229,1105,24.1674
993,44,141,7.7128000000000005
993,47,141,8.0947
994,133,1105,20.0059
995,232,1105,12.665899999999999
996,235,1105,15.5395
997,245,1105,8.297
997,247,1105,7.8837
998,159,1105,5.921399999999999
999,156,1105,1.3493
999,208,154,15.396
1000,210,141,2.5951
1001,194,208,30.0961
1002,195,207,29.1815
1003,226,207,33.2175
1003,229,207,25.2375
1004,44,207,8.2596
1004,47,207,8.6415
1005,133,207,21.076
1006,232,207,13.736
1007,234,207,27.0305
1007,235,207,16.6097
1008,244,207,20.1002
1008,245,207,9.3671
1008,247,207,8.953899999999999
1009,159,207,6.9915
1010,156,207,2.4195
1011,211,207,3.361
1012,194,211,33.4699
1013,195,1498,31.5307
1014,226,1498,35.5667
1014,229,1498,27.5867
1015,133,1498,23.4253
1016,232,1498,16.0853
1017,234,1498,29.3797
1017,235,1498,18.9589
1018,244,1498,22.4494
1018,245,1498,11.716299999999999
1018,247,1498,11.3031
1019,159,1498,9.3407
1020,209,46,5.6365
1020,211,46,5.7806999999999995
1020,44,1498,5.162
1020,47,1498,5.5439
1021,156,1498,4.7687
1022,143,1498,3.1693000000000002
1023,143,1498,3.1693000000000002
1023,208,1498,3.2293000000000003
1024,194,46,37.364599999999996
1025,195,46,36.5795
1026,229,46,32.6355
1027,133,46,28.4741
1028,232,46,21.1341
1029,235,46,24.0077
1030,247,46,16.3519
1031,159,46,14.3895
1032,156,46,9.8175
1032,44,154,22.328400000000002
1032,47,154,22.7103
1033,143,46,8.2181
1033,208,46,8.2781
1034,208,46,8.2781
1035,209,46,5.6365
1036,546,557,56.597300000000004
1037,546,557,56.597300000000004
1038,546,538,44.5321
1039,546,538,44.5321
1040,546,543,14.882200000000001
1041,546,543,14.882200000000001
1042,546,543,14.882200000000001
1045,558,545,56.572300000000006
1046,558,545,56.572300000000006
1047,558,543,42.6821
1048,558,538,14.2386
1049,1258,557,42.0206
1050,1258,538,29.9554
1051,1258,545,15.0095
1052,1258,545,15.0095
1053,1258,545,15.0095
1054,537,545,44.4741
1055,537,545,44.4741
1056,537,543,30.5839
1057,537,557,13.3231
1060,349,476,26.0774
1061,353,476,50.697
1062,358,323,58.1854
1062,358,476,70.055
1063,349,324,13.3749
1063,321,349,12.823
1064,353,324,37.9945
1065,358,324,57.3525
1066,477,348,25.485799999999998
1067,348,324,13.3743
1067,321,348,12.8224
1068,353,349,25.4756
1069,358,348,44.833
1070,477,351,50.592400000000005
1071,321,351,37.929
1071,325,351,38.1546
1072,348,351,25.3343
1073,358,352,19.542099999999998
1074,358,323,58.1854
1074,477,357,70.0192
1075,321,357,57.3558
1075,325,357,57.5814
1076,358,349,44.8336
1076,348,357,44.7611
1077,358,352,19.542099999999998
1077,350,357,19.5326
1079,1012,1026,3.0414
1079,1077,1026,3.3535999999999997
1079,1078,1026,2.9737
1080,1012,1027,4.947
1080,1077,1027,5.2593000000000005
1080,1078,1027,4.8793999999999995
1081,1012,1025,8.556799999999999
1081,1077,1025,8.8691
1081,1078,1025,8.502600000000001
1082,1012,1044,11.1576
1082,1077,1044,11.469899999999999
1082,1078,1044,11.103399999999999
1083,1012,1028,11.295
1084,1012,996,8.1491
1084,1077,996,1.7530999999999999
1084,1078,996,1.3719000000000001
1085,1012,1046,12.4485
1085,1077,1046,12.7607
1085,1078,1046,12.394200000000001
1086,1012,1048,18.275299999999998
1086,1077,1048,18.5876
1086,1078,1048,18.2211
1087,1013,1026,2.3411999999999997
1087,1076,1026,2.291
1088,1013,1027,4.2468
1088,1076,1027,4.1967
1089,1013,1025,7.8567
1089,1076,1025,7.8065
1090,1013,1044,10.4574
1090,1076,1044,10.4073
1091,1013,1028,10.5948
1092,1013,996,7.4489
1092,1076,996,7.3988000000000005
1093,1013,1046,11.748299999999999
1093,1076,1046,11.6981
1094,1013,1048,17.575200000000002
1094,1076,1048,17.525
1095,1024,1026,1.4410999999999998
1096,1024,1027,3.3467
1097,1024,1025,6.956600000000001
1098,1024,1044,9.5574
1099,1024,1028,9.694799999999999
1100,1024,1046,10.8482
1101,1024,1048,16.675099999999997
1102,1014,1025,1.1042
1102,1075,1025,1.0375999999999999
1103,1014,1044,3.705
1103,1075,1044,3.6384000000000003
1104,1014,1028,3.8424
1105,1014,1046,4.9959
1105,1075,1046,4.9292
1106,1014,1048,10.822700000000001
1106,1075,1048,10.7561
1107,1016,1029,3.8739
1107,1017,1029,3.8369
1108,1016,1051,9.6471
1108,1017,1051,9.6063
1109,1016,1030,10.6494
1109,1017,1030,10.608600000000001
1110,1016,1031,11.279200000000001
1110,1017,1031,11.223
1111,1015,1029,3.7805999999999997
1111,1073,1029,4.1389
1112,1015,1051,9.553799999999999
1112,1073,1051,9.9084
1113,1015,1030,10.5561
1113,1073,1030,10.9107
1114,1015,1031,11.185799999999999
1114,1073,1031,11.5251
1115,1045,1029,5.3131
1116,1045,1051,11.0863
1117,1045,1030,12.0886
1117,1072,1030,12.0673
1118,1045,1031,12.718399999999999
1118,1072,1031,12.6971
1119,1018,1029,1.1559000000000001
1119,1019,1029,1.1022
1120,1018,1051,6.9291
1120,1019,1051,6.8754
1120,1074,1051,6.8677
1121,1018,1030,7.9314
1121,1019,1030,7.8777
1121,1074,1030,7.87
1122,1018,1031,8.548399999999999
1122,1019,1031,8.4933
1122,1074,1031,8.4856
1123,1020,1051,3.324
1123,1021,1051,3.2724
1124,1020,1030,4.3263
1124,1021,1030,4.2748
1125,1020,1031,4.956
1125,1021,1031,4.9045
1126,1022,1051,1.9963
1126,1023,1051,1.946
1127,1022,1030,2.9987
1127,1023,1030,2.9484
1128,1022,1031,3.6284
1128,1023,1031,3.5781
1129,1047,1031,17.9219
1130,1047,1030,17.292099999999998
1131,1047,1051,16.2898
1132,1047,1029,10.5166
1133,1024,1048,16.675099999999997
1134,1555,1008,1.5121
1135,999,1007,2.384
1135,1002,1011,3.1182
1135,1068,1011,3.1168
1135,1555,1011,3.1055
1136,1002,1006,5.2116999999999996
1136,1068,1006,5.2103
1136,1555,1006,5.199
1137,1002,1004,6.6216
1137,1068,1004,6.6202
1137,1555,1004,6.608899999999999
1137,996,1007,6.632899999999999
1137,997,1007,6.732399999999999
1138,1003,1008,1.5192
1138,1067,1008,1.4587
1139,1003,1011,3.1125
1139,1067,1011,3.0521
1140,1003,1006,5.206
1140,1067,1006,5.1455
1141,1003,1004,6.6159
1141,1067,1004,6.5555
1142,1000,1011,1.6114000000000002
1143,1000,1006,3.7049000000000003
1144,1000,1004,5.1148
1144,1003,1024,7.1468
1144,1067,1024,7.086399999999999
1145,998,1006,2.5006999999999997
1145,1069,1006,4.0116
1146,998,1004,3.9106
1146,1069,1004,5.4215
1146,996,1010,4.1768
1146,997,1010,4.2763
1147,995,1004,1.1567
1147,1005,1004,2.0772
1147,996,1005,1.7047999999999999
1147,997,1005,3.631
1147,1005,1024,2.6081
1147,996,1071,8.1309
1147,997,1071,8.2304
1148,995,1004,1.1567
1148,995,1024,1.6876
1149,1070,1010,4.1153
1150,996,1009,5.5165
1150,997,1009,5.6161
1150,1000,1024,5.6457
1151,998,1024,4.4415
1151,1002,1024,7.1525
1151,1068,1024,7.1511000000000005
1151,1069,1024,5.9525
1151,996,1036,6.7595
1151,997,1036,6.859100000000001
1152,994,1010,2.3361
1153,994,1009,3.6759
1154,994,1007,4.7922
1155,994,1009,3.6759
1155,999,1009,1.2677
1155,994,1036,4.9189
1155,999,1036,2.5107
1155,1001,1036,1.2176
1155,1070,1036,6.6981
1156,999,1002,5.2352
1157,1001,1007,1.091
1157,1002,1008,1.5249000000000001
1157,1068,1008,1.5234
1158,961,1057,11.338
1159,961,967,17.3429
1160,961,973,22.078400000000002
1161,961,1032,22.9587
1162,961,1043,23.4743
1163,960,1057,7.7824
1164,960,967,14.876299999999999
1165,960,973,19.6118
1166,960,1032,20.492099999999997
1167,960,1043,21.0077
1168,959,1058,5.6523
1169,959,967,11.6546
1170,959,973,16.390099999999997
1171,959,1032,17.270400000000002
1172,959,1043,17.786
1173,958,1057,4.1756
1173,1526,1057,4.1175
1174,958,967,9.257
1174,1526,967,9.1989
1175,958,973,13.9925
1175,1526,973,13.934299999999999
1176,958,1032,14.8728
1176,1526,1032,14.8146
1177,958,1043,15.388399999999999
1177,1526,1043,15.3303
1178,962,967,6.9935
1179,962,973,11.729
1180,962,1032,12.6093
1181,962,1043,13.1249
1182,957,967,2.1133
1183,957,973,8.4296
1184,957,1032,9.309899999999999
1185,957,1043,10.573799999999999
1186,965,973,3.2687
1187,965,1032,4.149
1188,965,1043,5.7517
1189,956,973,3.1486
1190,956,1032,4.0289
1191,956,1043,5.631600000000001
1192,955,973,3.2967
1193,955,1032,3.889
1194,955,1043,3.3312
1195,1056,1032,1.2162
1196,1056,1043,1.7255999999999998
1197,954,974,3.6649000000000003
1198,954,966,4.567399999999999
1199,954,967,8.5546
1200,954,968,9.832600000000001
1201,954,969,13.8065
1202,954,970,15.3714
1203,954,971,17.810299999999998
1204,954,960,19.0138
1205,954,963,21.2834
1206,1033,974,3.5061
1207,1033,966,4.4085
1208,1033,964,7.6979
1208,1033,967,8.395700000000001
1209,1033,968,9.6738
1210,1033,969,12.3279
1211,1033,970,15.2126
1212,1033,971,17.651400000000002
1213,1033,960,18.8549
1214,1033,963,21.1245
1215,991,974,3.3221
