index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
239-02,sahagún,acambay-sahagún,ex-m40d,165.000,1,0.0,80.9,0.0,0.0,1.2,10.9,1.2,2.7,2.7,0.0,0.0,0.4,0.0,258,4.3,8.5,9.7,10.1,9.7,8.9,5.0,7.0,10.5,8.5,5.8,12.0
239-03,sahagún,jilotepec-sahagún,ex-m40d,165.000,5,0.0,55.1,0.1,1.2,3.1,5.6,2.1,6.3,8.8,0.0,0.0,17.7,0.0,"1,787",6.5,7.1,11.0,8.5,10.4,6.2,7.4,8.2,7.1,8.9,9.1,9.6
239-04,sahagún,querétaro-sahagún,ex-m40d,165.000,84,0.1,35.2,0.3,0.5,5.7,3.6,0.7,30.8,8.5,0.0,0.4,14.0,0.2,"30,581",7.8,7.4,8.2,7.9,8.9,7.9,8.3,8.3,7.9,8.8,8.8,9.8
239-05,sahagún,tula ii-sahagún,ex-m40d,165.000,1,0.0,92.7,0.0,0.3,0.0,0.3,0.0,2.7,0.5,0.0,0.0,0.0,3.5,367,13.6,6.5,7.1,6.8,8.7,7.9,8.7,7.6,7.9,8.7,8.2,8.3
239-06,sahagún,tula i-sahagún,ex-m40d,165.000,22,0.4,74.1,0.1,0.8,2.9,4.0,1.1,7.4,4.1,0.0,0.0,3.7,1.4,"7,940",5.3,5.3,6.2,6.1,6.4,8.1,13.5,12.4,10.1,8.6,10.7,7.3
239-07,sahagún,atitalaquia-sahagún,ex-m40d,165.000,18,0.2,73.1,0.2,0.2,8.6,4.6,0.5,1.8,8.9,0.0,0.0,1.6,0.3,"6,586",6.1,5.1,6.0,7.4,9.1,7.9,8.5,10.4,10.1,10.6,9.3,9.5
239-08,sahagún,ajoloapan-sahagún,ex-m40d,165.000,10,0.3,52.9,0.0,0.0,5.4,9.8,0.0,5.7,25.0,0.0,0.0,0.3,0.6,"3,601",7.6,6.7,7.6,8.3,9.4,7.4,10.7,8.6,8.4,7.6,8.5,9.2
239-09,sahagún,pachuca-sahagún,ex-m40d,165.000,86,0.5,67.5,0.3,0.3,6.4,9.3,0.7,11.0,1.2,0.0,0.0,2.0,0.8,"31,373",7.8,7.2,8.2,7.3,8.7,8.3,8.9,8.5,8.0,9.0,8.4,9.7
239-10,sahagún,tulancingo-sahagún,ex-m40d,165.000,220,0.2,65.4,0.2,0.3,4.2,4.3,1.5,12.9,3.7,0.0,0.0,4.4,2.9,"80,391",7.4,7.5,7.5,8.0,8.9,8.2,8.2,8.4,8.3,9.9,8.8,8.9
239-11,sahagún,calpulalpan-sahagún,ex-m40d,165.000,66,0.3,77.5,0.3,0.2,5.0,3.6,0.1,3.7,2.7,0.0,0.0,1.7,4.9,"23,927",8.2,7.3,8.4,8.1,9.2,7.9,7.8,8.2,8.5,9.2,8.9,8.3
239-12,sahagún,sanctórum-sahagún,ex-m40d,165.000,88,0.3,77.4,0.3,0.3,5.2,4.8,0.4,6.8,1.5,0.0,0.2,1.3,1.5,"32,099",9.0,7.8,8.2,9.0,8.2,7.2,8.4,8.5,8.2,8.4,7.7,9.4
239-13,sahagún,san martín texmelucan-sahagún,ex-m40d,165.000,151,0.6,69.1,0.4,8.9,3.7,2.8,0.4,5.7,1.3,0.0,0.0,5.4,1.7,"55,208",8.7,7.8,8.5,8.6,8.7,7.4,8.2,8.3,7.8,8.6,7.7,9.7
240-01,calpulalpan,atlacomulco-calpulalpan,ex-m40d,182.345,24,0.5,54.5,0.4,0.3,6.0,5.0,0.5,11.6,2.8,0.4,0.1,4.5,13.4,"8,811",8.2,6.1,9.4,9.1,9.2,8.0,8.9,7.6,7.4,7.8,8.0,10.3
240-02,calpulalpan,acambay-calpulalpan,ex-m40d,182.345,2,0.2,74.6,0.2,0.0,6.4,3.6,3.6,9.5,1.9,0.0,0.0,0.0,0.0,642,7.0,8.3,8.7,5.9,9.2,8.4,9.5,7.0,9.8,9.0,10.3,6.9
240-03,calpulalpan,jilotepec-calpulalpan,ex-m40d,182.345,6,0.0,70.7,1.0,1.0,7.4,4.2,2.4,8.8,3.9,0.0,0.0,0.1,0.5,"2,368",7.8,6.8,8.5,7.6,9.6,8.8,8.4,8.7,7.6,7.8,8.1,10.3
240-04,calpulalpan,querétaro-calpulalpan,ex-m40d,182.345,117,0.1,47.2,0.5,0.6,4.9,6.2,1.4,22.4,4.4,0.3,0.4,11.4,0.2,"42,870",7.7,7.2,9.1,8.8,8.4,8.3,9.6,8.7,8.0,7.6,7.6,9.0
240-05,calpulalpan,tula ii-calpulalpan,ex-m40d,182.345,2,0.1,92.1,0.1,0.1,1.9,1.0,0.0,2.6,0.1,0.0,0.0,1.0,1.0,841,7.0,5.5,6.4,4.6,7.3,5.8,10.2,14.4,10.3,8.4,8.4,11.7
240-06,calpulalpan,tula i-calpulalpan,ex-m40d,182.345,17,0.1,62.8,0.4,0.2,3.8,5.1,0.3,6.8,16.3,0.0,0.0,3.3,0.9,"6,025",9.1,6.9,9.8,8.5,10.4,8.4,8.6,7.0,6.9,7.8,7.5,9.1
240-07,calpulalpan,atitalaquia-calpulalpan,ex-m40d,182.345,13,1.0,59.8,0.2,0.1,3.7,4.1,0.3,9.3,19.7,0.0,0.0,1.2,0.6,"4,810",8.5,6.4,8.9,8.2,8.6,7.7,9.5,8.5,7.7,6.9,8.6,10.5
240-08,calpulalpan,ajoloapan-calpulalpan,ex-m40d,182.345,7,0.4,45.3,0.4,0.5,3.5,7.4,0.5,14.5,26.2,0.0,0.0,0.4,0.9,"2,475",8.6,7.6,8.6,8.1,10.5,9.0,8.3,7.7,8.0,7.8,7.7,8.1
240-09,calpulalpan,pachuca-calpulalpan,ex-m40d,182.345,69,0.2,72.1,0.3,0.5,5.1,4.3,1.1,9.8,2.2,0.1,0.1,2.1,2.1,"25,347",8.7,7.6,9.3,7.8,8.2,7.7,8.3,7.8,7.9,8.6,8.3,9.8
240-10,calpulalpan,tulancingo-calpulalpan,ex-m40d,182.345,174,0.3,68.6,0.4,1.9,5.2,8.0,0.4,6.9,1.6,0.0,0.0,3.1,3.6,"63,498",8.0,7.3,9.0,8.1,7.8,8.3,8.7,8.3,8.1,8.1,8.4,9.9
240-11,calpulalpan,sahagún-calpulalpan,ex-m40d,182.345,68,0.5,77.9,0.1,0.4,5.6,3.0,0.1,3.0,2.2,0.0,0.0,1.6,5.6,"24,680",8.0,7.7,8.4,7.8,8.6,8.1,8.1,8.3,8.2,9.5,8.5,8.8
240-12,calpulalpan,sanctórum-calpulalpan,ex-m40d,182.345,415,0.4,69.5,0.1,2.0,5.3,3.9,0.5,7.0,5.0,0.0,0.1,2.7,3.5,"151,382",9.3,7.2,10.0,9.1,8.0,7.5,8.2,7.8,7.5,7.6,7.8,10.0
240-13,calpulalpan,san martín texmelucan-calpulalpan,ex-m40d,182.345,677,0.2,70.8,0.2,0.6,5.0,4.5,0.4,7.9,2.3,0.0,0.0,3.0,5.1,"246,937",8.8,7.2,8.5,8.3,8.2,8.0,8.3,8.2,7.8,8.5,8.5,9.7
241-01,sanctórum,atlacomulco-sanctórum,ex-m40d,196.500,134,0.6,52.7,0.4,1.4,5.4,5.4,1.3,10.1,3.2,0.1,0.0,5.2,14.2,"49,023",8.4,7.1,8.8,8.9,8.0,7.7,8.9,8.6,7.4,7.9,7.8,10.5
241-02,sanctórum,acambay-sanctórum,ex-m40d,196.500,8,0.4,69.2,0.4,0.5,8.6,6.8,0.5,9.8,3.4,0.0,0.0,0.0,0.4,"2,754",6.7,7.3,9.8,8.5,7.2,7.3,9.2,8.1,7.9,8.5,8.3,11.2
241-03,sanctórum,jilotepec-sanctórum,ex-m40d,196.500,20,0.5,71.6,0.5,1.4,6.8,5.0,1.8,5.5,3.1,0.2,0.0,3.5,0.1,"7,329",7.7,7.7,8.9,8.6,8.4,7.1,9.3,8.6,7.0,7.3,8.0,11.4
241-04,sanctórum,querétaro-sanctórum,ex-m40d,196.500,623,0.3,44.7,0.4,1.1,6.7,7.3,0.9,21.5,5.8,0.2,0.1,10.8,0.2,"227,572",7.4,7.1,8.9,8.2,8.1,7.5,9.4,9.0,7.7,8.1,8.2,10.4
241-05,sanctórum,tula ii-sanctórum,ex-m40d,196.500,6,0.0,86.7,0.7,1.2,2.6,4.8,0.0,2.6,0.5,0.0,0.0,0.6,0.3,"2,116",7.1,4.6,7.1,6.4,6.6,6.9,12.6,11.3,9.4,7.5,6.9,13.6
241-06,sanctórum,tula i-sanctórum,ex-m40d,196.500,53,0.2,54.6,0.2,0.8,3.2,5.4,0.7,6.9,9.1,0.4,0.0,18.4,0.1,"19,468",8.7,7.9,8.8,8.3,7.7,8.1,8.9,7.9,6.9,8.1,8.5,10.2
241-07,sanctórum,atitalaquia-sanctórum,ex-m40d,196.500,32,0.2,63.2,0.2,0.1,2.5,6.9,0.5,4.0,13.2,0.1,0.0,9.0,0.1,"11,809",8.1,7.1,9.1,7.9,8.6,8.9,10.3,8.1,7.0,7.5,7.6,9.8
241-08,sanctórum,ajoloapan-sanctórum,ex-m40d,196.500,24,0.1,47.6,0.1,0.7,2.5,9.5,0.3,16.4,14.2,0.1,0.0,8.5,0.0,"8,813",7.6,6.6,8.6,7.7,8.5,7.2,9.7,9.1,7.5,8.6,9.1,9.8
241-09,sanctórum,pachuca-sanctórum,ex-m40d,196.500,260,0.3,61.6,0.3,0.8,4.5,5.2,1.0,14.8,3.3,0.1,0.1,7.5,0.5,"94,820",7.6,7.1,8.6,7.9,8.1,7.2,9.4,9.0,7.7,8.4,8.6,10.4
241-10,sanctórum,tulancingo-sanctórum,ex-m40d,196.500,743,0.4,67.3,0.2,1.5,4.6,4.4,0.6,10.6,4.5,0.1,0.1,5.3,0.4,"271,198",7.1,7.1,8.6,7.7,8.1,7.8,9.4,8.8,7.9,8.2,8.8,10.5
241-11,sanctórum,sahagún-sanctórum,ex-m40d,196.500,86,0.4,76.9,0.1,0.3,5.6,4.2,0.2,7.0,2.3,0.0,0.2,1.6,1.2,"31,335",8.3,7.7,8.9,8.1,7.9,7.5,8.4,8.3,8.3,8.7,8.0,9.9
241-12,sanctórum,calpulalpan-sanctórum,ex-m40d,196.500,375,0.2,68.8,0.2,1.4,4.6,3.6,0.8,8.2,4.0,0.0,0.0,4.2,4.0,"137,009",8.1,7.6,11.2,7.6,8.0,7.7,8.3,8.0,7.5,8.0,7.8,10.2
241-13,sanctórum,san martín texmelucan-sanctórum,ex-m40d,196.500,904,0.3,61.1,0.2,1.1,9.3,8.7,0.6,14.5,1.2,0.1,0.0,1.4,1.5,"330,100",8.1,7.1,7.7,8.0,7.9,8.1,9.7,8.8,7.9,8.7,8.6,9.4
242-01,san martín texmelucan,atlacomulco-san martín texmelucan,ex-m40d,222.000,590,0.4,47.1,0.4,3.2,5.4,6.2,0.8,19.1,3.0,1.4,0.1,10.9,2.0,"215,366",8.0,6.8,8.5,8.6,8.3,7.6,8.8,8.5,7.8,8.0,8.2,10.9
242-02,san martín texmelucan,acambay-san martín texmelucan,ex-m40d,222.000,20,0.5,70.2,0.8,1.3,6.1,5.5,1.8,11.4,1.1,0.0,0.0,1.3,0.0,"7,186",8.7,5.7,9.3,7.3,8.3,9.1,8.4,8.4,8.3,8.7,7.1,10.7
242-03,san martín texmelucan,jilotepec-san martín texmelucan,ex-m40d,222.000,74,0.2,60.1,0.2,1.6,3.8,2.8,2.4,24.3,2.6,0.0,0.1,1.8,0.1,"26,999",7.7,6.6,8.4,8.1,7.6,7.5,9.4,9.0,7.8,8.2,8.6,11.1
242-04,san martín texmelucan,querétaro-san martín texmelucan,ex-m40d,222.000,"2,815",0.2,35.5,0.3,3.2,5.9,7.0,0.8,31.3,4.6,0.9,0.1,10.1,0.1,"1,027,366",7.7,7.1,8.5,8.1,8.1,8.0,9.1,8.7,7.7,8.5,8.6,9.9
242-05,san martín texmelucan,tula ii-san martín texmelucan,ex-m40d,222.000,18,0.7,87.0,0.5,0.2,3.4,2.5,0.1,4.2,0.8,0.0,0.0,0.4,0.2,"6,648",6.8,5.7,7.6,6.1,6.4,7.0,11.8,12.0,7.9,8.4,8.8,11.5
242-06,san martín texmelucan,tula i-san martín texmelucan,ex-m40d,222.000,179,0.2,48.7,0.2,0.6,3.0,4.0,1.9,13.7,5.5,2.2,0.3,19.6,0.1,"65,210",8.6,7.7,8.8,8.5,9.2,7.5,8.0,8.3,7.3,8.1,8.2,9.8
242-07,san martín texmelucan,atitalaquia-san martín texmelucan,ex-m40d,222.000,95,0.2,55.9,0.2,0.3,4.3,5.4,1.5,5.3,10.5,0.2,0.0,16.1,0.1,"34,505",7.6,6.8,7.6,7.6,8.0,7.7,8.7,8.8,8.1,8.5,9.0,11.6
242-08,san martín texmelucan,ajoloapan-san martín texmelucan,ex-m40d,222.000,40,0.2,59.1,0.4,1.3,7.6,8.1,0.6,10.2,3.1,0.0,0.0,9.3,0.1,"14,645",6.8,6.5,8.1,7.9,8.6,7.7,9.0,8.6,8.1,8.5,8.9,11.3
242-09,san martín texmelucan,pachuca-san martín texmelucan,ex-m40d,222.000,678,0.4,60.5,0.2,1.1,5.2,4.2,0.6,16.5,2.7,0.2,0.0,7.8,0.6,"247,423",8.3,7.3,8.7,8.1,8.1,7.6,8.6,8.7,7.6,8.2,8.6,10.2
242-10,san martín texmelucan,tulancingo-san martín texmelucan,ex-m40d,222.000,"1,903",0.3,60.4,0.2,1.6,7.2,6.1,0.4,14.5,2.4,0.1,0.0,6.6,0.2,"694,483",7.9,7.1,8.3,8.0,7.9,7.9,8.7,8.8,7.9,8.5,8.9,10.1
242-11,san martín texmelucan,sahagún-san martín texmelucan,ex-m40d,222.000,135,0.5,68.3,0.4,9.2,5.2,2.7,0.4,5.6,1.4,0.0,0.0,5.7,0.6,"49,271",8.3,7.4,8.7,8.3,8.2,7.3,8.2,8.1,8.1,9.5,8.1,9.8
242-12,san martín texmelucan,calpulalpan-san martín texmelucan,ex-m40d,222.000,610,0.3,74.0,0.2,0.5,5.2,4.5,0.4,7.9,1.4,0.1,0.0,3.1,2.4,"222,504",8.2,7.3,8.7,7.9,8.1,7.9,8.3,8.2,7.9,8.5,8.5,10.5
242-13,san martín texmelucan,sanctórum-san martín texmelucan,ex-m40d,222.000,975,0.4,60.5,0.2,0.9,8.7,8.9,0.8,15.5,1.7,0.1,0.0,1.4,0.9,"355,711",8.1,7.3,8.0,7.7,7.8,8.1,9.5,8.9,7.9,8.6,8.5,9.6
242-14,san martín texmelucan,ent. san martín texmelucan-tlaxcala,ex-m40d,222.800,"2,004",0.6,75.9,0.1,12.7,3.5,2.1,0.3,3.0,0.2,0.0,0.0,1.4,0.2,"731,306",8.0,7.2,8.5,8.8,7.5,7.5,8.8,8.5,7.4,8.4,9.2,10.2
242-15,san martín texmelucan,tlaxcala-ent. san martín texmelucan,ex-m40d,222.800,"1,860",0.5,73.9,0.1,14.3,3.6,2.0,0.2,3.2,0.5,0.0,0.0,1.4,0.3,"678,935",8.0,7.2,8.0,8.8,8.0,7.5,8.8,8.5,7.4,8.4,9.2,10.2
243,mexicali a1,ent. cuernavaca-ent. san felipe,ex-d,12.700,"1,596",0.3,76.3,1.2,4.2,2.4,3.1,0.4,7.4,2.1,0.1,0.0,2.5,0.0,"582,626",8.0,7.3,7.8,7.8,8.0,11.3,9.6,8.5,7.2,7.6,7.8,9.1
244,mexicali a2,ent. cuernavaca-ent. centinela,ex-d,12.700,"2,876",0.1,53.7,0.8,1.5,3.0,3.1,1.1,24.0,2.9,0.7,0.3,8.8,0.0,"1,049,654",8.0,7.3,7.8,7.8,8.0,11.3,9.6,8.5,7.2,7.6,7.8,9.1
245,nuevo necaxa,tejocotal-nuevo necaxa,ex-130d,140.010,"1,493",0.2,79.4,0.0,1.7,5.9,5.2,0.4,2.7,2.2,0.2,0.0,2.1,0.0,"545,120",7.8,7.0,7.7,10.7,9.6,7.3,8.6,8.3,6.9,7.4,8.8,9.9
246,cuitzeo,copándaro-cuitzeo,ex-043d,6.700,"1,787",0.4,93.0,0.4,1.7,1.9,0.7,0.3,0.2,0.3,0.0,0.0,0.4,0.7,"652,210",8.3,7.1,8.0,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
247-01,la cinta,uriangato-la cinta,ex-043d,45.770,15,0.6,30.9,0.4,0.2,4.3,0.4,0.2,0.3,0.2,0.0,0.0,0.5,62.0,"5,633",8.2,6.8,8.4,8.9,8.0,7.7,9.0,8.4,7.3,7.8,8.6,10.9
247-02,la cinta,valle de santiago-la cinta,ex-043d,45.770,11,0.0,77.8,1.1,0.9,2.2,0.4,0.0,0.4,0.6,0.0,0.0,0.0,16.6,"4,054",9.2,6.7,7.5,9.0,8.0,7.7,9.0,8.4,7.3,7.8,8.6,10.8
247-03,la cinta,valtierrilla-la cinta,ex-043d,45.770,43,0.4,71.3,0.5,0.6,1.3,1.9,0.1,3.8,0.2,0.0,0.0,0.0,19.9,"15,527",8.3,6.7,8.3,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
248-01,ent. la cinta,uriangato-copándaro,ex-043d,46.200,323,0.6,84.1,0.5,2.1,3.1,2.9,0.3,3.4,0.8,0.0,0.0,0.8,1.4,"117,735",8.1,7.1,8.2,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
248-02,ent. la cinta,valle de santiago-copándaro,ex-043d,46.200,167,0.6,77.4,0.5,1.8,3.5,2.8,0.4,7.2,2.7,0.0,0.0,2.0,1.1,"60,835",7.6,7.1,8.7,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
248-03,ent. la cinta,valtierrilla-copándaro,ex-043d,46.200,"2,068",0.4,68.9,0.3,3.6,2.4,2.1,0.5,7.9,2.0,1.2,0.1,10.0,0.6,"754,937",7.5,7.0,8.9,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
248-04,ent. la cinta,la cinta-copándaro,ex-043d,46.200,"2,680",0.4,85.2,0.2,3.4,1.9,2.3,0.2,3.2,0.9,0.0,0.0,1.1,1.2,"978,240",8.6,7.1,7.7,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
249-01,uriangato,copándado-uriangato,ex-043d,58.646,280,0.4,82.2,0.6,1.5,4.4,5.1,0.8,2.7,0.8,0.0,0.0,0.6,0.9,"102,230",8.7,6.8,7.8,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
249-02,uriangato,la cinta-uriangato,ex-043d,58.646,14,1.3,60.4,0.9,0.2,2.0,0.5,0.2,0.7,0.0,0.0,0.0,0.2,33.6,"5,184",8.9,6.8,7.7,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
249-03,uriangato,valle de santiago-uriangato,ex-043d,58.646,428,0.4,82.6,0.3,0.9,2.8,2.0,0.1,3.5,0.9,0.0,0.0,0.5,6.0,"156,374",8.4,6.9,8.1,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
249-04,uriangato,valtierrilla-uriangato,ex-043d,58.646,696,0.3,82.5,0.2,7.5,2.1,1.3,0.1,1.3,0.8,0.0,0.0,0.9,3.0,"253,915",8.6,6.8,7.9,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
250-01,valle de santiago,copándaro-valle de santiago,ex-043d,83.780,132,0.5,79.6,0.6,2.5,2.4,2.1,0.3,6.8,1.0,0.0,0.0,1.4,2.8,"48,191",8.3,6.7,8.3,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
250-02,valle de santiago,la cinta-valle de santiago,ex-043d,83.780,8,0.5,76.7,1.9,1.2,1.8,0.0,0.4,0.5,0.0,0.0,0.0,0.0,17.0,"2,927",9.1,7.0,7.2,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
250-03,valle de santiago,uriangato-valle de santiago,ex-043d,83.780,203,0.5,81.3,0.3,1.2,2.5,2.0,0.1,5.2,1.3,0.0,0.0,0.7,4.9,"74,024",8.6,7.1,8.0,7.8,8.5,8.0,8.4,8.0,7.2,8.0,8.2,12.2
250-04,valle de santiago,valtierrilla-valle de santiago,ex-043d,83.780,148,0.3,81.0,0.4,0.3,1.3,2.8,0.1,1.4,0.8,0.1,0.0,0.6,10.9,"54,095",7.9,6.9,8.6,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
251,valtierrilla,cerro gordo-valtierrilla,ex-043d,102.850,"3,398",0.3,66.2,0.3,3.6,3.2,3.0,0.5,9.6,3.2,0.2,0.0,6.0,3.9,"1,240,232",8.3,7.1,7.9,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
252-01,ent. valtierrilla,copándaro-valtierrilla,ex-043d,103.300,"2,211",0.4,69.0,0.4,3.1,2.1,1.8,0.5,10.1,1.5,0.7,0.0,9.4,1.0,"807,000",8.3,7.1,8.0,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
252-02,ent. valtierrilla,la cinta-valtierrilla,ex-043d,103.300,56,0.5,88.1,1.0,2.1,1.4,0.7,0.1,2.8,0.2,0.0,0.0,0.2,2.9,"20,283",9.8,7.1,6.5,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
252-03,ent. valtierrilla,uriangato-valtierrilla,ex-043d,103.300,772,0.3,83.3,0.4,7.2,1.8,1.3,0.2,2.1,0.3,0.0,0.0,0.7,2.4,"281,673",8.9,7.1,7.3,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.8
252-04,ent. valtierrilla,valle de santiago-valtierrilla,ex-043d,103.300,164,0.5,76.5,0.6,0.2,1.1,2.5,0.0,1.2,1.1,0.0,0.1,1.9,14.3,"59,875",8.5,7.1,7.8,9.0,8.0,7.7,9.0,8.4,7.3,7.9,8.6,10.7
253,técpan,libramiento de técpan,ex-200d,2.600,"1,678",2.0,78.0,2.2,2.3,4.2,5.4,0.5,3.0,2.2,0.0,0.0,0.2,0.0,"612,388",9.0,7.3,9.5,9.2,8.5,7.9,9.2,8.6,6.2,7.1,7.5,10.0
254,durango,ent. 5 de mayo-ent. otinapa,ex-040d,24.500,"2,884",0.9,61.6,1.2,4.1,2.4,2.4,0.4,9.6,1.3,0.2,0.2,6.4,9.3,"1,052,604",7.9,6.4,7.3,11.3,7.9,7.9,12.2,10.0,6.2,7.0,7.4,8.5
255,llano grande,ent.otinapa-llano grande,ex-040d,40.500,"2,614",1.0,63.1,0.8,6.0,2.7,3.7,0.4,11.0,1.5,0.3,0.3,7.3,1.9,"954,205",7.7,6.3,7.3,11.2,7.9,8.0,12.3,10.3,6.0,6.7,7.1,9.2
256,coscomate,ent. piloncillo-santa lucía,ex-040d,121.400,"2,336",1.2,58.1,0.6,4.5,2.5,3.4,0.4,16.7,1.8,0.3,0.2,8.1,2.2,"852,667",7.9,6.5,7.6,11.8,7.5,7.6,13.1,11.0,5.2,6.4,6.8,8.6
257-01,mesillas,santa lucía-villa unión,ex-040d,214.000,"2,201",1.4,61.8,0.6,4.8,2.3,2.3,0.4,13.2,1.4,0.3,0.3,8.5,2.7,"803,229",7.6,5.9,7.3,12.0,7.5,7.6,13.4,11.1,5.7,6.3,6.7,8.9
257-02,mesillas,santa lucía-la concordia,ex-040d,214.000,100,1.9,52.2,0.6,0.4,6.0,3.6,0.1,2.0,0.2,0.0,0.0,0.0,33.0,"36,508",9.0,7.0,8.3,11.2,8.1,6.4,11.6,10.0,6.5,6.6,7.4,7.9
257-03,mesillas,la concordia-villa unión,ex-040d,214.000,252,2.5,74.2,0.5,0.1,3.5,1.2,0.1,0.3,0.1,0.0,0.0,0.0,17.5,"91,934",9.5,8.8,8.3,9.4,8.3,7.4,8.1,7.3,6.9,7.4,8.4,10.2
258-01,arandas,ent. itesi - san cristóbal,ira-020d,5.110,"1,330",0.3,73.1,1.0,1.0,5.3,4.6,0.7,8.5,2.2,0.1,0.1,3.1,0.0,"485,429",8.6,7.2,8.8,8.1,8.2,8.2,7.4,8.3,7.2,7.5,9.7,10.8
258-02,arandas,ent. itesi - arandas,ira-020d,5.110,811,5.2,79.0,0.6,0.6,5.2,4.7,0.5,3.1,1.0,0.0,0.0,0.1,0.0,"295,983",8.3,7.6,8.4,7.7,8.3,7.9,7.0,8.6,8.7,9.1,8.7,9.7
258-03,arandas,arandas - san cristóbal,ira-020d,5.110,190,0.9,81.8,2.7,0.5,5.9,5.0,0.3,1.9,0.9,0.0,0.0,0.1,0.0,"69,450",8.2,7.1,8.0,8.3,8.7,8.1,7.5,7.9,7.7,8.1,9.5,10.9
259,yostiro,san cristóbal-yostiro,ira-020d,27.160,"1,597",0.6,75.9,1.0,0.8,4.9,4.5,0.6,7.1,1.9,0.1,0.0,2.6,0.0,"582,891",8.3,7.1,8.6,8.2,8.3,8.0,7.2,8.3,7.4,7.7,10.2,10.7
260,puente inter. san luis río colorado ii cuc,san luis río colorado-yuma,ex-002,191.000,190,0.0,4.6,0.8,0.0,4.5,8.9,2.1,76.2,0.5,0.0,0.0,0.0,2.4,"69,322",10.4,11.4,13.1,8.1,8.2,6.9,6.3,6.2,6.0,7.0,7.6,8.8
261,arriaga,arriaga-tierra y libertad,ex-187d,2.700,"4,921",0.6,75.1,0.3,4.8,5.1,3.0,0.3,4.9,1.1,0.1,0.2,3.8,0.7,"1,796,097",8.7,7.4,9.5,8.8,8.0,6.9,8.5,8.3,7.7,7.9,8.1,10.2
262,jiquipilas,tierra y libertad-jiquipilas,ex-187d,62.500,"3,966",0.4,74.3,0.3,4.0,4.9,3.1,0.3,5.9,1.2,0.1,0.2,4.6,0.7,"1,447,599",8.6,7.3,9.6,8.8,8.0,6.9,8.5,8.3,7.7,7.9,8.1,10.3
263,montes azules,jiquipilas-montes azules,ex-187d,70.600,"4,230",0.6,74.2,0.3,3.8,5.0,3.5,0.3,5.7,1.2,0.1,0.2,4.4,0.7,"1,544,080",8.7,7.3,9.6,8.8,8.0,6.9,8.5,8.3,7.7,7.9,8.1,10.2
264,ocozocoautla,montes azules-ocozacoautla,ex-187d,89.400,"6,750",0.5,77.7,0.3,5.0,4.8,2.9,0.2,3.9,1.1,0.1,0.1,2.8,0.6,"2,463,742",8.8,7.5,9.3,8.7,8.0,6.9,8.5,8.3,7.7,7.9,8.1,10.3
265,santa ana,santa ana-altar,002d-mex,39.753,"4,542",0.1,49.2,0.9,7.0,0.0,4.0,2.4,1.3,23.5,3.0,0.3,0.1,8.2,"1,657,996",8.4,6.8,8.3,9.3,8.4,8.4,8.8,8.5,7.4,8.1,7.9,9.7
266-01,playa 1,zacatecas-monclova libramiento de saltillo,ex-040d,21.500,"3,630",0.2,29.5,0.6,2.1,4.5,4.7,0.9,41.6,4.0,1.2,0.2,9.9,0.6,"1,325,052",8.1,7.4,8.7,7.9,8.0,8.2,8.2,9.3,8.8,8.1,8.3,9.0
266-02,playa 1,zacatecas-torreón libramiento de saltillo,ex-040d,21.500,"1,127",0.3,64.1,0.5,0.8,4.0,5.2,1.0,16.6,2.8,0.2,0.2,2.4,1.9,"411,394",7.7,7.4,8.2,8.2,8.6,8.2,8.2,9.3,8.8,8.1,8.3,9.0
266-03,playa 1,torreón-monclova libramiento de saltillo,ex-040d,21.500,"5,008",0.4,38.4,0.4,2.6,4.6,4.1,0.9,28.2,7.2,0.7,0.3,11.8,0.4,"1,827,972",7.9,6.9,8.6,8.4,8.3,8.2,8.2,9.3,8.8,8.1,8.3,9.0
267-01,playa 2,monclova-ojo caliente ii,ex-040d,35.300,"7,126",0.3,37.6,0.5,2.5,4.2,4.1,1.0,32.7,4.5,0.9,0.2,11.0,0.5,"2,601,148",8.0,7.1,8.7,8.2,8.1,8.2,8.2,9.3,8.8,8.1,8.3,9.0
