index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
001,puente sinaloa,guamúchil-guasave,ex-015,132.300,"11,021",0.3,61.3,0.9,6.9,4.4,4.0,0.5,14.8,1.7,0.2,0.1,4.9,0.0,"4,022,801",8.8,7.2,8.6,8.2,8.3,8.0,8.9,8.4,7.5,7.9,8.1,10.1
002,puente pánuco,alazán-canoas,ex-127,172.100,"4,956",3.5,78.3,0.5,8.4,3.7,1.7,0.2,1.8,1.0,0.0,0.0,0.9,0.0,"1,808,767",8.4,7.4,8.6,8.5,8.6,8.3,8.9,8.3,7.5,7.9,8.3,9.3
003,puente coatzacoalcos,coatzacoalcos-nuevo teapa,ex-180,2.000,"16,078",1.8,84.5,0.1,7.5,2.1,1.9,0.0,0.6,0.8,0.0,0.0,0.7,0.0,"5,868,457",9.0,8.3,8.3,8.3,8.3,8.3,8.3,8.4,7.8,8.0,8.1,8.9
004,puente culiacán,culiacán-el limón,ex-015,22.000,"7,412",0.9,84.5,0.8,4.1,3.5,1.7,0.2,3.5,0.7,0.0,0.0,0.1,0.0,"2,705,396",8.9,8.0,8.8,8.0,8.2,8.0,8.2,7.8,7.6,8.2,8.6,9.7
005,puente alvarado,paso del toro-san andrés tuxtla,ex-180,49.570,"4,311",3.8,76.8,0.5,7.8,4.7,3.4,0.1,1.8,0.9,0.0,0.0,0.2,0.0,"1,573,592",8.4,7.6,9.2,8.8,8.8,8.1,9.3,8.7,7.2,6.7,7.6,9.6
006,puente inter. matamoros,matamoros-brownsville,101-180,0.210,"3,240",0.2,99.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,182,547",8.6,7.9,9.5,8.6,8.6,7.8,8.2,8.1,8.0,8.5,8.0,8.2
007,puente papaloapan,tierra blanca-loma bonita,ex-145,3.500,"2,136",7.1,51.9,5.5,3.6,9.6,9.3,0.4,10.3,0.8,0.0,0.0,1.5,0.0,"779,772",8.7,8.0,9.2,9.0,9.4,8.2,8.6,8.3,8.1,6.8,7.3,8.4
008,puente caracol,tuxtepec-cosamaloapan,ex-175,117.200,"6,595",6.3,69.5,0.6,9.0,4.1,3.0,0.1,2.0,0.4,0.0,0.0,5.0,0.0,"2,407,288",8.2,7.4,8.4,8.2,8.6,8.2,8.6,8.7,7.7,8.1,8.3,9.6
009,puente inter. camargo,camargo-río grande,ex-002,0.000,"1,125",0.1,90.8,0.3,0.0,0.1,0.1,0.1,4.3,0.1,0.0,0.0,4.1,0.0,"410,458",7.8,7.6,9.1,8.9,9.1,7.8,8.2,8.3,7.9,7.8,8.2,9.3
010,puente nautla,nautla-cardel,ex-180,0.700,"5,499",1.4,67.9,0.7,6.2,4.9,4.6,0.3,6.7,2.2,0.1,0.0,5.0,0.0,"2,007,045",7.9,7.1,8.9,8.5,8.5,8.2,9.6,8.9,7.3,7.6,7.9,9.6
011,playas de tijuana,tijuana-rosarito,ex-001d,11.000,"16,455",1.0,97.5,0.0,0.7,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,"6,006,002",7.2,7.0,8.3,8.0,8.3,8.6,9.7,9.1,8.5,8.6,8.3,8.4
012,rosarito,rosarito-la misión,ex-001d,35.427,"12,104",0.5,90.4,0.0,1.8,1.3,0.7,0.1,4.4,0.2,0.0,0.1,0.5,0.0,"4,418,051",7.0,6.8,8.1,8.1,8.3,8.6,10.4,9.4,8.5,8.3,8.2,8.3
013,nodo popotla,la misión-corredor 2000,ex-001d,38.600,"1,279",0.3,67.6,0.0,0.7,2.4,2.2,0.4,20.5,1.1,0.1,0.4,4.3,0.0,"466,957",6.7,6.4,7.6,8.1,7.5,7.6,9.6,14.4,8.4,8.3,7.9,7.5
014,ensenada,la misión-ensenada,ex-001d,98.599,"14,543",0.4,86.7,0.0,1.8,2.1,1.1,0.2,6.4,0.4,0.0,0.1,0.8,0.0,"5,308,283",7.3,7.0,8.2,7.8,8.1,8.5,10.0,9.4,8.4,8.4,8.4,8.5
015,puente inter. miguel alemán,cd. alemán-roma,ex-002,0.000,"1,916",0.0,98.9,0.4,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,"699,352",8.1,7.8,8.7,8.6,9.0,7.9,7.7,7.8,8.3,8.6,8.6,8.9
016,puente inter. reynosa,reynosa-hidalgo,ex-040,0.000,"5,846",0.0,98.9,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,133,947",8.4,7.8,8.9,8.5,8.9,7.9,8.5,8.2,8.2,8.1,8.1,8.5
017,puente grijalva,villahermosa-aquiles serdán,ex-186,17.600,"15,130",1.8,78.1,0.4,4.7,3.5,2.2,0.2,4.7,1.2,0.1,0.0,3.1,0.0,"5,522,513",8.2,7.5,8.6,8.4,8.5,8.2,8.7,8.5,7.8,8.1,8.2,9.3
018,puente usumacinta,ent. emiliano zapata-san marcos,ex-186,145.200,"4,369",2.9,55.6,0.7,4.6,4.7,4.5,0.4,13.5,2.0,0.5,0.1,10.5,0.0,"1,594,510",8.3,7.1,8.8,8.6,8.5,8.1,9.4,8.8,7.5,7.7,7.9,9.3
019,puente cadereyta,monterrey-reynosa,ex-040,30.500,"4,562",1.1,70.5,0.4,0.4,4.9,3.7,0.4,11.2,2.1,0.2,0.2,4.9,0.0,"1,665,007",7.8,7.6,9.1,8.2,8.5,8.3,8.5,8.4,8.1,8.5,8.3,8.7
020-01,amozoc,puebla-acatzingo,ex-150d,141.713,"31,377",0.3,63.1,0.0,7.2,4.1,6.2,0.3,9.9,1.6,0.4,0.1,6.8,0.0,"11,452,604",8.6,7.4,8.4,8.1,7.9,7.5,8.5,8.5,7.6,8.5,8.7,10.3
020-02,amozoc,puebla-amozoc,ex-150d,141.713,"6,404",0.4,81.0,0.0,7.1,3.3,4.9,0.1,1.8,1.2,0.0,0.0,0.2,0.0,"2,337,440",9.1,8.2,8.6,8.6,8.9,8.4,8.8,8.0,7.6,8.0,7.7,8.1
020-03,amozoc,puebla- ent. amozoc,ex-150d,137.000,"11,147",0.5,77.3,0.0,6.9,3.5,2.7,0.3,6.2,0.9,0.3,0.0,1.4,0.0,"4,068,502",8.0,7.2,8.4,8.3,8.4,8.1,9.1,8.9,7.6,8.3,8.4,9.3
021-01,esperanza,acatzingo-cd. mendoza,ex-150d,217.500,"14,021",0.3,44.9,0.0,8.6,3.4,7.8,0.5,17.5,2.6,0.8,0.1,13.5,0.0,"5,117,598",8.6,7.3,9.0,8.3,8.0,7.4,8.6,8.8,7.4,8.1,8.3,10.2
021-02,esperanza,acatzingo-esperanza,ex-150d,217.500,"3,772",0.3,51.3,0.2,2.9,5.7,9.5,0.7,19.1,2.2,0.1,0.1,3.5,4.4,"1,376,638",8.1,7.5,8.4,8.5,8.5,8.1,8.9,8.9,8.1,8.4,8.1,8.5
022-01,fortín de las flores,cd. mendoza-córdoba,ex-150d,286.250,"22,858",0.7,57.2,0.0,7.6,3.5,6.1,0.5,12.6,2.1,0.6,0.3,8.8,0.0,"8,343,122",8.5,7.6,8.6,8.6,8.7,8.0,8.4,7.9,7.7,8.4,8.3,9.3
022-02,fortín de las flores,cd. mendoza-fortín,ex-150d,286.250,"13,009",2.2,87.2,0.0,2.7,2.4,2.8,0.1,1.3,0.4,0.0,0.0,0.9,0.0,"4,748,155",8.2,7.5,8.1,8.3,8.5,8.4,8.8,7.6,8.1,8.8,8.5,9.2
023,puente la piedad,irapuato-guadalajara,ex-090,89.100,"3,008",1.1,46.0,0.4,5.9,10.9,9.8,0.7,21.9,2.1,0.0,0.0,1.2,0.0,"1,098,002",8.7,7.5,8.3,8.2,8.6,8.3,9.1,8.9,7.6,7.8,8.1,8.9
024,puente tecolutla,veracruz-poza rica,ex-180,52.800,"5,684",2.6,68.8,0.4,5.7,4.7,3.6,0.2,6.8,2.5,0.1,0.0,4.6,0.0,"2,074,573",8.8,8.0,10.3,9.5,8.1,6.9,8.6,7.7,7.1,7.5,7.9,9.6
025,puente inter. las flores,nuevo progreso-progreso,ex-002,0.000,"1,680",0.1,91.9,0.1,0.0,0.2,1.0,0.0,3.2,0.4,0.1,0.0,3.0,0.0,"613,318",8.3,8.4,9.7,8.8,8.9,7.6,8.2,8.4,8.0,7.0,7.9,8.8
026,puente san juan,reynosa-nuevo laredo,ex-002,64.000,"2,132",0.2,66.4,1.7,2.5,4.9,2.4,0.3,4.9,1.4,0.1,0.0,15.2,0.0,"778,311",7.9,7.6,8.7,8.5,9.0,8.6,8.8,8.9,8.0,7.5,8.0,8.5
027,puente inter. ojinaga,ojinaga-presidio,ex-016,0.000,"1,998",0.1,95.9,1.6,0.2,1.0,0.2,0.2,0.7,0.1,0.0,0.0,0.0,0.0,"729,091",8.2,7.1,8.5,8.3,8.6,8.1,9.0,8.4,8.0,8.4,8.5,8.9
028,puente inter. paso del norte,cd. juárez-el paso,ex-045,0.000,"8,360",0.3,98.9,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,051,261",7.9,7.2,8.6,8.6,8.3,8.5,8.7,8.6,8.4,8.9,8.2,8.1
029,compostela,chapalilla-compostela,ex-d,31.500,"5,853",1.1,80.4,0.4,8.2,3.0,2.4,0.2,2.5,0.6,0.0,0.1,1.1,0.0,"2,136,502",7.5,6.1,8.9,9.5,8.2,8.1,11.4,9.4,6.8,7.2,7.7,9.2
030,puente inter. rodolfo robles,cd. hidalgo-tecún umán,ex,27.500,"1,575",84.3,15.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"574,930",7.6,7.2,8.1,7.5,7.8,7.7,8.4,8.5,7.9,8.7,9.4,11.2
031,puente inter. piedras negras,piedras negras-eagle pass,ex-057,0.000,"3,303",0.1,99.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,205,773",8.0,6.9,8.1,9.0,9.4,8.5,7.9,9.1,8.2,8.5,8.1,8.3
032,puente tlacotalpan,alvarado-tlacotalpan,ex-175,1.550,"1,434",5.9,78.3,0.8,5.6,3.4,4.7,0.1,0.8,0.3,0.0,0.0,0.1,0.0,"523,371",8.4,8.5,9.1,8.7,8.8,8.1,8.8,8.1,7.0,6.8,7.8,9.9
033,puente inter. acuña,cd. acuña-del río,ex-002,0.000,"4,571",0.2,94.5,0.5,0.0,1.0,0.6,0.1,3.1,0.0,0.0,0.0,0.0,0.0,"1,668,499",8.1,7.6,8.4,8.4,8.6,8.4,8.6,8.6,8.1,8.6,8.4,8.2
034,nuevo laredo-laredo,monterrey-nuevo laredo libre,ex-085,0.000,"1,575",0.3,99.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"574,913",8.4,8.2,9.6,8.4,8.1,7.6,7.8,6.0,9.1,9.6,9.1,8.1
035,puente inter. juárez-lincoln,nuevo laredo-laredo,ex-085,0.000,"11,581",0.4,98.2,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,226,994",9.0,8.2,9.3,8.7,7.3,8.3,8.0,8.7,8.2,8.0,8.0,8.3
036,puente antonio dovalí jaime,cosoleacaque-nuevo teapa,ex-145d,6.500,"12,365",0.9,50.9,0.4,5.0,5.7,6.4,0.3,16.0,4.3,0.4,0.0,9.7,0.0,"4,513,320",8.4,7.2,8.4,8.3,8.4,8.0,8.9,8.6,7.6,8.0,8.3,9.9
037,puente antonio dovalí jaime bis,puente dovalí jaime-nuevo teapa,ex-145d,6.500,698,5.9,88.3,0.1,0.4,4.4,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,"254,732",6.9,7.3,8.8,9.0,10.6,10.5,9.3,9.4,6.9,5.9,6.9,8.5
038,puente tampico,tampico el alto-tampico,ex-180,191.800,"6,932",0.7,85.8,0.4,5.4,3.8,1.5,0.1,1.3,0.4,0.0,0.0,0.6,0.0,"2,530,101",8.6,7.3,8.5,8.0,8.4,7.8,9.4,8.6,7.1,7.7,8.2,10.4
039,tehuacán,cuacnopalan-tehuacán,ex-135d,41.048,"10,623",0.4,72.4,0.0,7.1,4.6,5.3,0.4,5.7,1.0,0.1,0.1,2.9,0.0,"3,877,497",8.6,7.0,8.6,8.3,8.1,7.6,9.2,8.6,7.1,7.9,8.7,10.3
040,miahuatlán,tehuacán-miahuatlán,ex-135d,71.415,"4,998",0.6,68.3,0.0,8.9,4.6,6.5,0.4,5.4,1.1,0.2,0.1,3.9,0.0,"1,824,314",9.2,6.9,9.0,8.3,7.7,6.9,9.9,8.6,6.6,7.2,8.5,11.2
041-01,coixtlahuaca,miahuatlán-coixtlahuaca,ex-135d,141.300,534,0.8,75.9,0.0,8.6,5.8,4.7,0.2,2.8,1.1,0.0,0.0,0.1,0.0,"194,936",9.2,6.8,9.5,8.0,8.8,7.8,9.5,8.5,6.9,7.4,7.8,9.8
041-02,coixtlahuaca,miahuatlán-nochixtlán,ex-135d,141.300,"4,143",0.6,66.3,0.0,9.5,4.5,6.8,0.4,6.0,1.1,0.2,0.1,4.5,0.0,"1,512,353",9.4,7.1,9.0,8.7,7.6,6.4,10.2,8.5,6.5,6.9,8.0,11.7
042-01,huitzo,nochixtlan-oaxaca,ex-135d,217.010,"5,807",0.7,76.1,0.0,6.3,4.1,4.6,0.3,4.0,0.7,0.1,0.1,3.0,0.0,"2,119,594",8.8,6.8,8.8,8.5,7.5,6.0,9.7,9.2,7.6,8.0,8.3,10.8
042-02,huitzo,nochixtlan-huitzo,ex-135d,217.010,374,1.1,81.0,0.0,2.6,5.9,5.0,0.1,2.8,1.3,0.0,0.0,0.2,0.0,"136,419",8.8,6.7,8.7,8.4,7.8,6.5,9.8,9.1,6.7,7.3,9.7,10.5
043,huitzo bis,huitzo-oaxaca,ex-135d,217.010,776,1.8,95.3,0.0,0.8,1.3,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,"283,161",9.3,7.5,8.6,8.5,9.0,6.7,9.2,8.4,6.9,6.7,8.0,11.2
044,centinela,centinela-rumorosa,ex-002d,61.700,"9,870",0.0,71.1,2.1,4.0,0.5,0.0,4.9,5.7,8.4,0.7,0.3,1.2,1.1,"3,602,630",7.1,6.7,8.1,9.3,8.4,8.2,10.4,9.5,8.0,8.1,7.9,8.3
045-01,el hongo,rumorosa-tecate,ex-002d,92.360,"7,320",0.2,71.3,0.0,5.0,2.7,1.9,0.3,13.0,0.7,0.3,0.2,4.4,0.0,"2,671,703",8.1,7.4,8.8,8.5,7.9,7.9,9.5,8.7,8.0,8.2,8.1,8.9
045-02,el hongo,el hongo-tecate,ex-002d,92.360,740,0.4,92.1,0.0,0.8,1.7,1.0,0.2,3.2,0.4,0.0,0.0,0.2,0.0,"270,276",6.8,6.7,7.6,7.3,7.9,8.8,10.9,10.2,8.4,7.9,8.1,9.4
045-03,el hongo,rumorosa-el hongo,ex-002d,92.360,120,0.4,89.7,0.0,1.8,1.6,1.2,0.2,3.9,0.4,0.1,0.0,0.7,0.0,"43,852",5.8,5.8,7.1,7.5,15.5,7.3,10.7,8.7,8.9,8.5,7.3,6.9
046-01,tijuana,tecate-tijuana,ex-002d,147.600,"7,795",0.3,69.7,1.1,2.8,4.8,1.8,0.8,10.9,2.9,0.2,0.1,2.8,1.8,"2,845,021",7.3,6.7,7.8,7.8,7.8,8.5,9.8,9.4,8.5,8.7,8.5,9.2
046-02,tijuana,ent. tecate-paso del águila aux. 1,ex-002d,130.500,"1,475",0.4,74.1,1.0,1.2,4.0,1.9,1.1,9.9,3.5,0.7,0.1,0.7,1.4,"538,339",7.0,6.8,8.3,7.7,7.7,8.5,9.8,9.4,8.5,8.7,8.6,9.0
046-03,tijuana,ent. esperanza-ent. sandoval aux. 2,ex-002d,122.800,"3,454",0.3,84.8,0.9,1.6,2.3,0.8,0.5,3.9,1.1,0.2,0.1,2.2,1.3,"1,260,641",7.4,6.7,7.9,7.7,7.8,8.5,9.8,9.4,8.5,8.7,8.6,9.0
046-04,tijuana,paso del águila-tijuana,ex-002d,130.500,513,0.0,31.7,0.0,0.2,0.7,0.7,0.2,55.6,10.9,0.0,0.0,0.0,0.0,"187,086",6.9,7.2,8.1,7.3,7.9,8.5,9.8,9.4,8.5,8.7,8.6,9.1
046-05,tijuana,ent. planta dart-tijuana,ex-002d,137.800,151,0.0,80.1,0.0,0.0,0.3,0.8,14.0,4.5,0.3,0.0,0.0,0.0,0.0,"55,162",7.8,6.6,7.3,7.6,8.1,8.5,9.8,9.4,8.5,8.7,8.5,9.2
047,puente inter. shuchiate ii ing. luis cabrer,hidalgo-tecún umán,ex,0.000,378,0.0,8.4,0.2,1.0,5.5,5.8,0.3,68.2,9.3,0.0,0.0,1.3,0.0,"137,935",7.4,8.0,7.8,8.8,8.3,7.5,8.1,8.3,7.9,9.4,9.3,9.2
048-01,aeropuerto los cabos,san josé del cabo-aeropuerto los cabos,ex-001d,105.100,"1,741",0.1,98.5,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"635,399",7.9,7.7,9.6,8.9,8.3,7.7,8.5,7.6,8.4,8.4,8.4,8.6
048-02,aeropuerto los cabos,cabo san lucas-aeropuerto los cabos,ex-001d,105.100,707,0.3,98.9,0.0,0.2,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"258,068",8.2,7.4,9.1,8.9,7.4,6.5,9.8,8.9,8.4,8.4,8.4,8.6
048-03,aeropuerto los cabos,el mangle-aeropuerto los cabos,ex-001d,105.100,273,0.2,90.1,0.0,0.3,1.4,1.1,0.1,1.9,2.3,0.0,0.0,2.6,0.0,"99,579",8.7,7.9,9.6,9.2,7.9,6.9,8.5,7.6,8.4,8.4,8.4,8.5
049-01,san josé del cabo,aeropuerto los cabos-san josé del cabo,ex-001d,110.210,"1,906",0.1,98.0,0.0,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"695,705",7.8,7.8,9.7,8.8,8.5,7.8,8.4,7.5,8.4,8.4,8.4,8.5
049-02,san josé del cabo,cabo san lucas-san josé del cabo,ex-001d,110.210,193,0.7,98.7,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"70,546",9.3,7.7,9.3,8.1,6.3,4.5,10.2,10.9,8.4,8.4,8.4,8.5
049-03,san josé del cabo,el mangle-san josé del cabo,ex-001d,110.210,346,0.6,95.4,0.0,0.2,2.0,0.9,0.0,0.7,0.2,0.0,0.0,0.0,0.0,"126,163",8.2,7.5,8.8,8.8,8.4,7.3,8.9,8.4,8.4,8.4,8.4,8.5
050,zacatecas,ent. cuauhtémoc-ent. osiris,ex-045d,97.800,"9,010",0.4,54.4,0.4,6.9,4.6,4.6,0.7,16.1,3.4,0.4,0.0,8.1,0.0,"3,288,493",8.0,7.2,8.4,8.3,7.9,7.9,9.3,8.9,7.7,8.1,8.3,10.0
051,chiapa de corzo,tuxtla gutiérrez-san cristóbal de las casas,ex-190d,1.300,"11,628",0.6,84.8,0.1,2.3,3.5,1.8,0.1,1.6,0.6,0.0,0.0,0.6,4.0,"4,244,385",8.3,7.2,8.8,8.5,8.2,7.8,9.1,8.8,7.5,8.4,8.3,9.1
052,tehuantepec,tehuantepec-salina cruz,ex-185d,1.800,907,2.1,77.5,0.0,4.0,3.4,3.7,0.2,4.9,2.7,0.2,0.1,1.2,0.0,"331,134",8.7,6.8,10.3,9.1,8.1,6.9,9.8,8.6,6.4,6.9,7.8,10.6
053-01,ixtepec,ixtepec-la ventosa,ex-185d,47.500,661,1.3,80.0,0.0,1.6,7.3,2.8,0.1,2.5,1.5,0.0,0.1,2.8,0.0,"241,201",6.8,6.9,8.8,8.6,8.2,7.2,8.5,9.5,8.8,9.2,8.1,9.4
053-02,ixtepec,ixtepec-tehuantepec,ex-185d,47.500,"1,043",2.1,90.3,0.0,0.8,4.7,1.2,0.2,0.5,0.2,0.0,0.0,0.0,0.0,"380,578",7.8,6.9,9.7,8.8,8.0,7.5,9.3,10.3,6.9,7.9,7.8,9.1
053-03,ixtepec,tehuantepec-la ventosa,ex-185d,47.500,"1,326",0.6,56.7,0.0,3.2,4.0,5.2,0.3,6.7,4.0,0.4,1.0,17.9,0.0,"483,823",8.1,6.9,9.4,8.7,7.9,7.2,9.2,9.5,6.4,7.7,8.4,10.6
054,acatlán de juárez,acatlán-atoyac,ex-054d,0.600,"13,166",0.3,67.3,0.0,3.6,4.0,3.9,1.1,6.5,2.7,0.3,0.1,10.2,0.0,"4,805,720",7.9,7.0,8.4,7.4,7.8,7.5,8.8,9.3,7.8,8.5,9.1,10.5
055,sayula,atoyac-cd. guzmán,ex-054d,58.300,"13,639",0.4,62.7,0.0,3.5,4.3,4.9,1.6,8.2,3.6,0.4,0.2,10.2,0.0,"4,978,162",7.9,7.0,8.3,7.6,7.9,7.6,8.6,9.3,7.8,8.5,9.1,10.4
056,sayula remota,sayula-cd. guzmán,ex-054d,64.600,"1,651",0.7,65.1,0.0,1.3,8.3,10.3,1.8,7.1,3.4,0.1,0.0,1.9,0.0,"602,541",8.7,7.9,8.0,7.5,7.7,7.3,7.7,9.3,7.8,8.5,9.1,10.5
057,san marcos,cd. guzmán-el trapiche,ex-054d,122.500,"11,534",0.4,58.1,0.0,3.4,4.3,5.3,2.0,9.4,4.2,0.5,0.2,12.2,0.0,"4,209,782",7.9,6.9,8.7,7.5,7.7,7.4,8.8,9.3,7.8,8.5,9.1,10.4
058,ent. trapichillo,tepic-ent. trapichillo,ex-015d,6.300,"2,641",2.5,92.3,0.2,0.8,1.5,0.9,0.0,0.4,0.0,0.0,0.0,0.0,1.4,"963,983",7.6,6.9,10.3,8.3,7.8,7.6,9.2,8.5,7.1,7.7,8.2,10.8
059,trapichillo,tepic-san blas,ex-015d,8.650,"11,506",0.7,59.3,0.5,6.8,3.4,5.4,0.6,13.2,1.8,0.3,0.0,5.8,2.2,"4,199,603",8.0,6.9,8.0,8.7,9.4,7.6,9.2,8.5,7.1,7.7,8.2,10.7
060-01,yago,ent. san blas-yago,ex-015d,42.310,679,1.6,79.0,0.3,4.5,2.3,1.9,0.1,2.4,0.7,0.0,0.0,0.5,6.7,"247,878",8.4,7.3,8.6,8.5,8.2,7.6,9.2,8.5,7.1,7.7,8.2,10.7
060-02,yago,yago-est. ruíz,ex-015d,42.310,154,7.3,37.6,0.6,0.5,2.3,4.5,0.5,3.5,0.9,0.1,0.0,0.5,41.7,"56,204",8.9,7.0,7.7,8.4,8.8,7.6,9.2,8.5,7.1,7.7,8.2,10.9
061-01,estación ruíz,yago-rosa morada,ex-015d,52.810,"5,152",0.4,40.8,0.5,7.0,3.3,6.3,0.9,23.2,3.1,0.6,0.1,12.0,1.8,"1,880,304",8.6,7.3,8.4,8.3,8.3,7.6,9.2,8.5,7.1,7.7,8.2,10.8
061-02,estación ruíz,ruiz-rosa morada,ex-015d,52.810,502,5.9,60.8,0.6,4.4,5.3,8.2,0.6,5.0,2.4,0.0,0.0,0.3,6.5,"183,067",8.3,7.3,8.4,8.5,8.5,7.6,9.2,8.5,7.1,7.7,8.2,10.7
061-03,estación ruíz,yago-ruíz,ex-015d,52.810,404,0.0,73.9,0.0,1.8,2.7,5.2,0.1,2.2,0.6,0.0,0.0,0.0,13.5,"147,285",7.9,6.7,8.0,8.2,10.1,7.6,9.2,8.5,7.1,7.7,8.2,10.8
062-01,acaponeta,acaponeta-escuinapa,ex-015d,73.400,197,0.0,58.3,0.0,12.9,5.9,7.6,0.2,10.6,1.0,0.1,0.0,3.3,0.1,"71,794",9.0,8.4,6.8,9.7,7.1,7.6,9.2,8.5,7.1,7.7,8.2,10.7
062-02,acaponeta,rosa morada-escuinapa,ex-015d,73.400,"4,224",0.3,36.6,0.6,7.0,3.2,6.3,1.0,26.1,2.5,0.5,0.1,14.5,1.3,"1,541,632",8.7,7.3,8.2,8.8,7.9,7.6,9.2,8.5,7.1,7.7,8.2,10.8
062-03,acaponeta,rosa morada-acaponeta,ex-015d,73.400,685,0.6,49.9,0.4,8.5,4.0,6.1,0.6,7.5,1.4,0.3,0.1,2.5,18.1,"249,957",6.3,4.8,7.8,10.8,11.3,7.6,9.2,8.5,7.1,7.7,8.2,10.7
063-01,rosario,escuinapa-villa unión,ex-015d,199.486,"5,064",0.7,34.8,0.6,7.0,3.4,5.4,1.1,29.1,3.6,0.6,0.1,11.8,1.8,"1,848,295",9.0,7.6,8.6,8.2,7.5,7.6,9.2,8.5,7.1,7.7,8.2,10.8
063-02,rosario,escuinapa-rosario,ex-015d,199.486,130,1.6,58.9,0.6,11.7,8.0,13.8,0.6,3.5,1.1,0.0,0.0,0.2,0.0,"47,290",9.4,7.2,8.4,8.8,7.1,7.6,9.2,8.5,7.1,7.7,8.2,10.8
063-03,rosario,rosario-villa uníón,ex-015d,199.486,894,0.6,57.6,0.4,21.4,3.2,3.7,0.3,2.4,0.5,0.0,0.0,0.1,9.8,"326,222",8.8,7.3,8.2,8.2,8.4,7.6,9.2,8.5,7.1,7.7,8.2,10.8
064,villa ahumada,el sueco-villa ahumada,ex-045,219.000,"6,328",0.0,67.4,0.0,5.0,2.8,2.6,0.7,18.6,0.8,0.4,0.0,1.7,0.0,"2,309,546",8.2,6.4,8.0,7.8,7.8,7.5,9.8,9.0,7.7,7.9,8.6,11.3
065,santa fe,constituyentes-santa fe,ex-015d,17.626,"25,722",1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"9,388,473",8.2,7.8,7.6,8.0,8.4,8.2,8.2,8.5,8.5,9.0,8.8,8.8
066,contadero,constituyentes-contadero,ex-015d,23.430,"3,531",0.5,91.8,0.0,2.4,1.9,1.8,0.1,0.3,0.0,0.0,0.0,0.0,1.2,"1,288,889",7.8,8.0,9.1,6.8,8.9,8.8,7.6,8.8,8.2,9.4,8.9,7.7
067-01,la venta,constituyentes-la marquesa,ex-015d,24.000,"50,759",0.6,88.7,0.1,6.1,0.0,2.2,0.7,0.1,0.9,0.1,0.0,0.0,0.5,"18,527,182",7.6,7.4,8.5,8.0,8.4,8.2,8.2,8.5,8.5,9.0,8.8,8.9
067-02,la venta,constituyentes-la venta,ex-015d,24.000,"4,242",0.4,92.8,0.0,1.3,2.1,1.8,0.1,0.4,0.0,0.0,0.0,0.0,1.1,"1,548,274",7.7,7.7,8.8,7.3,8.3,8.1,8.3,8.4,8.4,8.9,8.9,9.2
067-03,la venta,la  venta-la marquesa,ex-015d,24.000,"22,347",0.6,79.2,0.1,2.3,4.4,2.6,0.2,6.4,0.6,0.1,0.0,1.9,1.6,"8,156,768",7.6,7.4,8.4,8.1,8.3,8.1,8.3,8.4,8.4,8.9,8.9,9.2
068,central de abastos,cuernavaca-central de abastos,ex-095d,102.000,"20,441",3.4,93.1,0.0,0.9,1.4,0.6,0.1,0.3,0.1,0.0,0.0,0.1,0.0,"7,460,830",8.1,8.9,8.1,7.4,7.8,6.8,7.0,9.4,6.6,9.2,9.2,11.5
069,aeropuerto,cuernavaca-aereopuerto,ex-095d,104.850,"18,646",3.8,91.1,0.0,1.5,1.2,0.6,0.1,0.6,0.8,0.0,0.0,0.3,0.0,"6,805,620",7.6,7.0,11.8,7.5,7.6,7.4,7.8,7.3,4.9,8.7,10.4,12.0
070,xochitepec,cuernavaca-xochitepec,ex-095d,107.900,"3,589",1.7,92.1,0.0,1.7,3.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,309,880",8.1,7.6,8.8,8.7,9.2,8.7,9.0,8.3,5.8,6.8,7.9,11.1
