index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
136,puente colorado,san luis río colorado-ejido monterrey,mex-002,203.69,9316,0.1,64.3,0.5,3.7,0.0,7.8,0.0,18.5,0.0,5.1,0.0,0.0,0.0,3400285,7.8,7.7,9.1,9.2,9.0,8.4,8.7,8.0,7.6,8.1,7.8,8.6
137-01,cosamaloapan,la tinaja-isla,mex-145d,83.36,12856,0.3,37.8,0.0,4.7,4.6,7.4,1.7,22.8,5.1,0.5,0.2,14.9,0.0,4692596,8.4,7.2,8.4,8.6,8.2,7.6,8.5,8.7,7.7,8.2,8.3,10.2
137-02,cosamaloapan,la tinaja-cosamaloapan,mex-145d,83.36,744,0.6,64.8,0.0,8.5,7.6,5.3,0.5,6.7,2.8,0.1,0.0,3.1,0.0,271424,8.7,7.8,8.5,8.3,7.7,7.6,8.8,9.0,7.4,8.3,8.2,9.7
137-03,cosamaloapan,cosamaloapan-isla,mex-145d,83.36,1790,9.0,68.9,0.0,3.4,3.4,1.7,0.2,3.4,1.4,0.0,0.0,8.6,0.0,653266,8.9,7.7,8.7,8.3,8.3,7.0,8.9,9.1,7.4,8.4,7.8,9.5
138-01,acayucan sayula,isla-cosoleacaque,mex-145d,188.0,9882,0.3,37.8,0.0,3.8,5.0,6.7,1.6,23.7,5.0,0.6,0.2,15.3,0.0,3606924,8.5,7.1,8.2,8.6,8.2,7.8,8.5,8.7,7.7,8.2,8.3,10.2
138-02,acayucan sayula,isla-acayucan,mex-145d,188.0,2792,0.3,39.2,0.0,9.6,3.8,6.2,1.3,16.9,4.5,0.5,0.1,17.6,0.0,1019197,8.2,7.2,8.6,8.7,8.5,7.2,8.6,8.8,7.6,8.3,8.3,10.0
138-03,acayucan sayula,acayucan-cosoleacaque,mex-145d,188.0,3501,0.9,67.1,0.0,4.5,5.6,4.6,0.9,6.7,3.0,0.2,0.1,6.4,0.0,1277995,8.4,7.2,8.2,8.7,8.6,8.2,8.9,9.0,7.5,8.3,7.7,9.3
139,san juanico,atlacomulco-venta de bravo,mex-015d,103.762,16285,0.5,64.3,0.3,4.3,4.9,4.2,1.6,11.8,1.8,0.3,0.1,5.0,0.9,5943870,8.2,7.1,7.8,8.7,8.0,7.6,8.4,8.5,7.8,8.5,8.9,10.5
140,contepec,venta de bravo-maravatío,mex-015d,133.1,14755,0.5,61.0,0.3,4.5,5.2,4.7,1.8,13.1,2.0,0.4,0.1,5.5,0.9,5385735,8.2,7.1,7.8,8.7,8.0,7.6,8.4,8.5,7.8,8.4,8.9,10.6
141,jeráhuaro,maravatío-jeráhuaro,mex-015d,186.117,257,1.5,88.5,0.2,0.9,4.8,2.1,0.6,0.7,0.5,0.0,0.0,0.2,0.0,93866,7.9,7.5,8.0,9.7,7.9,7.1,8.4,8.6,6.2,8.8,8.8,11.1
142-01,zinapécuaro,maravatío-morelia,mex-015d,202.017,16626,0.5,61.6,0.2,4.0,4.9,4.4,1.9,13.2,2.4,0.5,0.1,6.3,0.0,6068667,8.2,7.2,7.9,8.6,8.0,7.6,8.4,8.5,7.8,8.5,8.9,10.4
142-02,zinapécuaro,maravatío-zinapécuaro,mex-015d,202.017,901,1.0,90.0,0.2,1.0,3.5,1.5,0.5,1.3,0.6,0.0,0.0,0.4,0.0,328685,9.3,7.0,8.2,9.0,8.0,7.2,8.4,8.2,6.8,8.2,8.7,11.0
142-03,zinapécuaro,zinapécuaro-morelia,mex-015d,202.017,987,0.8,85.6,0.2,0.6,4.1,3.1,0.9,2.2,1.1,0.0,0.0,1.4,0.0,360137,9.2,7.1,8.5,7.5,8.0,7.3,8.1,8.8,7.6,8.2,8.7,11.0
143,copándaro,morelia-copándaro,mex-015d,246.0,2308,0.5,57.5,0.2,1.3,3.4,4.4,0.9,14.4,2.6,0.5,0.1,14.2,0.0,842304,8.1,7.4,7.9,9.5,8.2,7.8,8.6,8.7,7.5,8.0,8.2,10.1
144,huaniqueo,huaniqueo-morelia,mex-015d,280.0,300,1.0,91.7,0.4,1.1,2.9,1.3,0.4,0.7,0.3,0.1,0.0,0.1,0.0,109454,9.5,8.4,7.8,7.8,7.1,7.4,7.7,7.2,6.8,8.4,9.6,12.3
145-01,panindícuaro,morelia-churintzio,mex-015d,308.0,11229,0.5,61.9,0.2,5.0,5.8,4.7,1.5,14.1,1.6,0.3,0.1,4.3,0.0,4098689,8.4,7.3,8.1,8.3,8.1,7.8,8.4,8.4,7.8,8.4,8.8,10.2
145-02,panindícuaro,morelia-panindícuaro,mex-015d,308.0,1326,0.6,85.9,0.3,1.0,4.2,2.8,0.5,2.9,0.8,0.0,0.0,1.0,0.0,483887,2.8,8.8,8.8,8.9,8.9,8.5,9.2,8.9,8.1,8.1,8.1,10.9
145-03,panindícuaro,panindícuaro-churintzio,mex-015d,308.0,1175,0.9,79.8,0.5,2.5,5.6,3.1,0.4,2.7,0.8,0.0,0.0,0.8,2.9,428953,9.4,7.2,8.1,8.6,7.9,7.4,8.2,7.8,7.8,7.8,8.4,11.4
146-01,ecuandureo,churintzio-la barca,mex-015d,370.0,5696,0.5,60.8,0.3,5.2,5.9,4.9,1.6,14.4,1.7,0.5,0.1,4.1,0.0,2079130,8.5,7.1,8.0,8.2,8.0,7.8,8.4,8.4,7.9,8.3,8.8,10.6
146-02,ecuandureo,churintzio-ecuandureo,mex-015d,370.0,9711,0.5,54.7,0.3,4.5,5.6,6.5,1.6,17.4,3.0,0.2,0.1,5.6,0.0,3544502,8.5,7.6,8.5,8.6,8.6,8.2,8.6,8.7,7.3,7.5,8.0,9.9
146-03,ecuandureo,ecuandureo-la barca,mex-015d,370.0,3392,0.4,76.2,0.2,4.6,4.6,4.2,0.7,5.0,0.9,0.1,0.0,1.2,1.9,1237932,9.0,7.9,8.9,9.1,8.8,8.1,8.3,8.0,7.3,7.6,7.6,9.4
147,vista hermosa,vista hermosa-la barca,mex-015d,390.0,4473,0.4,47.2,0.3,3.4,5.3,8.4,2.3,20.7,4.9,0.6,0.2,6.3,0.0,1632713,8.0,7.3,8.2,8.0,8.1,7.8,8.4,8.1,8.1,8.7,9.1,10.2
148,san francisco de rivas,la barca-san francisco de rivas,mex-015d,405.4,3272,0.6,54.6,0.5,1.2,5.4,10.3,3.0,18.1,4.5,0.3,0.2,1.3,0.0,1194346,8.3,7.3,8.2,7.8,8.2,8.2,8.5,8.1,7.9,8.6,8.9,10.0
149-01,ocotlán,la barca-zapotlanejo,mex-015d,425.955,8352,0.4,60.0,0.2,5.1,5.1,5.0,1.3,14.3,2.2,0.6,0.2,5.6,0.0,3048460,8.5,7.2,8.2,8.2,8.0,7.7,8.0,8.3,7.4,8.3,10.1,10.1
149-02,ocotlán,la barca-ocotlán,mex-015d,425.955,1739,0.4,56.2,0.4,1.3,4.6,8.1,1.9,22.2,4.0,0.0,0.0,0.9,0.0,634909,8.7,7.5,8.5,8.0,8.7,8.2,8.6,7.9,7.6,8.0,8.3,10.0
149-03,ocotlán,ocotlán-zapotlanejo,mex-015d,425.955,546,0.5,80.0,0.2,1.6,4.4,4.6,0.6,4.3,1.1,0.1,0.0,2.6,0.0,199364,9.1,8.2,8.6,7.8,8.5,7.9,6.6,8.0,8.6,8.0,8.5,10.2
149-04,ocotlán,zapotlán del rey-zapotlanejo,mex-015d,425.955,173,1.2,82.6,0.5,2.9,5.5,3.4,0.8,1.6,1.2,0.1,0.0,0.2,0.0,62978,8.2,7.9,8.9,8.5,9.2,8.1,8.2,7.8,7.2,7.7,8.9,9.4
150,la suceda,la sauceda-zapotlanejo,mex-015d,462.0,118,0.2,46.1,0.2,1.5,2.1,1.7,0.3,12.6,12.9,0.1,0.0,22.3,0.0,43122,8.3,7.5,8.7,7.9,8.1,8.3,8.3,8.4,8.1,8.1,8.8,9.5
151-01,puente túxpam,tihuatlán-ent. tihuatlán ii,mex-132d,229.2,2919,1.9,72.0,0.4,1.5,4.7,6.0,1.1,7.0,3.2,0.1,0.0,2.1,0.0,1065586,8.1,7.0,8.3,10.8,8.5,7.6,9.1,9.1,7.5,7.0,7.4,9.6
151-02,puente túxpam,tihuatlán-túxpam,mex-132d,236.5,9654,1.1,64.8,0.5,4.4,2.9,3.5,0.9,8.6,3.6,0.4,0.1,9.2,0.0,3523643,8.0,6.8,8.1,9.3,8.2,8.0,9.2,9.2,7.8,7.7,8.0,9.7
152,san cristóbal,indios verdes-san cristóbal ecatepec,mex-085d,21.0,29753,3.8,94.4,0.0,0.4,0.9,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10859715,7.9,7.3,8.5,8.0,8.8,8.5,8.7,8.7,8.5,8.6,8.1,8.4
153-01,revolución,derivador lópez portillo,mex-085d,22.8,32326,3.2,91.8,0.0,0.5,1.8,1.1,0.1,1.1,0.2,0.0,0.0,0.2,0.0,11799158,8.7,7.9,8.6,8.0,8.7,8.3,8.4,8.4,8.0,8.5,8.0,8.5
153-02,revolución,méxico-lechería,mex-085d,22.8,14298,3.3,76.9,0.1,4.9,3.7,2.8,0.4,5.9,1.0,0.0,0.0,1.0,0.0,5218614,8.4,7.7,8.4,7.9,8.6,8.3,8.4,8.5,7.9,8.6,8.2,9.1
154,ojo de agua,indios verdes-tizayuca,mex-085d,25.0,83569,2.2,87.2,0.0,4.2,2.5,1.6,0.1,1.7,0.2,0.0,0.0,0.3,0.0,30502779,7.0,6.3,6.6,6.6,19.8,6.4,6.7,6.7,6.3,9.2,8.8,9.6
155,ent. ojo de agua,ent. ojo de agua-tizayuca,mex-085d,30.75,5189,2.3,93.6,0.0,0.1,2.4,1.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,1894159,8.3,7.5,8.1,7.9,7.6,8.5,8.3,8.2,8.2,8.8,8.7,9.9
156,peñón y texcoco,peñón-texcoco,mex-136d,0.0,40184,0.9,87.7,0.0,2.8,2.7,1.9,0.1,1.3,0.4,0.0,0.0,0.3,1.9,14667263,8.2,7.6,8.5,8.5,8.5,8.2,8.6,8.9,8.4,5.5,9.1,10.0
157,los chorros,puerto méxico-ent. carbonera,mex-057d,203.65,15498,0.2,30.3,0.0,4.7,3.4,1.9,0.7,48.4,3.3,0.4,0.1,6.6,0.0,5656925,8.8,7.3,8.5,8.7,8.3,8.0,8.8,8.5,7.6,8.0,7.9,9.6
158,la carbonera ojo caliente,ent. la carbonera-ojo caliente,mex-057d,12.36,17009,0.3,31.4,0.0,3.3,5.0,2.8,0.6,45.8,3.9,0.4,0.1,6.4,0.0,6208424,8.7,7.4,8.4,8.6,8.1,7.9,8.6,8.5,7.9,8.4,8.1,9.4
159,huachichil,huachichil-ent. carbonera,mex-057d,213.5,2926,0.4,41.8,0.0,3.2,10.0,5.0,1.0,29.3,6.3,0.1,0.0,2.9,0.0,1068030,7.8,7.5,8.1,7.9,8.1,7.6,8.0,8.3,8.2,9.3,9.2,10.0
160,la antigua,cardel-veracruz,mex-180,222.47,20891,1.4,68.7,0.3,3.6,3.4,3.8,1.0,7.7,2.9,0.4,0.1,6.2,0.5,7625170,8.2,7.2,8.3,8.8,8.3,8.0,8.8,8.9,7.8,8.2,8.1,9.4
161,san julián,san julián-veracruz,mex-180,233.093,2324,6.9,48.4,0.2,2.0,1.8,3.9,0.6,10.7,2.8,1.9,0.3,20.3,0.2,848406,8.7,7.5,8.6,8.0,8.5,8.2,8.6,8.6,8.1,8.5,8.1,8.6
162,la cuchilla,matamoros-el porvenir,mex-040d,67.036,7790,0.3,46.2,0.0,6.4,2.7,1.5,1.5,25.1,5.2,0.8,0.1,10.2,0.0,2843458,8.0,7.3,8.5,8.7,8.3,8.1,8.8,8.8,7.8,8.3,8.2,9.2
163,plan de ayala,loma bonita-plan de ayala,mex-040d,142.0,8155,0.5,50.2,0.0,7.0,2.0,1.2,1.3,22.6,4.6,0.8,0.1,9.7,0.0,2976704,7.9,7.2,8.3,8.9,8.3,8.0,8.9,8.9,7.8,8.3,8.3,9.2
164,zapotlanejo la joya,zapotlanejo-guadalajara,mex-015d,9.2,13723,2.0,82.5,0.2,2.3,3.6,3.9,0.6,2.7,1.5,0.1,0.0,0.6,0.0,5008915,7.7,7.5,8.4,8.3,8.5,8.1,8.5,8.4,8.0,8.4,8.6,9.6
165,vado,el vado-guadalajara,mex-015d,11.3,1023,3.0,91.4,0.1,1.6,2.2,0.8,0.1,0.6,0.1,0.0,0.0,0.1,0.0,373224,8.0,7.8,8.6,8.3,8.3,8.1,8.6,8.4,8.2,8.6,8.3,8.8
166,cortijo,cortijo-guadalajara,mex-015d,16.5,678,1.1,83.5,0.1,1.0,3.5,6.3,0.2,3.4,0.1,0.1,0.0,0.7,0.0,247428,7.5,7.5,8.6,7.6,8.5,8.4,8.6,8.5,8.9,8.7,8.4,8.8
167,periférico,periférico-guadalajara,mex-015d,17.7,2404,1.5,91.9,0.1,1.2,1.3,1.4,0.1,1.8,0.3,0.0,0.0,0.4,0.0,877451,6.8,7.1,8.3,7.5,8.2,8.2,8.8,8.9,8.5,9.3,8.9,9.5
168,arroyo,tonalá-guadalajara,mex-015d,20.5,1298,0.7,98.2,0.0,0.1,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,473789,5.9,8.0,9.2,6.7,8.5,8.2,8.7,10.2,8.2,8.6,8.6,9.2
169,tlalpan,méxico-cuernavaca,mex-095d,23.36,30154,2.2,83.7,0.0,4.7,2.7,2.0,0.3,2.9,0.6,0.1,0.0,0.8,0.0,11006206,8.4,7.6,8.5,9.6,8.3,7.6,8.6,8.2,7.2,8.1,8.2,9.7
170,tres marías,tres marías-cuernavaca,mex-095d,53.0,1736,2.5,91.0,0.0,0.7,3.9,1.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,633820,7.8,8.6,8.7,9.7,7.6,7.7,8.5,8.7,8.1,7.8,7.9,8.9
171-01,tepoztlán,la pera-oacalco,mex-160d,7.958,15183,2.0,89.2,0.0,1.7,2.3,1.4,0.2,2.0,0.4,0.0,0.0,0.8,0.0,5541872,7.9,7.7,8.5,9.2,8.3,7.8,8.6,8.2,7.7,8.1,8.2,9.8
171-02,tepoztlán,la pera-tepoztlán,mex-160d,7.958,2796,3.1,89.0,0.0,5.9,1.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1020398,7.9,8.1,8.4,8.9,8.0,7.8,8.7,8.3,7.9,8.1,8.2,9.7
172-01,oacalco,oacalco-cuautla,mex-160d,21.208,12764,2.0,87.5,0.0,2.3,2.8,1.5,0.2,2.3,0.5,0.0,0.0,0.9,0.0,4658695,8.1,7.7,7.9,8.3,6.7,8.4,9.8,9.4,8.9,8.5,6.7,9.6
172-02,oacalco,oacalco-oaxtepec,mex-160d,21.208,2176,2.2,92.4,0.0,2.1,1.7,1.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,794194,7.6,8.4,8.7,10.8,8.1,7.7,9.0,7.9,6.9,8.5,6.7,9.7
173,iguala,puente de ixtla-iguala,mex-d,95.95,4172,0.9,72.8,0.0,4.4,5.6,7.3,1.2,3.9,2.8,0.0,0.0,1.1,0.0,1522872,8.5,8.1,8.8,8.7,8.6,7.8,8.3,8.0,7.2,8.2,8.1,9.7
174,zacapalco,zacapalco-ranchoviejo,mex-d,0.5,1979,4.5,87.6,0.0,3.7,2.6,0.9,0.3,0.2,0.2,0.0,0.0,0.0,0.0,722437,9.1,7.7,8.1,9.4,7.9,7.3,8.6,8.0,7.1,8.0,8.3,10.5
175,taxco,rancho viejo-taxco,mex-d,17.63,3280,7.3,86.7,0.0,2.9,2.3,0.5,0.1,0.1,0.1,0.0,0.0,0.0,0.0,1197160,9.0,7.9,8.3,9.4,8.0,7.3,8.5,8.0,7.2,8.1,8.2,10.1
176-01,lechería,ent. san miguel-lechería,mex-057d,1.36,3,2.2,76.4,0.0,0.1,1.1,3.0,0.0,10.5,0.2,0.0,0.0,6.5,0.0,1084,7.2,9.4,10.0,4.8,11.3,7.2,8.4,8.6,8.4,8.8,8.3,7.6
176-02,lechería,lago de guadalupe-lechería,mex-057d,1.36,5337,8.1,88.2,0.0,0.8,1.9,0.6,0.0,0.3,0.1,0.0,0.0,0.0,0.0,1948114,8.4,7.6,8.4,8.0,8.4,8.2,8.2,8.5,8.3,8.8,8.4,8.8
176-03,lechería,chamapa-lechería,mex-057d,1.36,419,1.1,57.4,0.0,0.1,11.9,10.5,1.4,16.5,1.0,0.0,0.0,0.1,0.0,153066,8.0,7.8,9.0,7.8,8.9,8.8,8.5,8.8,8.6,8.0,7.8,8.0
176-04,lechería,san mateo nopala-lechería,mex-057d,1.36,130,1.4,70.3,0.0,0.1,13.7,7.0,0.4,6.0,1.1,0.0,0.0,0.0,0.0,47575,8.8,7.8,8.7,8.3,8.3,8.5,8.5,8.8,8.6,8.1,7.6,8.0
176-05,lechería,madín-lechería,mex-057d,1.36,719,3.9,90.2,0.0,0.2,2.6,1.3,0.1,1.6,0.1,0.0,0.0,0.0,0.0,262276,8.4,8.0,8.7,7.7,9.1,8.7,8.5,8.7,8.5,8.0,7.8,7.9
176-06,lechería,atizapán-lechería,mex-057d,1.36,2369,6.2,82.1,0.0,1.9,4.4,2.4,0.1,2.8,0.1,0.0,0.0,0.0,0.0,864758,8.6,7.8,8.6,7.9,8.4,8.1,8.3,8.6,8.4,8.6,8.2,8.5
176-07,lechería,lechería-retorno,mex-057d,1.36,5,4.7,73.1,0.0,0.4,4.6,5.0,0.1,11.9,0.1,0.0,0.0,0.1,0.0,1888,7.4,7.0,8.3,8.5,8.6,9.5,8.2,8.6,8.4,9.1,7.4,9.0
176-08,lechería,interlomas-lechería,mex-057d,1.36,112,1.7,86.2,0.0,0.2,5.9,3.0,0.4,2.6,0.0,0.0,0.0,0.0,0.0,40748,8.3,8.4,8.9,7.4,8.9,9.6,8.6,8.9,8.7,8.1,7.1,7.1
176-09,lechería,huixquilucan-lechería,mex-057d,1.36,114,2.2,86.1,0.0,0.4,6.1,3.4,0.3,1.4,0.1,0.0,0.0,0.0,0.0,41545,8.4,8.5,9.0,7.7,8.7,8.7,8.5,8.8,8.6,8.3,7.2,7.6
176-10,lechería,la venta-lechería,mex-057d,1.36,3011,0.3,75.1,0.0,1.4,8.7,4.3,0.3,9.0,0.2,0.0,0.0,0.7,0.0,1099149,7.5,7.0,7.8,7.1,7.9,7.5,7.5,7.8,7.6,10.8,10.8,10.7
176-11,lechería,lomas verdes-lechería,mex-057d,1.36,73,3.1,88.3,0.0,1.2,2.1,1.2,0.2,3.7,0.2,0.0,0.0,0.0,0.0,26515,8.3,7.8,9.5,7.2,10.3,8.9,8.7,9.0,8.7,7.5,7.3,6.8
177-01,ent. san miguel,lago de guadalupe-ent. san miguel,mex-057d,4.0,2276,4.4,92.8,0.0,0.1,1.8,0.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,830816,8.1,7.4,8.3,7.9,8.2,8.0,8.1,8.4,8.2,9.6,8.5,9.3
177-02,ent. san miguel,atizapán-ent. san miguel,mex-057d,4.0,2033,4.5,90.2,0.0,0.2,2.6,1.1,0.2,1.1,0.1,0.0,0.0,0.0,0.0,742029,8.3,7.6,8.3,8.0,8.2,8.0,8.2,8.5,8.3,8.8,8.5,9.3
177-03,ent. san miguel,madín-ent. san miguel,mex-057d,4.0,1569,2.7,95.1,0.0,0.0,1.2,0.5,0.2,0.3,0.0,0.0,0.0,0.0,0.0,572743,7.6,7.3,8.2,7.4,8.5,8.4,8.1,8.4,8.2,9.5,8.8,9.6
177-04,ent. san miguel,san mateo nopala-ent. san miguel,mex-057d,4.0,186,2.9,82.8,0.0,0.2,7.6,3.5,0.5,2.1,0.4,0.0,0.0,0.0,0.0,67969,8.2,7.5,8.0,8.3,8.4,7.9,8.2,8.6,8.4,8.6,8.4,9.5
177-05,ent. san miguel,chamapa-ent. san miguel,mex-057d,4.0,973,1.3,82.3,0.0,0.1,4.6,4.0,1.1,5.3,1.1,0.0,0.0,0.2,0.0,355165,7.6,7.3,8.2,7.6,8.4,8.2,8.0,8.4,8.2,9.1,8.9,10.1
177-06,ent. san miguel,huixquilucan-ent. san miguel,mex-057d,4.0,281,2.3,91.6,0.0,0.3,3.5,1.4,0.2,0.5,0.2,0.0,0.0,0.0,0.0,102417,7.8,7.9,8.6,8.0,8.2,8.1,8.3,8.6,8.4,8.7,8.2,9.2
177-07,ent. san miguel,interlomas-ent. san miguel,mex-057d,4.0,376,2.1,95.4,0.0,0.1,1.6,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,137378,7.8,7.4,8.4,7.3,8.2,8.2,8.0,8.4,8.2,9.5,9.1,9.5
177-08,ent. san miguel,lomas verdes-ent. san miguel,mex-057d,4.0,433,2.7,95.1,0.0,0.1,1.0,0.6,0.1,0.3,0.1,0.0,0.0,0.0,0.0,158223,7.3,7.1,8.1,7.0,9.1,8.1,7.9,8.2,8.0,10.2,9.4,9.6
177-09,ent. san miguel,la venta-ent. san miguel,mex-057d,4.0,7882,0.4,76.4,0.0,0.7,6.0,3.7,0.6,9.3,0.6,0.1,0.0,2.2,0.0,2876791,7.6,7.4,8.4,7.7,8.6,8.3,8.1,8.5,8.3,9.3,8.8,9.0
178-01,lago de guadalupe,lechería-lago de guadalupe,mex-057d,5.0,6542,7.1,90.5,0.0,0.6,1.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2388011,8.1,7.7,8.6,8.2,8.7,8.2,8.2,8.7,8.7,8.5,8.2,8.2
178-02,lago de guadalupe,ent. san miguel-lago de guadalupe,mex-057d,5.0,1718,5.4,91.8,0.0,0.1,1.8,0.6,0.0,0.2,0.1,0.0,0.0,0.0,0.0,627177,8.1,7.6,8.4,7.8,8.2,8.0,7.9,8.5,8.4,9.5,8.6,9.0
178-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,mex-057d,5.0,8,2.9,92.3,0.0,0.3,2.1,0.9,0.2,0.5,0.8,0.0,0.0,0.0,0.0,2835,6.0,7.5,8.7,7.9,9.9,8.1,7.9,8.5,8.4,9.4,7.1,10.6
178-04,lago de guadalupe,madín-lago de guadalupe,mex-057d,5.0,1977,3.7,95.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721745,7.6,7.7,8.8,7.5,9.0,8.7,8.1,8.7,8.6,8.9,8.4,8.0
178-05,lago de guadalupe,san mateo nopala-lago de guadalupe,mex-057d,5.0,147,3.9,78.9,0.0,0.0,11.5,5.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,53761,7.8,7.6,8.1,8.5,9.1,8.5,8.3,8.8,8.7,8.5,7.5,8.6
178-06,lago de guadalupe,atizapán-lago de guadalupe,mex-057d,5.0,760,5.1,92.2,0.0,0.2,1.6,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,277307,8.4,8.1,8.9,7.7,8.5,8.2,8.2,8.8,8.7,8.6,8.1,7.8
178-07,lago de guadalupe,chamapa-lago de guadalupe,mex-057d,5.0,368,2.4,88.1,0.0,0.1,5.2,2.6,0.0,1.5,0.1,0.0,0.0,0.0,0.0,134319,7.8,7.4,8.4,7.9,8.9,8.6,8.1,8.6,8.6,8.4,8.3,9.0
178-08,lago de guadalupe,la venta-lago de guadalupe,mex-057d,5.0,4212,0.3,94.5,0.0,0.9,2.4,1.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,1537518,7.2,7.2,8.2,7.4,8.1,7.8,7.6,8.1,8.0,10.7,10.3,9.4
178-09,lago de guadalupe,interlomas-lago de guadalupe,mex-057d,5.0,162,3.7,94.6,0.0,0.1,1.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,59199,7.9,8.1,8.9,7.5,9.3,9.2,8.4,8.9,8.9,8.5,7.4,7.0
178-10,lago de guadalupe,huixquilucan-lago de guadalupe,mex-057d,5.0,155,4.7,92.1,0.0,0.1,2.2,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,56611,8.1,7.8,8.9,7.9,9.1,8.9,8.4,8.9,8.9,8.4,7.3,7.4
178-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,mex-057d,5.0,19,3.3,92.5,0.0,0.3,2.1,0.7,0.1,1.0,0.0,0.0,0.0,0.0,0.0,6973,9.3,6.9,7.8,8.0,8.1,7.8,7.9,8.4,8.4,8.0,7.6,11.8
178-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,mex-057d,5.0,648,2.8,96.2,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236372,7.6,7.9,9.0,7.4,9.8,8.9,8.3,8.9,8.9,8.2,7.9,7.2
179-01,atizapán,lechería-atizapán,mex-057d,9.85,2066,6.3,82.6,0.0,2.1,3.8,2.2,0.1,2.7,0.2,0.0,0.0,0.0,0.0,754178,8.7,7.9,8.7,8.4,8.6,7.7,8.5,8.5,8.3,8.3,8.0,8.4
179-02,atizapán,ent. san miguel-atizapán,mex-057d,9.85,1498,5.4,88.7,0.0,0.2,2.9,1.3,0.1,1.0,0.4,0.0,0.0,0.0,0.0,546749,8.6,7.7,8.3,8.2,8.3,7.8,8.3,8.3,8.1,8.8,8.4,9.2
179-03,atizapán,madín-atizapán,mex-057d,9.85,6160,9.8,87.8,0.0,1.2,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248412,8.3,7.8,8.7,7.8,8.6,8.1,8.3,8.3,8.2,8.9,8.5,8.5
179-04,atizapán,san mateo nopala-atizapán,mex-057d,9.85,257,4.6,82.6,0.0,0.3,10.3,1.8,0.1,0.2,0.1,0.0,0.0,0.0,0.0,93880,8.7,7.8,8.8,8.3,8.5,8.1,8.5,8.5,8.3,8.4,8.0,8.1
179-05,atizapán,chamapa-atizapán,mex-057d,9.85,704,3.9,88.6,0.0,0.1,3.7,2.0,0.0,0.8,0.9,0.0,0.0,0.0,0.0,256813,8.6,7.8,8.6,8.1,8.7,8.0,8.4,8.4,8.3,8.4,7.9,8.8
179-06,atizapán,lago de guadalupe-atizapán,mex-057d,9.85,582,6.7,90.8,0.0,0.1,1.8,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,212518,8.3,8.5,8.9,8.2,8.8,8.0,8.6,8.6,8.4,8.5,7.8,7.4
179-07,atizapán,la venta-atizapán,mex-057d,9.85,2663,0.6,87.2,0.0,0.8,4.7,2.9,0.1,2.9,0.6,0.0,0.0,0.2,0.0,972037,7.8,7.4,8.0,7.5,8.0,7.3,7.8,7.8,7.6,10.7,10.1,10.0
179-08,atizapán,interlomas-atizapán,mex-057d,9.85,164,8.8,88.6,0.0,0.1,1.9,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,59910,8.1,8.3,8.9,7.6,8.7,8.5,8.5,8.5,8.3,8.4,8.1,8.1
179-09,atizapán,huixquilucan-atizapán,mex-057d,9.85,246,8.4,88.0,0.0,0.1,1.9,1.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,89787,8.4,8.0,9.0,8.3,8.9,8.2,8.6,8.6,8.5,8.2,7.5,7.8
179-10,atizapán,atizapán-atizapán retorno,mex-057d,9.85,18,7.4,88.0,0.0,0.3,1.9,1.4,0.0,0.8,0.2,0.0,0.0,0.0,0.0,6726,8.9,8.8,9.6,9.5,8.4,7.5,8.9,8.9,8.8,7.4,6.5,6.8
179-11,atizapán,lomas verdes-atizapán,mex-057d,9.85,1942,5.7,91.6,0.0,0.1,2.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,708668,8.7,8.2,8.9,7.9,8.8,8.3,8.6,8.6,8.5,8.0,7.6,7.9
