index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
072-01,alpuyeca,cuernavaca-alpuyeca,mex-095d,123.0,3449,1.8,76.7,0.1,6.2,4.0,2.1,0.4,1.7,1.6,0.0,0.0,0.3,5.1,1262477,10.5,10.1,9.2,5.5,5.4,6.3,8.0,8.9,8.6,9.2,8.5,9.8
072-02,alpuyeca,alpuyeca-puente de ixtla,mex-095d,123.0,73,1.2,91.4,0.7,0.5,2.6,2.6,0.1,0.7,0.2,0.0,0.0,0.0,0.0,26561,11.1,9.9,10.2,6.5,7.2,7.8,8.3,7.7,6.3,3.7,9.7,11.6
073-01,paso morelos,puente de ixtla-chilpancingo,mex-095d,187.0,7373,0.7,73.0,0.2,4.5,2.8,2.4,0.6,3.6,0.7,0.1,0.0,2.0,9.4,2698360,12.3,8.8,8.8,3.9,4.0,4.6,8.0,9.2,8.7,9.5,10.3,11.9
073-02,paso morelos,puente de ixtla-paso morelos,mex-095d,187.0,181,3.1,88.2,0.2,0.3,5.4,1.6,0.2,0.3,0.4,0.0,0.0,0.0,0.3,66376,10.5,8.4,8.8,6.3,6.3,7.7,8.3,8.8,8.5,8.1,8.4,9.9
073-03,paso morelos,paso morelos-chilpancingo,mex-095d,187.0,342,1.0,78.4,0.3,0.8,3.2,2.4,0.9,0.5,1.2,0.0,0.0,0.1,11.2,125155,10.2,9.0,9.3,6.1,6.3,7.6,8.6,8.7,8.5,8.0,7.4,10.3
074,palo blanco,chilpancingo-tierra colorada,mex-095d,285.85,9025,0.7,75.7,0.1,4.0,2.6,2.7,0.4,3.2,0.9,0.1,0.0,1.5,8.1,3303069,12.0,9.0,8.9,4.2,4.4,4.8,7.9,9.0,8.7,9.4,10.0,11.7
075,la venta,tierra colorada-acapulco,mex-095d,365.4,8517,0.7,78.0,0.1,4.8,2.8,2.9,0.5,3.5,0.9,0.1,0.0,1.6,4.1,3117059,12.2,9.2,9.1,4.2,4.3,4.7,7.9,9.1,8.7,9.2,9.7,11.7
076,puente inter. zaragoza-ysleta,zaragoza-ysleta,mex-045,0.0,5532,1.1,72.1,0.5,0.0,1.4,4.1,0.4,20.4,0.0,0.0,0.0,0.0,0.0,2024651,11.2,12.9,11.2,5.6,7.0,8.2,8.5,7.5,6.5,7.4,6.6,7.4
077-01,arenal,ent. ameca-magdalena,mex-015d,10.96,8555,0.7,67.3,0.3,6.3,3.8,4.4,0.7,11.1,1.6,0.1,0.0,1.9,1.8,3130977,9.7,8.2,8.0,4.1,4.7,6.3,8.8,9.4,9.2,10.1,10.0,11.5
077-02,arenal,ent. ameca-ent. arenal,mex-015d,16.5,53,0.3,37.3,0.5,0.3,3.1,6.8,1.2,24.2,4.1,0.7,0.1,21.4,0.0,19341,8.6,11.9,9.3,6.5,5.9,6.6,6.9,8.0,8.2,9.5,9.3,9.3
077-03,arenal,ent. arenal-magdalena,mex-015d,16.5,3127,0.4,35.4,0.4,2.8,4.5,9.5,2.0,29.1,4.6,0.6,0.1,8.3,2.3,1144328,10.1,8.8,9.0,5.9,6.0,7.0,8.6,8.5,8.0,8.8,8.9,10.4
078,tequila,tequila-magdalena,mex-015d,33.84,335,2.6,82.4,0.4,1.2,4.0,1.6,0.1,0.8,0.1,0.0,0.0,0.0,6.8,122676,9.3,7.3,7.2,4.2,5.3,6.8,9.2,10.1,9.6,9.7,10.0,11.3
079,plan de barrancas,magdalena-ixtlán del río,mex-015d,69.337,10769,0.5,58.1,0.3,5.5,4.2,5.7,1.1,16.5,2.5,0.3,0.1,3.9,1.3,3941374,9.6,8.1,8.3,4.5,4.9,6.4,8.9,9.4,9.0,9.8,9.8,11.3
080-01,santa ma. del oro,ixtlán del río-tepic,mex-015d,145.146,4108,0.5,45.3,0.4,5.5,4.6,5.5,1.5,25.7,2.3,0.5,0.1,6.7,1.4,1503534,11.2,7.6,7.8,4.9,5.5,6.5,6.8,6.9,7.4,11.3,11.2,12.9
080-02,santa ma. del oro,ixtlán del río-sta. ma. del oro,mex-015d,145.146,3480,1.2,74.0,0.9,2.7,2.9,4.0,1.0,7.7,1.1,0.0,0.0,0.8,3.7,1273847,8.5,7.6,9.8,6.7,6.9,8.6,9.2,9.7,9.3,7.1,7.5,9.1
080-03,santa ma. del oro,santa ma. del oro-tepic,mex-015d,145.146,1081,1.6,87.1,0.3,0.7,2.8,2.2,0.1,1.2,0.4,0.0,0.0,0.0,3.6,395532,6.5,8.7,10.1,6.5,6.7,9.4,10.1,11.1,9.9,6.5,6.7,7.8
081,camargo,jiménez-camargo,mex-045d,11.0,4536,0.0,43.5,0.4,5.1,5.0,3.7,1.3,29.8,3.9,0.5,0.1,6.7,0.0,1660201,9.9,7.8,8.8,9.5,9.1,9.4,11.4,10.4,5.6,5.9,5.2,7.0
082,altavista,camargo-conchos,mex-045d,73.0,5291,0.1,55.5,0.5,4.5,5.2,3.2,1.0,21.2,2.8,0.5,0.1,5.4,0.0,1936510,10.8,7.6,8.7,9.7,8.8,9.3,11.3,10.3,5.9,5.8,5.0,6.8
083,saucillo,conchos-delicias,mex-045d,116.3,6340,0.1,57.0,0.3,4.2,5.1,3.1,1.1,21.3,2.8,0.4,0.0,4.6,0.0,2320414,10.3,8.5,9.6,10.3,9.6,10.0,11.6,10.8,2.0,5.7,5.0,6.6
084,acatic,zapotlanejo-acatic,mex-080d,21.0,387,0.6,77.8,0.6,0.3,6.5,5.2,0.6,3.9,1.0,0.0,0.0,0.6,2.9,141808,8.4,8.4,7.2,4.8,6.6,8.0,8.8,9.3,8.8,10.1,9.6,10.0
085-01,tepatitlán,zapotlanejo-ent. arandas,mex-080d,41.512,12923,0.3,50.9,0.2,2.7,5.3,4.7,1.1,20.2,3.0,0.5,0.1,9.7,1.3,4729963,10.1,9.2,8.6,5.4,6.1,7.3,8.5,8.6,8.5,9.3,9.0,9.4
085-02,tepatitlán,zapotlanejo-tepatitlán,mex-080d,41.512,2048,0.4,83.0,0.2,2.8,4.4,2.6,0.3,2.6,1.3,0.0,0.0,1.1,1.3,749404,10.6,10.1,8.3,4.8,6.1,7.1,8.1,8.5,8.6,9.6,8.9,9.3
085-03,tepatitlán,tepatitlán-ent. arandas,mex-080d,41.512,881,0.3,38.1,0.3,0.9,5.4,14.1,2.0,21.0,9.5,0.2,0.1,2.9,5.2,322605,9.4,9.1,8.7,6.6,7.4,8.3,9.2,9.0,8.1,8.8,8.0,7.4
086,san miguel el alto,ent. arandas-san miguel el alto,mex-080d,75.3,732,0.3,79.4,0.4,0.6,4.3,4.7,0.7,3.9,1.7,0.1,0.0,1.6,2.3,267836,9.9,9.3,8.1,4.9,6.4,7.4,8.5,8.3,8.6,9.5,9.2,9.9
087-01,jalostotitlán,ent. arandas-desperdicio,mex-080d,90.8,12101,0.2,46.7,0.2,2.9,5.3,5.6,1.2,22.5,3.5,0.6,0.1,10.6,0.6,4428937,10.2,9.2,8.7,5.6,6.2,7.4,8.5,8.5,8.4,9.2,8.9,9.2
087-02,jalostotitlán,ent. arandas-jalostotitlán,mex-080d,90.8,361,0.3,77.7,0.2,2.6,4.1,1.8,0.4,1.6,0.5,0.0,0.0,1.0,9.8,132078,10.4,12.6,7.9,4.4,5.3,6.5,8.3,9.1,8.4,8.9,8.5,9.7
087-03,jalostotitlán,el desperdicio-jalostotitlán,mex-080d,90.8,804,0.5,68.9,0.4,4.3,4.0,9.2,1.0,4.0,3.0,0.1,0.1,1.1,3.4,294257,13.0,14.1,10.9,6.0,7.3,7.4,8.0,6.9,6.5,6.8,6.3,6.8
088,san juan de los lagos,ent. san juan de los lagos-el desperdicio,mex-080d,110.52,486,0.8,68.4,0.3,16.9,2.7,3.0,0.3,2.0,1.6,0.0,0.0,0.5,3.5,177756,18.4,12.7,8.9,3.2,4.0,4.6,5.7,6.7,7.5,8.9,9.1,10.3
089-01,agualeguas,agualeguas-paras,mex-085d,79.7,4,0.1,59.9,1.5,0.9,4.4,2.6,0.9,12.0,0.0,0.1,0.0,0.7,16.9,1378,8.1,7.0,5.2,4.8,11.0,8.9,5.2,4.8,10.0,15.2,8.6,11.2
089-02,agualeguas,monterrey-agualeguas,mex-085d,79.7,502,0.2,47.8,1.0,1.1,9.2,4.2,0.7,28.5,1.0,0.6,0.1,2.5,3.1,183894,9.2,9.1,8.7,5.6,6.5,7.5,5.7,9.0,9.1,9.8,9.7,10.1
090-01,sabinas,monterrey-la gloria,mex-085d,100.0,10242,0.0,25.5,0.7,4.0,1.9,1.4,0.3,62.1,1.1,0.4,0.1,2.2,0.3,3748723,11.1,9.4,9.1,5.2,5.8,7.8,5.6,8.6,8.7,9.6,9.2,9.9
090-02,sabinas,sabinas-la gloria,mex-085d,100.0,18,0.5,72.7,2.4,0.2,8.8,1.2,0.6,13.1,0.1,0.0,0.0,0.4,0.0,6514,7.7,6.1,6.5,3.1,4.2,4.9,2.6,5.6,11.8,16.2,17.8,13.5
091,sabinas parás,monterrey-sabinas,mex-085d,100.0,36,0.3,35.8,1.1,0.6,5.0,4.8,1.2,12.9,0.9,0.2,0.0,26.0,11.2,13209,9.1,9.1,8.0,6.4,7.3,5.9,5.2,6.7,6.6,8.6,9.5,17.6
092,vallecillos,vallecillos-la gloria,mex-085d,115.55,11,0.2,47.9,1.3,0.1,4.3,0.5,0.1,0.7,0.1,0.0,0.0,0.1,44.7,3858,17.4,18.9,18.1,15.4,12.2,9.4,6.2,1.7,0.3,0.2,0.1,0.1
093,entronque ex-garita,la gloria-san fernando,mex-085d,191.3,7364,0.1,31.8,0.7,2.4,3.3,3.0,0.4,52.1,1.4,0.6,0.1,3.2,0.9,1354939,,,,,,,15.6,15.1,14.8,17.4,17.5,19.6
094,puente inter. solidaridad en colombia,colombia-dolores,nl-001,0.0,1697,0.0,37.2,1.3,0.0,3.3,12.0,0.7,42.0,3.1,0.0,0.0,0.4,0.0,621082,9.8,8.1,8.3,5.1,5.8,7.9,7.7,8.7,9.1,9.5,8.9,11.1
095,tampico,cd. valles-altamira,mex-184d,5.102,6174,1.4,50.9,0.5,1.3,7.4,6.6,0.8,14.0,4.4,0.3,0.1,11.5,0.8,2259669,8.7,8.2,8.6,7.2,7.7,7.9,8.2,8.1,8.0,8.7,8.6,10.1
096-01,loma real,cd. valles-loma real,mex-184d,6.1,1896,3.1,92.4,0.3,0.1,2.5,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.5,694020,9.5,9.2,8.5,6.2,7.3,7.9,7.9,8.1,7.9,8.7,8.9,9.9
096-02,loma real,loma real-altamira,mex-184d,6.1,1721,3.0,92.4,0.3,0.1,2.6,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.4,630051,9.1,8.7,8.3,6.4,7.6,8.1,8.1,8.2,8.0,8.8,8.8,9.9
097,cuyutlán,armería-manzanillo,mex-200d,61.4,9222,0.0,69.4,0.0,1.5,2.0,1.6,0.8,5.6,2.6,0.9,0.2,11.5,3.9,3375292,10.2,8.9,8.2,5.8,6.6,7.3,8.3,7.9,8.3,9.2,9.4,9.9
098,puente san miguel,los mochis-estación don,mex-015d,19.7,7953,0.2,55.9,1.0,3.6,4.2,3.6,1.1,18.1,3.0,0.3,0.1,6.4,2.5,2910716,10.3,8.4,8.7,6.5,7.1,7.2,7.7,8.1,7.9,8.7,8.6,10.8
099,estación don la jaula,estación don-navojoa,mex-015d,129.9,6064,0.0,1.4,0.0,2.0,1.0,1.3,0.1,9.1,0.6,0.2,0.0,4.3,80.0,2219440,10.2,8.0,8.5,6.5,7.0,7.3,8.0,8.3,7.8,8.7,8.7,11.0
100,fundición,navojoa-cd. obregón,mex-015d,195.5,7784,0.0,1.5,0.0,2.1,1.0,1.0,0.1,7.2,0.4,0.2,0.0,3.5,83.0,2848958,10.6,8.5,8.7,6.1,6.6,6.9,7.5,8.0,8.0,9.0,8.9,11.2
101,esperanza,cd.obregón-ent.libramiento guaymas,mex-015d-015,10.7,5057,0.0,1.2,0.0,2.3,0.4,0.4,0.0,2.4,0.2,0.0,0.0,1.4,91.7,1850739,11.0,9.3,9.7,6.5,7.3,7.1,7.0,7.8,7.6,8.5,8.2,10.0
102,guaymas,libramiento de guaymas,mex-015d-015,20.0,6895,0.0,14.9,0.5,2.4,1.4,1.4,0.4,12.5,1.0,0.1,0.0,6.1,59.3,2523715,11.1,8.8,8.9,6.0,6.9,6.9,7.3,7.9,7.7,8.8,8.9,10.8
103,hermosillo,hermosillo-ent.libramiento magdalena,mex-015d-015,15.2,9516,0.0,16.7,0.6,1.8,1.2,0.8,0.3,7.1,0.7,0.1,0.0,3.5,67.2,3482766,11.1,8.8,8.2,5.3,7.1,7.5,7.4,8.0,8.2,9.2,8.7,10.5
104,magdalena,libramiento de magdalena,mex-015d,184.4,6366,0.0,14.9,0.5,1.7,1.3,0.7,0.2,9.3,1.1,0.2,0.0,5.1,65.0,2329994,11.5,9.4,9.0,5.0,6.7,7.3,7.1,7.8,8.1,9.2,8.7,10.2
105,nogales,libramiento de nogales,mex-15d,0.0,1399,0.1,60.2,3.5,0.6,2.4,1.2,0.2,31.8,0.0,0.0,0.0,0.0,0.0,512024,13.3,11.6,10.5,5.1,7.3,7.1,5.7,6.5,6.5,8.3,8.3,9.8
106,durango,durango-guadalupe victoria,mex-040d,15.5,2638,0.5,59.5,1.0,3.6,3.9,2.5,0.8,12.2,2.8,0.5,0.0,8.4,4.3,965547,9.7,8.3,8.3,4.8,5.2,6.4,9.0,10.3,9.8,9.5,8.3,10.4
107,yerbanis,guadalupe victoria-yerbanís,mex-040d,112.186,2142,0.5,55.7,1.0,4.1,4.2,2.9,1.0,14.0,2.9,0.6,0.0,9.7,3.4,783979,9.8,8.1,8.3,4.8,5.2,6.3,9.3,10.2,9.9,9.5,8.2,10.4
108-01,cuencamé iii,yerbanís-pedriceña,mex-040d,143.22,2147,0.5,55.8,1.2,4.5,4.1,2.9,0.9,13.4,2.8,0.6,0.0,9.2,4.1,785951,9.8,8.0,8.2,4.6,5.1,6.4,9.4,10.4,9.8,9.6,8.2,10.5
108-02,cuencamé iii,yerbanís-cuencamé,mex-040d,143.22,166,0.2,44.3,1.5,0.9,4.1,2.8,1.1,10.4,2.7,0.2,0.0,8.3,23.5,60670,9.0,8.2,8.4,6.2,6.5,7.2,9.4,8.4,10.2,8.9,8.2,9.4
108-03,cuencamé iii,cuencamé-pedriceña,mex-040d,143.22,3043,0.2,32.0,1.2,4.4,4.3,4.1,2.2,29.8,5.7,1.1,0.0,13.8,1.2,1113570,7.9,7.9,8.1,5.8,6.5,8.0,9.0,9.2,8.8,9.4,8.7,10.7
109-01,león guzmán,pedriceña-gómez palacio,mex-040d,212.709,3555,0.3,35.9,1.4,5.5,4.0,3.9,1.6,28.0,4.9,0.8,0.0,11.8,1.9,1301283,10.5,7.1,7.3,4.8,5.4,6.7,8.5,10.1,9.6,9.8,8.9,11.3
109-02,león guzmán,pedriceña-león guzmán,mex-040d,212.709,2017,0.7,58.2,1.0,2.1,4.6,2.8,1.5,10.8,3.8,0.7,0.0,10.1,3.7,738076,9.1,8.3,8.7,5.8,6.5,7.7,8.9,9.4,8.9,9.2,8.0,9.5
109-03,león guzmán,león guzmán-gómez palacio,mex-040d,212.709,691,0.4,22.3,2.1,0.5,5.6,6.3,2.7,33.4,8.6,0.2,0.0,1.6,16.3,252907,7.7,7.2,9.3,6.3,8.3,8.2,9.7,9.4,8.3,8.7,8.1,8.8
110,san nicolás de los jassos,libramiento oriente de san luis potosí,mex-057d,11.22,16017,0.1,22.9,0.0,1.7,5.8,4.9,1.1,49.6,4.5,0.4,0.2,8.8,0.0,5862043,9.3,8.2,8.4,5.6,6.1,7.9,8.7,8.8,8.7,9.2,9.2,9.9
111,calera víctor rosales,víctor rosales-enrique estrada,mex-045d,27.5,14340,0.3,68.7,0.9,2.7,3.4,3.7,0.9,11.6,2.6,5.2,0.0,0.0,0.0,5248410,9.6,8.8,8.5,5.6,6.3,7.7,8.7,8.8,8.5,9.1,8.6,9.8
112-01,san martín texmelucan,san martín texmelucan-tlaxcala,mex-117d,5.45,4257,0.8,76.0,0.1,4.8,5.2,2.6,0.6,4.8,1.5,0.0,0.0,2.0,1.6,1558028,9.5,9.2,8.6,5.4,5.7,6.8,8.0,8.6,8.4,9.4,10.0,10.4
112-02,san martín texmelucan,san martín texmelucan-arco norte,mex-117d,5.45,599,1.2,84.8,0.0,0.2,4.3,2.1,0.5,3.7,0.5,0.0,0.0,0.2,2.5,219108,9.7,9.2,8.4,4.7,5.0,6.8,8.2,8.8,8.5,9.7,9.9,11.1
112-03,san martín texmelucan,san martín texmelucan-puebla,mex-117d,5.45,1005,0.6,85.4,0.0,1.6,4.4,2.1,0.1,1.8,1.3,0.0,0.1,0.6,2.0,367863,9.8,9.7,9.4,3.8,3.7,6.2,7.8,9.1,9.1,9.8,10.3,11.3
113,ecatepec,ecatepec-pirámides,mex-132d,1.187,17150,0.8,76.2,0.1,4.9,4.2,2.4,0.4,4.8,1.0,0.1,0.0,2.1,3.0,6276889,10.1,9.5,9.1,5.7,5.6,6.6,8.0,8.6,8.5,9.3,9.4,9.6
114,tepexpan,tepexpan-pirámides,mex-132d,9.725,4387,0.8,80.5,0.1,0.8,5.7,3.8,0.3,3.9,0.9,0.0,0.0,1.2,2.0,1605754,9.5,8.9,8.9,6.5,6.8,7.2,8.2,8.6,8.2,9.1,8.9,9.2
115-01,chichén itza,kantunil-valladolid,mex-180d,115.5,3000,0.5,74.3,0.3,2.5,3.9,2.8,0.4,5.8,0.9,0.1,0.0,7.4,1.1,1098140,12.0,10.8,9.0,3.5,4.0,5.9,7.3,8.2,8.6,9.1,10.0,11.6
115-02,chichén itza,kantunil-pisté,mex-180d,115.5,375,0.8,87.8,0.4,1.1,3.0,1.7,0.2,1.5,0.9,0.0,0.0,0.3,2.3,137103,17.3,14.8,10.4,1.8,0.9,3.4,4.6,5.3,6.9,8.5,11.0,15.1
115-03,chichén itza,pisté-valladolid,mex-180d,115.5,256,0.4,91.3,0.1,4.5,0.9,0.1,0.0,0.1,0.1,0.0,0.0,0.0,2.5,93835,23.2,20.2,12.5,0.9,0.5,1.5,1.7,2.4,4.5,8.1,11.2,13.3
116,tintal,valladolid-cancún,mex-180d,238.0,1958,0.5,72.2,0.3,3.8,3.7,2.7,0.3,5.9,0.6,0.1,0.0,7.7,2.2,716633,13.5,11.9,9.5,3.3,3.7,5.5,6.8,7.5,7.9,8.8,9.8,11.8
117,chichimequillas,t. c.aut. méx-qro-t. c.qro-slp,mex-057d,20.32,15644,0.2,35.2,0.4,1.4,6.7,5.9,1.1,36.5,3.9,0.3,0.1,7.4,0.9,5725692,9.4,8.8,8.7,5.8,6.1,7.5,8.5,8.8,8.7,9.4,8.8,9.5
118-01,cuitláhuac,córdoba-la tinaja,mex-150d,14.14,11401,0.4,42.8,0.2,3.8,5.4,6.9,0.7,18.0,3.0,0.3,0.1,15.6,2.8,4172925,9.7,8.7,8.8,6.3,6.3,6.8,7.9,7.9,8.1,9.1,9.2,11.2
118-02,cuitláhuac,córdoba-cuitláhuac,mex-150d,14.14,106,2.0,75.4,0.3,0.1,3.8,1.9,0.1,0.5,0.1,0.0,0.0,0.7,15.1,38821,9.0,8.1,7.6,6.0,7.5,7.0,7.5,9.0,8.7,9.1,9.1,11.4
118-03,cuitláhuac,cuitláhuac-la tinaja,mex-150d,14.14,114,1.2,81.1,0.6,0.1,4.2,3.9,0.1,1.5,1.6,0.0,0.0,2.1,3.6,41782,11.2,9.1,8.8,6.8,7.2,7.5,8.2,7.2,6.3,8.6,8.5,10.6
119-01,paso del toro,la tinaja-veracruz,mex-150d,89.9,4026,0.8,78.3,0.2,5.0,5.0,3.1,0.2,2.5,0.6,0.0,0.0,1.7,2.6,1473483,11.1,10.1,9.0,5.3,5.5,6.2,7.3,7.8,8.2,9.3,9.2,11.0
119-02,paso del toro,la tinaja-paso del toro,mex-150d,89.9,4971,0.3,41.3,0.3,1.2,5.2,7.0,0.9,18.0,4.8,0.4,0.1,19.0,1.5,1819414,9.1,8.4,8.7,6.9,6.9,7.1,8.0,8.1,8.0,8.9,9.0,10.9
119-03,paso del toro,paso del toro-veracruz,mex-150d,89.9,6285,5.5,84.9,0.2,0.5,4.3,1.7,0.1,0.9,0.2,0.0,0.0,0.7,1.0,2300424,9.0,8.4,8.4,6.9,7.4,7.5,8.2,8.2,7.9,8.9,9.2,10.0
120,león ii,salamanca-león,mex-045d,6.0,517,1.1,75.2,0.3,0.3,5.2,4.1,0.3,7.1,0.9,0.1,0.0,1.0,4.4,189307,12.5,10.8,9.2,4.8,5.2,6.3,7.1,7.5,8.1,9.7,9.3,9.5
121,cuerámaro,león-central de abastos,mex-045d,12.0,3569,0.4,62.1,0.2,0.2,9.9,8.3,0.8,13.1,2.1,0.0,0.0,1.2,1.7,1306253,9.4,8.8,8.8,6.6,7.2,7.9,8.2,8.2,8.3,9.3,8.9,8.4
122,plan de ayala,león-plan de ayala,mex-045d,15.3,664,1.3,68.6,0.6,0.2,6.3,7.3,0.6,5.7,0.9,0.0,0.0,1.0,7.5,243111,8.0,7.8,8.1,5.9,6.4,7.1,8.3,8.6,8.9,10.0,9.7,11.2
123,san francisco del rincón remotas,león-ent. san francisco,mex-045d,19.0,2951,0.6,72.8,0.3,0.5,7.0,6.7,0.8,5.4,1.5,0.0,0.0,1.2,3.2,1080197,9.6,9.3,8.7,5.4,6.3,7.5,8.2,8.5,8.6,9.4,9.2,9.3
124,las joyas,león-las joyas,mex-045d,22.8,788,0.7,71.5,0.4,0.1,4.6,4.9,0.5,7.1,1.0,0.0,0.0,0.1,9.1,288541,9.7,9.4,9.1,4.9,5.6,7.2,8.1,8.3,8.5,9.9,9.8,9.5
125,león,león-lagos de moreno,mex-045d,23.5,11298,0.4,44.4,0.3,3.4,6.0,6.6,1.0,24.1,2.7,0.7,0.1,8.8,1.5,4135032,11.3,9.9,9.0,5.1,5.7,7.1,7.9,8.3,8.3,9.3,9.1,9.0
126,unión de san antonio,unión de san antonio-lagos de moreno,mex-045d,48.02,485,0.4,60.3,0.9,0.9,3.5,4.8,0.4,9.0,3.1,0.1,0.0,11.1,5.5,177569,11.5,9.0,7.9,5.6,7.0,7.6,8.3,8.0,8.1,9.2,8.6,9.2
127-01,encarnación,lagos de moreno-aguascalientes,mex-045d,88.84,9800,0.4,48.0,0.3,4.0,5.5,4.5,1.2,20.2,3.4,0.9,0.1,10.7,0.8,3586698,10.9,9.7,8.9,5.2,5.8,7.4,8.4,8.5,8.3,9.2,8.7,9.0
127-02,encarnación,encarnación-aguascalientes,mex-045d,88.84,901,0.3,61.4,0.5,1.2,6.9,8.2,1.5,11.0,3.8,0.2,0.1,1.8,3.1,329625,5.9,5.8,5.8,4.9,6.5,7.8,9.5,10.0,9.8,11.1,11.0,11.9
128,mármol,el venadillo-ent. la cruz,mex-015d,25.15,7508,0.2,51.7,0.8,5.1,3.8,4.2,0.9,21.4,2.6,0.5,0.0,6.6,2.2,2748046,9.2,8.1,8.5,5.9,6.3,7.2,8.5,9.1,8.6,9.5,9.3,9.8
129-01,quilá,ent. la cruz-quilá,mex-015d,153.8,69,0.4,54.6,0.9,0.7,6.6,4.6,0.7,11.6,10.3,0.1,0.0,1.5,8.0,25360,8.7,9.2,9.1,6.0,6.4,6.9,8.1,9.1,7.8,9.3,9.4,10.0
129-02,quilá,quilá-costa rica,mex-015d,153.8,106,0.2,66.1,0.7,0.4,2.0,3.0,0.5,2.5,2.0,0.1,0.0,0.9,21.6,38803,23.4,10.9,4.9,2.9,3.4,4.6,5.0,5.1,4.8,5.5,6.7,22.8
130,costa rica,ent. la cruz-costa rica,mex-015d,187.8,8004,0.2,50.6,0.9,5.6,3.6,3.7,1.0,22.0,2.6,0.5,0.0,7.2,2.1,2929507,8.4,7.6,8.3,5.9,6.4,7.2,8.4,9.1,8.7,11.8,9.2,9.0
131,puente inter. libre comercio,lucio blanco-los yndios,mex-002,0.0,1121,0.0,85.8,0.4,0.0,0.5,2.0,0.4,10.3,0.2,0.2,0.0,0.1,0.1,410168,12.2,12.4,10.7,3.3,6.4,6.9,6.1,7.5,8.4,8.6,8.6,8.9
132-01,seybaplaya,villa madero-campeche,mex-180d,32.0,5221,1.0,61.9,0.5,1.9,5.0,4.3,0.6,13.2,1.9,0.2,0.1,8.1,1.3,1910913,10.2,9.2,8.7,5.2,5.4,6.7,7.7,8.4,8.6,9.0,9.4,11.5
132-02,seybaplaya,villa madero-seybaplaya,mex-180d,32.0,78,2.6,78.3,0.6,0.4,5.6,1.9,0.2,3.7,2.5,0.0,0.0,0.5,3.7,28724,12.5,8.3,8.2,6.1,6.0,7.4,7.3,8.4,8.4,8.5,7.6,11.3
132-03,seybaplaya,seybaplaya-campeche,mex-180d,32.0,816,4.7,86.9,0.3,1.9,2.4,1.3,0.0,0.5,0.4,0.0,0.0,0.1,1.5,298660,10.3,9.5,9.0,5.4,6.2,6.8,7.0,7.9,8.3,8.7,9.4,11.5
133,morfín chávez,la providencia-san isidro,mex-045d,57.06,6033,0.3,50.1,1.4,2.6,4.2,4.2,1.2,22.1,4.3,9.6,0.0,0.0,0.0,2207935,9.4,8.1,8.0,5.6,6.4,7.7,9.0,9.1,8.6,9.2,8.7,10.2
134-01,los ramones,cadereyta-los ramones,mex-040d,70.26,46,0.4,88.5,1.2,0.8,1.7,0.9,2.0,2.3,0.9,0.0,0.2,1.1,0.0,16831,4.9,4.3,3.7,1.8,3.5,3.5,2.0,13.2,13.3,12.4,16.4,21.0
134-02,los ramones,los ramones-general bravo,mex-040d,70.26,35,0.2,74.4,2.3,0.8,0.9,0.4,1.3,0.9,0.2,0.0,0.1,0.9,17.6,12943,11.2,8.2,8.9,5.8,8.3,7.9,4.8,2.8,1.5,1.3,1.8,37.5
134-03,los ramones,los ramones-la sierrita,mex-040d,70.26,61,0.5,79.0,1.6,0.2,2.0,1.1,0.5,3.5,1.1,0.1,0.2,1.6,8.6,22323,12.2,11.0,11.6,7.4,8.8,9.2,6.1,3.9,5.3,5.6,8.7,10.2
135-01,los herrera,los herrera-general bravo,mex-040d,103.8,71,0.6,65.4,1.7,0.1,2.2,3.0,0.9,5.8,1.9,0.0,0.1,0.7,17.6,26124,14.8,15.6,15.4,8.6,12.3,14.1,9.4,2.0,1.1,1.3,3.7,1.7
135-02,los herrera,cadereyta-los herrera,mex-040d,103.8,56,0.6,83.8,1.7,0.8,2.5,1.9,2.4,4.1,0.9,0.1,0.1,1.1,0.0,20559,1.7,1.8,1.9,1.1,2.1,1.9,1.6,16.6,15.9,18.1,18.6,18.7
135-03,los herrera,los herrera-la sierrita,mex-040d,103.8,38,0.1,72.7,1.5,0.2,0.9,0.4,1.3,6.6,2.0,0.2,0.3,2.3,11.5,14049,9.6,8.7,9.1,5.5,8.3,8.3,5.7,5.6,7.9,9.8,9.8,11.7
136,general bravo,cadereyta-la sierrita,mex-040d,124.0,4091,0.1,47.4,0.3,8.8,1.7,1.0,0.3,24.8,2.6,0.5,0.5,9.6,2.4,1497269,10.9,10.2,9.3,4.9,6.1,7.6,5.3,8.1,8.8,9.4,9.3,10.1
137-01,dr. coss,cadereyta-general bravo,mex-040d,123.7,201,0.1,89.4,1.5,0.1,1.5,0.9,0.3,2.6,0.2,0.0,0.0,0.5,2.9,73735,16.6,13.8,13.0,6.5,12.8,12.9,8.0,3.0,3.0,3.3,3.5,3.6
